table,gender,risk,attained_age,q_ult
t1101,Female,SuperPref Nonsmoker,49,0.00161
t1101,Female,SuperPref Nonsmoker,50,0.0018
t1101,Female,SuperPref Nonsmoker,51,0.00202
t1101,Female,SuperPref Nonsmoker,52,0.00227
t1101,Female,SuperPref Nonsmoker,53,0.00255
t1101,Female,SuperPref Nonsmoker,54,0.00287
t1101,Female,SuperPref Nonsmoker,55,0.00323
t1101,Female,SuperPref Nonsmoker,56,0.00363
t1101,Female,SuperPref Nonsmoker,57,0.00407
t1101,Female,SuperPref Nonsmoker,58,0.00454
t1101,Female,SuperPref Nonsmoker,59,0.00498
t1101,Female,SuperPref Nonsmoker,60,0.0054
t1101,Female,SuperPref Nonsmoker,61,0.00586
t1101,Female,SuperPref Nonsmoker,62,0.00633
t1101,Female,SuperPref Nonsmoker,63,0.00685
t1101,Female,SuperPref Nonsmoker,64,0.00741
t1101,Female,SuperPref Nonsmoker,65,0.00803
t1101,Female,SuperPref Nonsmoker,66,0.00871
t1101,Female,SuperPref Nonsmoker,67,0.00947
t1101,Female,SuperPref Nonsmoker,68,0.0103
t1101,Female,SuperPref Nonsmoker,69,0.01121
t1101,Female,SuperPref Nonsmoker,70,0.01225
t1101,Female,SuperPref Nonsmoker,71,0.01342
t1101,Female,SuperPref Nonsmoker,72,0.0147
t1101,Female,SuperPref Nonsmoker,73,0.0161
t1101,Female,SuperPref Nonsmoker,74,0.01765
t1101,Female,SuperPref Nonsmoker,75,0.01958
t1101,Female,SuperPref Nonsmoker,76,0.02194
t1101,Female,SuperPref Nonsmoker,77,0.02458
t1101,Female,SuperPref Nonsmoker,78,0.02752
t1101,Female,SuperPref Nonsmoker,79,0.03081
t1101,Female,SuperPref Nonsmoker,80,0.03488
t1101,Female,SuperPref Nonsmoker,81,0.03988
t1101,Female,SuperPref Nonsmoker,82,0.04531
t1101,Female,SuperPref Nonsmoker,83,0.05117
t1101,Female,SuperPref Nonsmoker,84,0.05781
t1101,Female,SuperPref Nonsmoker,85,0.06473
t1101,Female,SuperPref Nonsmoker,86,0.07297
t1101,Female,SuperPref Nonsmoker,87,0.08313
t1101,Female,SuperPref Nonsmoker,88,0.09411
t1101,Female,SuperPref Nonsmoker,89,0.10538
t1101,Female,SuperPref Nonsmoker,90,0.11438
t1101,Female,SuperPref Nonsmoker,91,0.12338
t1101,Female,SuperPref Nonsmoker,92,0.13726
t1101,Female,SuperPref Nonsmoker,93,0.15576
t1101,Female,SuperPref Nonsmoker,94,0.1788
t1101,Female,SuperPref Nonsmoker,95,0.20279
t1101,Female,SuperPref Nonsmoker,96,0.22504
t1101,Female,SuperPref Nonsmoker,97,0.23948
t1101,Female,SuperPref Nonsmoker,98,0.24732
t1101,Female,SuperPref Nonsmoker,99,0.26359
t1101,Female,SuperPref Nonsmoker,100,0.28474
t1101,Female,SuperPref Nonsmoker,101,0.30772
t1101,Female,SuperPref Nonsmoker,102,0.33304
t1101,Female,SuperPref Nonsmoker,103,0.3607
t1101,Female,SuperPref Nonsmoker,104,0.39085
t1101,Female,SuperPref Nonsmoker,105,0.42271
t1101,Female,SuperPref Nonsmoker,106,0.45532
t1101,Female,SuperPref Nonsmoker,107,0.48847
t1101,Female,SuperPref Nonsmoker,108,0.52219
t1101,Female,SuperPref Nonsmoker,109,0.55703
t1101,Female,SuperPref Nonsmoker,110,0.59195
t1101,Female,SuperPref Nonsmoker,111,0.62562
t1101,Female,SuperPref Nonsmoker,112,0.65776
t1101,Female,SuperPref Nonsmoker,113,0.69078
t1101,Female,SuperPref Nonsmoker,114,0.73205
t1101,Female,SuperPref Nonsmoker,115,0.77134
t1101,Female,SuperPref Nonsmoker,116,0.81235
t1101,Female,SuperPref Nonsmoker,117,0.8559
t1101,Female,SuperPref Nonsmoker,118,0.89658
t1101,Female,SuperPref Nonsmoker,119,0.93906
t1101,Female,SuperPref Nonsmoker,120,1
t1102,Female,Preferred Nonsmoker,16,2.9e-4
t1102,Female,Preferred Nonsmoker,17,3.1e-4
t1102,Female,Preferred Nonsmoker,18,3.2e-4
t1102,Female,Preferred Nonsmoker,19,3.3e-4
t1102,Female,Preferred Nonsmoker,20,3.4e-4
t1102,Female,Preferred Nonsmoker,21,3.6e-4
t1102,Female,Preferred Nonsmoker,22,3.7e-4
t1102,Female,Preferred Nonsmoker,23,3.7e-4
t1102,Female,Preferred Nonsmoker,24,3.8e-4
t1102,Female,Preferred Nonsmoker,25,3.9e-4
t1102,Female,Preferred Nonsmoker,26,4.2e-4
t1102,Female,Preferred Nonsmoker,27,4.4e-4
t1102,Female,Preferred Nonsmoker,28,4.6e-4
t1102,Female,Preferred Nonsmoker,29,4.8e-4
t1102,Female,Preferred Nonsmoker,30,5e-4
t1102,Female,Preferred Nonsmoker,31,5.3e-4
t1102,Female,Preferred Nonsmoker,32,5.6e-4
t1102,Female,Preferred Nonsmoker,33,6e-4
t1102,Female,Preferred Nonsmoker,34,6.5e-4
t1102,Female,Preferred Nonsmoker,35,7e-4
t1102,Female,Preferred Nonsmoker,36,7.5e-4
t1102,Female,Preferred Nonsmoker,37,8e-4
t1102,Female,Preferred Nonsmoker,38,8.4e-4
t1102,Female,Preferred Nonsmoker,39,8.8e-4
t1102,Female,Preferred Nonsmoker,40,0.00093000000000000005
t1102,Female,Preferred Nonsmoker,41,9.9e-4
t1102,Female,Preferred Nonsmoker,42,0.00106
t1102,Female,Preferred Nonsmoker,43,0.00114
t1102,Female,Preferred Nonsmoker,44,0.00124
t1102,Female,Preferred Nonsmoker,45,0.00135
t1102,Female,Preferred Nonsmoker,46,0.00149
t1102,Female,Preferred Nonsmoker,47,0.00165
t1102,Female,Preferred Nonsmoker,48,0.00184
t1102,Female,Preferred Nonsmoker,49,0.00204
t1102,Female,Preferred Nonsmoker,50,0.00226
t1102,Female,Preferred Nonsmoker,51,0.00253
t1102,Female,Preferred Nonsmoker,52,0.00283
t1102,Female,Preferred Nonsmoker,53,0.00316
t1102,Female,Preferred Nonsmoker,54,0.00351
t1102,Female,Preferred Nonsmoker,55,0.00391
t1102,Female,Preferred Nonsmoker,56,0.00436
t1102,Female,Preferred Nonsmoker,57,0.00484
t1102,Female,Preferred Nonsmoker,58,0.00534
t1102,Female,Preferred Nonsmoker,59,0.00584
t1102,Female,Preferred Nonsmoker,60,0.00633
t1102,Female,Preferred Nonsmoker,61,0.00686
t1102,Female,Preferred Nonsmoker,62,0.00743
t1102,Female,Preferred Nonsmoker,63,0.00803
t1102,Female,Preferred Nonsmoker,64,0.0087
t1102,Female,Preferred Nonsmoker,65,0.00943
t1102,Female,Preferred Nonsmoker,66,0.01024
t1102,Female,Preferred Nonsmoker,67,0.01112
t1102,Female,Preferred Nonsmoker,68,0.0121
t1102,Female,Preferred Nonsmoker,69,0.01318
t1102,Female,Preferred Nonsmoker,70,0.0144
t1102,Female,Preferred Nonsmoker,71,0.01577
t1102,Female,Preferred Nonsmoker,72,0.01729
t1102,Female,Preferred Nonsmoker,73,0.01895
t1102,Female,Preferred Nonsmoker,74,0.02077
t1102,Female,Preferred Nonsmoker,75,0.02291
t1102,Female,Preferred Nonsmoker,76,0.02541
t1102,Female,Preferred Nonsmoker,77,0.0282
t1102,Female,Preferred Nonsmoker,78,0.03128
t1102,Female,Preferred Nonsmoker,79,0.03468
t1102,Female,Preferred Nonsmoker,80,0.0389
t1102,Female,Preferred Nonsmoker,81,0.0441
t1102,Female,Preferred Nonsmoker,82,0.04968
t1102,Female,Preferred Nonsmoker,83,0.05562
t1102,Female,Preferred Nonsmoker,84,0.06232
t1102,Female,Preferred Nonsmoker,85,0.06923
t1102,Female,Preferred Nonsmoker,86,0.07743
t1102,Female,Preferred Nonsmoker,87,0.08754
t1102,Female,Preferred Nonsmoker,88,0.09837
t1102,Female,Preferred Nonsmoker,89,0.10934
t1102,Female,Preferred Nonsmoker,90,0.11784
t1102,Female,Preferred Nonsmoker,91,0.12622
t1102,Female,Preferred Nonsmoker,92,0.13946
t1102,Female,Preferred Nonsmoker,93,0.15723
t1102,Female,Preferred Nonsmoker,94,0.17937
t1102,Female,Preferred Nonsmoker,95,0.20279
t1102,Female,Preferred Nonsmoker,96,0.22504
t1102,Female,Preferred Nonsmoker,97,0.23948
t1102,Female,Preferred Nonsmoker,98,0.24732
t1102,Female,Preferred Nonsmoker,99,0.26359
t1102,Female,Preferred Nonsmoker,100,0.28474
t1102,Female,Preferred Nonsmoker,101,0.30772
t1102,Female,Preferred Nonsmoker,102,0.33304
t1102,Female,Preferred Nonsmoker,103,0.3607
t1102,Female,Preferred Nonsmoker,104,0.39085
t1102,Female,Preferred Nonsmoker,105,0.42271
t1102,Female,Preferred Nonsmoker,106,0.45532
t1102,Female,Preferred Nonsmoker,107,0.48847
t1102,Female,Preferred Nonsmoker,108,0.52219
t1102,Female,Preferred Nonsmoker,109,0.55703
t1102,Female,Preferred Nonsmoker,110,0.59195
t1102,Female,Preferred Nonsmoker,111,0.62562
t1102,Female,Preferred Nonsmoker,112,0.65776
t1102,Female,Preferred Nonsmoker,113,0.69078
t1102,Female,Preferred Nonsmoker,114,0.73205
t1102,Female,Preferred Nonsmoker,115,0.77134
t1102,Female,Preferred Nonsmoker,116,0.81235
t1102,Female,Preferred Nonsmoker,117,0.8559
t1102,Female,Preferred Nonsmoker,118,0.89658
t1102,Female,Preferred Nonsmoker,119,0.93906
t1102,Female,Preferred Nonsmoker,120,1
t1103,Female,Residual Nonsmoker,16,4.4e-4
t1103,Female,Residual Nonsmoker,17,4.7e-4
t1103,Female,Residual Nonsmoker,18,4.9e-4
t1103,Female,Residual Nonsmoker,19,5.1e-4
t1103,Female,Residual Nonsmoker,20,5.1e-4
t1103,Female,Residual Nonsmoker,21,5.3e-4
t1103,Female,Residual Nonsmoker,22,5.5e-4
t1103,Female,Residual Nonsmoker,23,5.5e-4
t1103,Female,Residual Nonsmoker,24,5.7e-4
t1103,Female,Residual Nonsmoker,25,5.9e-4
t1103,Female,Residual Nonsmoker,26,6.2e-4
t1103,Female,Residual Nonsmoker,27,6.6e-4
t1103,Female,Residual Nonsmoker,28,6.9e-4
t1103,Female,Residual Nonsmoker,29,7.1e-4
t1103,Female,Residual Nonsmoker,30,7.4e-4
t1103,Female,Residual Nonsmoker,31,7.9e-4
t1103,Female,Residual Nonsmoker,32,8.3e-4
t1103,Female,Residual Nonsmoker,33,9e-4
t1103,Female,Residual Nonsmoker,34,9.8e-4
t1103,Female,Residual Nonsmoker,35,0.00105
t1103,Female,Residual Nonsmoker,36,0.00112
t1103,Female,Residual Nonsmoker,37,0.00119
t1103,Female,Residual Nonsmoker,38,0.00125
t1103,Female,Residual Nonsmoker,39,0.00132
t1103,Female,Residual Nonsmoker,40,0.0014
t1103,Female,Residual Nonsmoker,41,0.00149
t1103,Female,Residual Nonsmoker,42,0.00159
t1103,Female,Residual Nonsmoker,43,0.00171
t1103,Female,Residual Nonsmoker,44,0.0018600000000000001
t1103,Female,Residual Nonsmoker,45,0.00204
t1103,Female,Residual Nonsmoker,46,0.00224
t1103,Female,Residual Nonsmoker,47,0.00248
t1103,Female,Residual Nonsmoker,48,0.00275
t1103,Female,Residual Nonsmoker,49,0.00304
t1103,Female,Residual Nonsmoker,50,0.00337
t1103,Female,Residual Nonsmoker,51,0.00373
t1103,Female,Residual Nonsmoker,52,0.00414
t1103,Female,Residual Nonsmoker,53,0.00456
t1103,Female,Residual Nonsmoker,54,0.00501
t1103,Female,Residual Nonsmoker,55,0.00551
t1103,Female,Residual Nonsmoker,56,0.00605
t1103,Female,Residual Nonsmoker,57,0.00663
t1103,Female,Residual Nonsmoker,58,0.00723
t1103,Female,Residual Nonsmoker,59,0.00784
t1103,Female,Residual Nonsmoker,60,0.00851
t1103,Female,Residual Nonsmoker,61,0.00924
t1103,Female,Residual Nonsmoker,62,0.01001
t1103,Female,Residual Nonsmoker,63,0.01083
t1103,Female,Residual Nonsmoker,64,0.01172
t1103,Female,Residual Nonsmoker,65,0.01271
t1103,Female,Residual Nonsmoker,66,0.01381
t1103,Female,Residual Nonsmoker,67,0.01501
t1103,Female,Residual Nonsmoker,68,0.01633
t1103,Female,Residual Nonsmoker,69,0.0178
t1103,Female,Residual Nonsmoker,70,0.01946
t1103,Female,Residual Nonsmoker,71,0.021329999999999998
t1103,Female,Residual Nonsmoker,72,0.02339
t1103,Female,Residual Nonsmoker,73,0.02564
t1103,Female,Residual Nonsmoker,74,0.02812
t1103,Female,Residual Nonsmoker,75,0.03077
t1103,Female,Residual Nonsmoker,76,0.03362
t1103,Female,Residual Nonsmoker,77,0.03673
t1103,Female,Residual Nonsmoker,78,0.04012
t1103,Female,Residual Nonsmoker,79,0.04381
t1103,Female,Residual Nonsmoker,80,0.04841
t1103,Female,Residual Nonsmoker,81,0.05405
t1103,Female,Residual Nonsmoker,82,0.05998
t1103,Female,Residual Nonsmoker,83,0.06614
t1103,Female,Residual Nonsmoker,84,0.07299
t1103,Female,Residual Nonsmoker,85,0.07986
t1103,Female,Residual Nonsmoker,86,0.08794
t1103,Female,Residual Nonsmoker,87,0.09795
t1103,Female,Residual Nonsmoker,88,0.1084
t1103,Female,Residual Nonsmoker,89,0.11869
t1103,Female,Residual Nonsmoker,90,0.12602
t1103,Female,Residual Nonsmoker,91,0.13291
t1103,Female,Residual Nonsmoker,92,0.14466
t1103,Female,Residual Nonsmoker,93,0.16071
t1103,Female,Residual Nonsmoker,94,0.18069
t1103,Female,Residual Nonsmoker,95,0.20279
t1103,Female,Residual Nonsmoker,96,0.22504
t1103,Female,Residual Nonsmoker,97,0.23948
t1103,Female,Residual Nonsmoker,98,0.24732
t1103,Female,Residual Nonsmoker,99,0.26359
t1103,Female,Residual Nonsmoker,100,0.28474
t1103,Female,Residual Nonsmoker,101,0.30772
t1103,Female,Residual Nonsmoker,102,0.33304
t1103,Female,Residual Nonsmoker,103,0.3607
t1103,Female,Residual Nonsmoker,104,0.39085
t1103,Female,Residual Nonsmoker,105,0.42271
t1103,Female,Residual Nonsmoker,106,0.45532
t1103,Female,Residual Nonsmoker,107,0.48847
t1103,Female,Residual Nonsmoker,108,0.52219
t1103,Female,Residual Nonsmoker,109,0.55703
t1103,Female,Residual Nonsmoker,110,0.59195
t1103,Female,Residual Nonsmoker,111,0.62562
t1103,Female,Residual Nonsmoker,112,0.65776
t1103,Female,Residual Nonsmoker,113,0.69078
t1103,Female,Residual Nonsmoker,114,0.73205
t1103,Female,Residual Nonsmoker,115,0.77134
t1103,Female,Residual Nonsmoker,116,0.81235
t1103,Female,Residual Nonsmoker,117,0.8559
t1103,Female,Residual Nonsmoker,118,0.89658
t1103,Female,Residual Nonsmoker,119,0.93906
t1103,Female,Residual Nonsmoker,120,1
t1104,Female,Preferred Smoker,16,3.2e-4
t1104,Female,Preferred Smoker,17,3.5e-4
t1104,Female,Preferred Smoker,18,3.9e-4
t1104,Female,Preferred Smoker,19,4.2e-4
t1104,Female,Preferred Smoker,20,4.4e-4
t1104,Female,Preferred Smoker,21,4.7e-4
t1104,Female,Preferred Smoker,22,4.9e-4
t1104,Female,Preferred Smoker,23,5.1e-4
t1104,Female,Preferred Smoker,24,5.4e-4
t1104,Female,Preferred Smoker,25,5.9e-4
t1104,Female,Preferred Smoker,26,6.3e-4
t1104,Female,Preferred Smoker,27,6.6e-4
t1104,Female,Preferred Smoker,28,7e-4
t1104,Female,Preferred Smoker,29,7.4e-4
t1104,Female,Preferred Smoker,30,7.9e-4
t1104,Female,Preferred Smoker,31,8.5e-4
t1104,Female,Preferred Smoker,32,9.1e-4
t1104,Female,Preferred Smoker,33,9.9e-4
t1104,Female,Preferred Smoker,34,0.00108
t1104,Female,Preferred Smoker,35,0.00117
t1104,Female,Preferred Smoker,36,0.00126
t1104,Female,Preferred Smoker,37,0.00135
t1104,Female,Preferred Smoker,38,0.00143
t1104,Female,Preferred Smoker,39,0.00151
t1104,Female,Preferred Smoker,40,0.00161
t1104,Female,Preferred Smoker,41,0.00172
t1104,Female,Preferred Smoker,42,0.0018600000000000001
t1104,Female,Preferred Smoker,43,0.00202
t1104,Female,Preferred Smoker,44,0.0022
t1104,Female,Preferred Smoker,45,0.0024
t1104,Female,Preferred Smoker,46,0.00264
t1104,Female,Preferred Smoker,47,0.00295
t1104,Female,Preferred Smoker,48,0.00332
t1104,Female,Preferred Smoker,49,0.00374
t1104,Female,Preferred Smoker,50,0.00423
t1104,Female,Preferred Smoker,51,0.00477
t1104,Female,Preferred Smoker,52,0.00535
t1104,Female,Preferred Smoker,53,0.00598
t1104,Female,Preferred Smoker,54,0.00669
t1104,Female,Preferred Smoker,55,0.00745
t1104,Female,Preferred Smoker,56,0.00826
t1104,Female,Preferred Smoker,57,0.0091
t1104,Female,Preferred Smoker,58,0.00999
t1104,Female,Preferred Smoker,59,0.0109
t1104,Female,Preferred Smoker,60,0.01178
t1104,Female,Preferred Smoker,61,0.01273
t1104,Female,Preferred Smoker,62,0.01374
t1104,Female,Preferred Smoker,63,0.01478
t1104,Female,Preferred Smoker,64,0.0159
t1104,Female,Preferred Smoker,65,0.0171
t1104,Female,Preferred Smoker,66,0.01841
t1104,Female,Preferred Smoker,67,0.01988
t1104,Female,Preferred Smoker,68,0.02147
t1104,Female,Preferred Smoker,69,0.02322
t1104,Female,Preferred Smoker,70,0.0252
t1104,Female,Preferred Smoker,71,0.02742
t1104,Female,Preferred Smoker,72,0.02984
t1104,Female,Preferred Smoker,73,0.03247
t1104,Female,Preferred Smoker,74,0.03523
t1104,Female,Preferred Smoker,75,0.03835
t1104,Female,Preferred Smoker,76,0.04197
t1104,Female,Preferred Smoker,77,0.04591
t1104,Female,Preferred Smoker,78,0.05021
t1104,Female,Preferred Smoker,79,0.0549
t1104,Female,Preferred Smoker,80,0.06069
t1104,Female,Preferred Smoker,81,0.06776
t1104,Female,Preferred Smoker,82,0.07516
t1104,Female,Preferred Smoker,83,0.08286
t1104,Female,Preferred Smoker,84,0.091
t1104,Female,Preferred Smoker,85,0.09874
t1104,Female,Preferred Smoker,86,0.1077
t1104,Female,Preferred Smoker,87,0.11873
t1104,Female,Preferred Smoker,88,0.12999
t1104,Female,Preferred Smoker,89,0.14058
t1104,Female,Preferred Smoker,90,0.1473
t1104,Female,Preferred Smoker,91,0.15322
t1104,Female,Preferred Smoker,92,0.16436
t1104,Female,Preferred Smoker,93,0.1797
t1104,Female,Preferred Smoker,94,0.20074
t1104,Female,Preferred Smoker,95,0.22462
t1104,Female,Preferred Smoker,96,0.24645
t1104,Female,Preferred Smoker,97,0.2594
t1104,Female,Preferred Smoker,98,0.26459
t1104,Female,Preferred Smoker,99,0.27857
t1104,Female,Preferred Smoker,100,0.29748
t1104,Female,Preferred Smoker,101,0.31792
t1104,Female,Preferred Smoker,102,0.34013
t1104,Female,Preferred Smoker,103,0.36404
t1104,Female,Preferred Smoker,104,0.39163
t1104,Female,Preferred Smoker,105,0.42344
t1104,Female,Preferred Smoker,106,0.45599
t1104,Female,Preferred Smoker,107,0.4891
t1104,Female,Preferred Smoker,108,0.52277
t1104,Female,Preferred Smoker,109,0.55755999999999994
t1104,Female,Preferred Smoker,110,0.59243
t1104,Female,Preferred Smoker,111,0.62605
t1104,Female,Preferred Smoker,112,0.65815
t1104,Female,Preferred Smoker,113,0.69112
t1104,Female,Preferred Smoker,114,0.73234
t1104,Female,Preferred Smoker,115,0.77159
t1104,Female,Preferred Smoker,116,0.81254
t1104,Female,Preferred Smoker,117,0.85604
t1104,Female,Preferred Smoker,118,0.89668
t1104,Female,Preferred Smoker,119,0.93911
t1104,Female,Preferred Smoker,120,1
t1105,Female,Residual Smoker,16,4.8e-4
t1105,Female,Residual Smoker,17,5.2e-4
t1105,Female,Residual Smoker,18,5.7e-4
t1105,Female,Residual Smoker,19,6.2e-4
t1105,Female,Residual Smoker,20,6.6e-4
t1105,Female,Residual Smoker,21,7e-4
t1105,Female,Residual Smoker,22,7.3e-4
t1105,Female,Residual Smoker,23,7.7e-4
t1105,Female,Residual Smoker,24,8.1e-4
t1105,Female,Residual Smoker,25,8.8e-4
t1105,Female,Residual Smoker,26,9.4e-4
t1105,Female,Residual Smoker,27,9.9e-4
t1105,Female,Residual Smoker,28,0.00106
t1105,Female,Residual Smoker,29,0.00112
t1105,Female,Residual Smoker,30,0.00119
t1105,Female,Residual Smoker,31,0.00128
t1105,Female,Residual Smoker,32,0.00138
t1105,Female,Residual Smoker,33,0.00148
t1105,Female,Residual Smoker,34,0.00162
t1105,Female,Residual Smoker,35,0.00177
t1105,Female,Residual Smoker,36,0.00191
t1105,Female,Residual Smoker,37,0.00205
t1105,Female,Residual Smoker,38,0.00216
t1105,Female,Residual Smoker,39,0.00229
t1105,Female,Residual Smoker,40,0.00244
t1105,Female,Residual Smoker,41,0.00261
t1105,Female,Residual Smoker,42,0.00282
t1105,Female,Residual Smoker,43,0.00306
t1105,Female,Residual Smoker,44,0.00334
t1105,Female,Residual Smoker,45,0.00366
t1105,Female,Residual Smoker,46,0.00403
t1105,Female,Residual Smoker,47,0.0045
t1105,Female,Residual Smoker,48,0.00506
t1105,Female,Residual Smoker,49,0.00567
t1105,Female,Residual Smoker,50,0.00633
t1105,Female,Residual Smoker,51,0.00705
t1105,Female,Residual Smoker,52,0.00782
t1105,Female,Residual Smoker,53,0.00864
t1105,Female,Residual Smoker,54,0.00951
t1105,Female,Residual Smoker,55,0.01043
t1105,Female,Residual Smoker,56,0.0114
t1105,Female,Residual Smoker,57,0.01239
t1105,Female,Residual Smoker,58,0.01341
t1105,Female,Residual Smoker,59,0.01452
t1105,Female,Residual Smoker,60,0.0157
t1105,Female,Residual Smoker,61,0.01697
t1105,Female,Residual Smoker,62,0.01833
t1105,Female,Residual Smoker,63,0.01971
t1105,Female,Residual Smoker,64,0.0212
t1105,Female,Residual Smoker,65,0.02281
t1105,Female,Residual Smoker,66,0.02457
t1105,Female,Residual Smoker,67,0.02652
t1105,Female,Residual Smoker,68,0.02864
t1105,Female,Residual Smoker,69,0.03099
t1105,Female,Residual Smoker,70,0.03363
t1105,Female,Residual Smoker,71,0.0366
t1105,Female,Residual Smoker,72,0.03984
t1105,Female,Residual Smoker,73,0.04335
t1105,Female,Residual Smoker,74,0.04703
t1105,Female,Residual Smoker,75,0.05079
t1105,Female,Residual Smoker,76,0.05475
t1105,Female,Residual Smoker,77,0.059
t1105,Female,Residual Smoker,78,0.06356
t1105,Female,Residual Smoker,79,0.06847
t1105,Female,Residual Smoker,80,0.07458
t1105,Female,Residual Smoker,81,0.08206
t1105,Female,Residual Smoker,82,0.08971
t1105,Female,Residual Smoker,83,0.09747
t1105,Female,Residual Smoker,84,0.1055
t1105,Female,Residual Smoker,85,0.11283
t1105,Female,Residual Smoker,86,0.12129
t1105,Female,Residual Smoker,87,0.13181
t1105,Female,Residual Smoker,88,0.14226
t1105,Female,Residual Smoker,89,0.1517
t1105,Female,Residual Smoker,90,0.15676
t1105,Female,Residual Smoker,91,0.16073
t1105,Female,Residual Smoker,92,0.17003
t1105,Female,Residual Smoker,93,0.18337
t1105,Female,Residual Smoker,94,0.20212
t1105,Female,Residual Smoker,95,0.22462
t1105,Female,Residual Smoker,96,0.24645
t1105,Female,Residual Smoker,97,0.2594
t1105,Female,Residual Smoker,98,0.26459
t1105,Female,Residual Smoker,99,0.27857
t1105,Female,Residual Smoker,100,0.29748
t1105,Female,Residual Smoker,101,0.31792
t1105,Female,Residual Smoker,102,0.34013
t1105,Female,Residual Smoker,103,0.36404
t1105,Female,Residual Smoker,104,0.39163
t1105,Female,Residual Smoker,105,0.42344
t1105,Female,Residual Smoker,106,0.456
t1105,Female,Residual Smoker,107,0.4891
t1105,Female,Residual Smoker,108,0.52277
t1105,Female,Residual Smoker,109,0.55755999999999994
t1105,Female,Residual Smoker,110,0.59243
t1105,Female,Residual Smoker,111,0.62605
t1105,Female,Residual Smoker,112,0.65815
t1105,Female,Residual Smoker,113,0.69112
t1105,Female,Residual Smoker,114,0.73234
t1105,Female,Residual Smoker,115,0.77159
t1105,Female,Residual Smoker,116,0.81254
t1105,Female,Residual Smoker,117,0.85604
t1105,Female,Residual Smoker,118,0.89668
t1105,Female,Residual Smoker,119,0.93911
t1105,Female,Residual Smoker,120,1
