table,gender,tobacco,relative_risk,attained_age,q_ult
t3214,Female,Non-Smoker,RR100,28,3e-4
t3214,Female,Non-Smoker,RR100,29,3.2e-4
t3214,Female,Non-Smoker,RR100,30,3.4e-4
t3214,Female,Non-Smoker,RR100,31,3.6e-4
t3214,Female,Non-Smoker,RR100,32,4e-4
t3214,Female,Non-Smoker,RR100,33,4.7e-4
t3214,Female,Non-Smoker,RR100,34,5.4e-4
t3214,Female,Non-Smoker,RR100,35,6.2e-4
t3214,Female,Non-Smoker,RR100,36,7e-4
t3214,Female,Non-Smoker,RR100,37,7.7e-4
t3214,Female,Non-Smoker,RR100,38,8.3e-4
t3214,Female,Non-Smoker,RR100,39,8.6e-4
t3214,Female,Non-Smoker,RR100,40,8.7e-4
t3214,Female,Non-Smoker,RR100,41,8.7e-4
t3214,Female,Non-Smoker,RR100,42,8.8e-4
t3214,Female,Non-Smoker,RR100,43,8.8e-4
t3214,Female,Non-Smoker,RR100,44,8.8e-4
t3214,Female,Non-Smoker,RR100,45,9e-4
t3214,Female,Non-Smoker,RR100,46,9.4e-4
t3214,Female,Non-Smoker,RR100,47,9.9e-4
t3214,Female,Non-Smoker,RR100,48,0.00105
t3214,Female,Non-Smoker,RR100,49,0.00113
t3214,Female,Non-Smoker,RR100,50,0.00123
t3214,Female,Non-Smoker,RR100,51,0.00135
t3214,Female,Non-Smoker,RR100,52,0.00151
t3214,Female,Non-Smoker,RR100,53,0.0017
t3214,Female,Non-Smoker,RR100,54,0.0019
t3214,Female,Non-Smoker,RR100,55,0.0021
t3214,Female,Non-Smoker,RR100,56,0.0023
t3214,Female,Non-Smoker,RR100,57,0.00249
t3214,Female,Non-Smoker,RR100,58,0.00269
t3214,Female,Non-Smoker,RR100,59,0.00291
t3214,Female,Non-Smoker,RR100,60,0.00316
t3214,Female,Non-Smoker,RR100,61,0.00346
t3214,Female,Non-Smoker,RR100,62,0.0038
t3214,Female,Non-Smoker,RR100,63,0.00419
t3214,Female,Non-Smoker,RR100,64,0.00461
t3214,Female,Non-Smoker,RR100,65,0.00506
t3214,Female,Non-Smoker,RR100,66,0.00555
t3214,Female,Non-Smoker,RR100,67,0.00609
t3214,Female,Non-Smoker,RR100,68,0.00668
t3214,Female,Non-Smoker,RR100,69,0.00736
t3214,Female,Non-Smoker,RR100,70,0.00816
t3214,Female,Non-Smoker,RR100,71,0.00911
t3214,Female,Non-Smoker,RR100,72,0.01022
t3214,Female,Non-Smoker,RR100,73,0.01152
t3214,Female,Non-Smoker,RR100,74,0.01303
t3214,Female,Non-Smoker,RR100,75,0.01475
t3214,Female,Non-Smoker,RR100,76,0.01674
t3214,Female,Non-Smoker,RR100,77,0.01906
t3214,Female,Non-Smoker,RR100,78,0.02179
t3214,Female,Non-Smoker,RR100,79,0.02508
t3214,Female,Non-Smoker,RR100,80,0.02896
t3214,Female,Non-Smoker,RR100,81,0.03307
t3214,Female,Non-Smoker,RR100,82,0.03734
t3214,Female,Non-Smoker,RR100,83,0.04223
t3214,Female,Non-Smoker,RR100,84,0.04898
t3214,Female,Non-Smoker,RR100,85,0.05673
t3214,Female,Non-Smoker,RR100,86,0.06443
t3214,Female,Non-Smoker,RR100,87,0.07325
t3214,Female,Non-Smoker,RR100,88,0.08331
t3214,Female,Non-Smoker,RR100,89,0.09439
t3214,Female,Non-Smoker,RR100,90,0.10638
t3214,Female,Non-Smoker,RR100,91,0.11927
t3214,Female,Non-Smoker,RR100,92,0.13319
t3214,Female,Non-Smoker,RR100,93,0.14781
t3214,Female,Non-Smoker,RR100,94,0.16312
t3214,Female,Non-Smoker,RR100,95,0.18074
t3214,Female,Non-Smoker,RR100,96,0.20127
t3214,Female,Non-Smoker,RR100,97,0.22374
t3214,Female,Non-Smoker,RR100,98,0.24802
t3214,Female,Non-Smoker,RR100,99,0.27379
t3214,Female,Non-Smoker,RR100,100,0.29921
t3214,Female,Non-Smoker,RR100,101,0.32314
t3214,Female,Non-Smoker,RR100,102,0.34698
t3214,Female,Non-Smoker,RR100,103,0.37036
t3214,Female,Non-Smoker,RR100,104,0.39292
t3214,Female,Non-Smoker,RR100,105,0.4143
t3214,Female,Non-Smoker,RR100,106,0.43413
t3214,Female,Non-Smoker,RR100,107,0.45205
t3214,Female,Non-Smoker,RR100,108,0.46769
t3214,Female,Non-Smoker,RR100,109,0.48068
t3214,Female,Non-Smoker,RR100,110,0.49065
t3214,Female,Non-Smoker,RR100,111,0.49723
t3214,Female,Non-Smoker,RR100,112,0.5
t3214,Female,Non-Smoker,RR100,113,0.5
t3214,Female,Non-Smoker,RR100,114,0.5
t3214,Female,Non-Smoker,RR100,115,0.5
t3214,Female,Non-Smoker,RR100,116,0.5
t3214,Female,Non-Smoker,RR100,117,0.5
t3214,Female,Non-Smoker,RR100,118,0.5
t3214,Female,Non-Smoker,RR100,119,0.5
t3214,Female,Non-Smoker,RR100,120,0.5
t3215,Female,Non-Smoker,RR110,18,3e-4
t3215,Female,Non-Smoker,RR110,19,3e-4
t3215,Female,Non-Smoker,RR110,20,2.9e-4
t3215,Female,Non-Smoker,RR110,21,3e-4
t3215,Female,Non-Smoker,RR110,22,3e-4
t3215,Female,Non-Smoker,RR110,23,3e-4
t3215,Female,Non-Smoker,RR110,24,2.9e-4
t3215,Female,Non-Smoker,RR110,25,2.9e-4
t3215,Female,Non-Smoker,RR110,26,3e-4
t3215,Female,Non-Smoker,RR110,27,3.2e-4
t3215,Female,Non-Smoker,RR110,28,3.4e-4
t3215,Female,Non-Smoker,RR110,29,3.6e-4
t3215,Female,Non-Smoker,RR110,30,3.8e-4
t3215,Female,Non-Smoker,RR110,31,4e-4
t3215,Female,Non-Smoker,RR110,32,4.5e-4
t3215,Female,Non-Smoker,RR110,33,5.2e-4
t3215,Female,Non-Smoker,RR110,34,6e-4
t3215,Female,Non-Smoker,RR110,35,6.9e-4
t3215,Female,Non-Smoker,RR110,36,7.8e-4
t3215,Female,Non-Smoker,RR110,37,8.6e-4
t3215,Female,Non-Smoker,RR110,38,0.00093000000000000005
t3215,Female,Non-Smoker,RR110,39,9.5e-4
t3215,Female,Non-Smoker,RR110,40,9.7e-4
t3215,Female,Non-Smoker,RR110,41,9.7e-4
t3215,Female,Non-Smoker,RR110,42,9.7e-4
t3215,Female,Non-Smoker,RR110,43,9.8e-4
t3215,Female,Non-Smoker,RR110,44,9.8e-4
t3215,Female,Non-Smoker,RR110,45,0.00101
t3215,Female,Non-Smoker,RR110,46,0.00105
t3215,Female,Non-Smoker,RR110,47,0.0011
t3215,Female,Non-Smoker,RR110,48,0.00117
t3215,Female,Non-Smoker,RR110,49,0.00126
t3215,Female,Non-Smoker,RR110,50,0.00136
t3215,Female,Non-Smoker,RR110,51,0.0015
t3215,Female,Non-Smoker,RR110,52,0.00168
t3215,Female,Non-Smoker,RR110,53,0.00189
t3215,Female,Non-Smoker,RR110,54,0.00211
t3215,Female,Non-Smoker,RR110,55,0.00233
t3215,Female,Non-Smoker,RR110,56,0.00254
t3215,Female,Non-Smoker,RR110,57,0.00275
t3215,Female,Non-Smoker,RR110,58,0.00297
t3215,Female,Non-Smoker,RR110,59,0.0032
t3215,Female,Non-Smoker,RR110,60,0.00347
t3215,Female,Non-Smoker,RR110,61,0.00379
t3215,Female,Non-Smoker,RR110,62,0.00415
t3215,Female,Non-Smoker,RR110,63,0.00456
t3215,Female,Non-Smoker,RR110,64,0.005
t3215,Female,Non-Smoker,RR110,65,0.00548
t3215,Female,Non-Smoker,RR110,66,0.00599
t3215,Female,Non-Smoker,RR110,67,0.00655
t3215,Female,Non-Smoker,RR110,68,0.00717
t3215,Female,Non-Smoker,RR110,69,0.00788
t3215,Female,Non-Smoker,RR110,70,0.00872
t3215,Female,Non-Smoker,RR110,71,0.00971
t3215,Female,Non-Smoker,RR110,72,0.01087
t3215,Female,Non-Smoker,RR110,73,0.01222
t3215,Female,Non-Smoker,RR110,74,0.01378
t3215,Female,Non-Smoker,RR110,75,0.01557
t3215,Female,Non-Smoker,RR110,76,0.01763
t3215,Female,Non-Smoker,RR110,77,0.02001
t3215,Female,Non-Smoker,RR110,78,0.02282
t3215,Female,Non-Smoker,RR110,79,0.02621
t3215,Female,Non-Smoker,RR110,80,0.03018
t3215,Female,Non-Smoker,RR110,81,0.0344
t3215,Female,Non-Smoker,RR110,82,0.03876
t3215,Female,Non-Smoker,RR110,83,0.04375
t3215,Female,Non-Smoker,RR110,84,0.05058
t3215,Female,Non-Smoker,RR110,85,0.0584
t3215,Female,Non-Smoker,RR110,86,0.06617
t3215,Female,Non-Smoker,RR110,87,0.07505
t3215,Female,Non-Smoker,RR110,88,0.08513
t3215,Female,Non-Smoker,RR110,89,0.0962
t3215,Female,Non-Smoker,RR110,90,0.10812
t3215,Female,Non-Smoker,RR110,91,0.12086
t3215,Female,Non-Smoker,RR110,92,0.13455
t3215,Female,Non-Smoker,RR110,93,0.14879
t3215,Female,Non-Smoker,RR110,94,0.16351
t3215,Female,Non-Smoker,RR110,95,0.18074
t3215,Female,Non-Smoker,RR110,96,0.20127
t3215,Female,Non-Smoker,RR110,97,0.22374
t3215,Female,Non-Smoker,RR110,98,0.24802
t3215,Female,Non-Smoker,RR110,99,0.27379
t3215,Female,Non-Smoker,RR110,100,0.29921
t3215,Female,Non-Smoker,RR110,101,0.32314
t3215,Female,Non-Smoker,RR110,102,0.34698
t3215,Female,Non-Smoker,RR110,103,0.37036
t3215,Female,Non-Smoker,RR110,104,0.39292
t3215,Female,Non-Smoker,RR110,105,0.4143
t3215,Female,Non-Smoker,RR110,106,0.43413
t3215,Female,Non-Smoker,RR110,107,0.45205
t3215,Female,Non-Smoker,RR110,108,0.46769
t3215,Female,Non-Smoker,RR110,109,0.48068
t3215,Female,Non-Smoker,RR110,110,0.49065
t3215,Female,Non-Smoker,RR110,111,0.49723
t3215,Female,Non-Smoker,RR110,112,0.5
t3215,Female,Non-Smoker,RR110,113,0.5
t3215,Female,Non-Smoker,RR110,114,0.5
t3215,Female,Non-Smoker,RR110,115,0.5
t3215,Female,Non-Smoker,RR110,116,0.5
t3215,Female,Non-Smoker,RR110,117,0.5
t3215,Female,Non-Smoker,RR110,118,0.5
t3215,Female,Non-Smoker,RR110,119,0.5
t3215,Female,Non-Smoker,RR110,120,0.5
t3216,Female,Non-Smoker,RR125,18,3.7e-4
t3216,Female,Non-Smoker,RR125,19,3.7e-4
t3216,Female,Non-Smoker,RR125,20,3.6e-4
t3216,Female,Non-Smoker,RR125,21,3.6e-4
t3216,Female,Non-Smoker,RR125,22,3.6e-4
t3216,Female,Non-Smoker,RR125,23,3.6e-4
t3216,Female,Non-Smoker,RR125,24,3.6e-4
t3216,Female,Non-Smoker,RR125,25,3.5e-4
t3216,Female,Non-Smoker,RR125,26,3.6e-4
t3216,Female,Non-Smoker,RR125,27,3.8e-4
t3216,Female,Non-Smoker,RR125,28,4.1e-4
t3216,Female,Non-Smoker,RR125,29,4.4e-4
t3216,Female,Non-Smoker,RR125,30,4.6e-4
t3216,Female,Non-Smoker,RR125,31,4.9e-4
t3216,Female,Non-Smoker,RR125,32,5.4e-4
t3216,Female,Non-Smoker,RR125,33,6.3e-4
t3216,Female,Non-Smoker,RR125,34,7.3e-4
t3216,Female,Non-Smoker,RR125,35,8.4e-4
t3216,Female,Non-Smoker,RR125,36,9.5e-4
t3216,Female,Non-Smoker,RR125,37,0.00104
t3216,Female,Non-Smoker,RR125,38,0.00112
t3216,Female,Non-Smoker,RR125,39,0.00115
t3216,Female,Non-Smoker,RR125,40,0.00117
t3216,Female,Non-Smoker,RR125,41,0.00118
t3216,Female,Non-Smoker,RR125,42,0.00118
t3216,Female,Non-Smoker,RR125,43,0.00118
t3216,Female,Non-Smoker,RR125,44,0.00119
t3216,Female,Non-Smoker,RR125,45,0.00122
t3216,Female,Non-Smoker,RR125,46,0.00126
t3216,Female,Non-Smoker,RR125,47,0.00131
t3216,Female,Non-Smoker,RR125,48,0.00138
t3216,Female,Non-Smoker,RR125,49,0.00147
t3216,Female,Non-Smoker,RR125,50,0.00158
t3216,Female,Non-Smoker,RR125,51,0.00173
t3216,Female,Non-Smoker,RR125,52,0.00193
t3216,Female,Non-Smoker,RR125,53,0.00215
t3216,Female,Non-Smoker,RR125,54,0.00239
t3216,Female,Non-Smoker,RR125,55,0.00263
t3216,Female,Non-Smoker,RR125,56,0.00286
t3216,Female,Non-Smoker,RR125,57,0.00308
t3216,Female,Non-Smoker,RR125,58,0.00332
t3216,Female,Non-Smoker,RR125,59,0.00358
t3216,Female,Non-Smoker,RR125,60,0.00388
t3216,Female,Non-Smoker,RR125,61,0.00424
t3216,Female,Non-Smoker,RR125,62,0.00464
t3216,Female,Non-Smoker,RR125,63,0.0051
t3216,Female,Non-Smoker,RR125,64,0.0056
t3216,Female,Non-Smoker,RR125,65,0.00613
t3216,Female,Non-Smoker,RR125,66,0.00671
t3216,Female,Non-Smoker,RR125,67,0.00734
t3216,Female,Non-Smoker,RR125,68,0.00803
t3216,Female,Non-Smoker,RR125,69,0.00881
t3216,Female,Non-Smoker,RR125,70,0.00973
t3216,Female,Non-Smoker,RR125,71,0.0108
t3216,Female,Non-Smoker,RR125,72,0.01206
t3216,Female,Non-Smoker,RR125,73,0.0135
t3216,Female,Non-Smoker,RR125,74,0.01517
t3216,Female,Non-Smoker,RR125,75,0.01705
t3216,Female,Non-Smoker,RR125,76,0.0192
t3216,Female,Non-Smoker,RR125,77,0.02168
t3216,Female,Non-Smoker,RR125,78,0.02458
t3216,Female,Non-Smoker,RR125,79,0.02806
t3216,Female,Non-Smoker,RR125,80,0.03214
t3216,Female,Non-Smoker,RR125,81,0.03643
t3216,Female,Non-Smoker,RR125,82,0.04084
t3216,Female,Non-Smoker,RR125,83,0.04589
t3216,Female,Non-Smoker,RR125,84,0.05273
t3216,Female,Non-Smoker,RR125,85,0.06056
t3216,Female,Non-Smoker,RR125,86,0.06835
t3216,Female,Non-Smoker,RR125,87,0.0772
t3216,Female,Non-Smoker,RR125,88,0.08724
t3216,Female,Non-Smoker,RR125,89,0.09824
t3216,Female,Non-Smoker,RR125,90,0.11003
t3216,Female,Non-Smoker,RR125,91,0.12258
t3216,Female,Non-Smoker,RR125,92,0.136
t3216,Female,Non-Smoker,RR125,93,0.14983
t3216,Female,Non-Smoker,RR125,94,0.16393
t3216,Female,Non-Smoker,RR125,95,0.18074
t3216,Female,Non-Smoker,RR125,96,0.20127
t3216,Female,Non-Smoker,RR125,97,0.22374
t3216,Female,Non-Smoker,RR125,98,0.24802
t3216,Female,Non-Smoker,RR125,99,0.27379
t3216,Female,Non-Smoker,RR125,100,0.29921
t3216,Female,Non-Smoker,RR125,101,0.32314
t3216,Female,Non-Smoker,RR125,102,0.34698
t3216,Female,Non-Smoker,RR125,103,0.37036
t3216,Female,Non-Smoker,RR125,104,0.39292
t3216,Female,Non-Smoker,RR125,105,0.4143
t3216,Female,Non-Smoker,RR125,106,0.43413
t3216,Female,Non-Smoker,RR125,107,0.45205
t3216,Female,Non-Smoker,RR125,108,0.46769
t3216,Female,Non-Smoker,RR125,109,0.48068
t3216,Female,Non-Smoker,RR125,110,0.49065
t3216,Female,Non-Smoker,RR125,111,0.49723
t3216,Female,Non-Smoker,RR125,112,0.5
t3216,Female,Non-Smoker,RR125,113,0.5
t3216,Female,Non-Smoker,RR125,114,0.5
t3216,Female,Non-Smoker,RR125,115,0.5
t3216,Female,Non-Smoker,RR125,116,0.5
t3216,Female,Non-Smoker,RR125,117,0.5
t3216,Female,Non-Smoker,RR125,118,0.5
t3216,Female,Non-Smoker,RR125,119,0.5
t3216,Female,Non-Smoker,RR125,120,0.5
t3217,Female,Non-Smoker,RR150,18,4.7e-4
t3217,Female,Non-Smoker,RR150,19,4.7e-4
t3217,Female,Non-Smoker,RR150,20,4.6e-4
t3217,Female,Non-Smoker,RR150,21,4.6e-4
t3217,Female,Non-Smoker,RR150,22,4.6e-4
t3217,Female,Non-Smoker,RR150,23,4.6e-4
t3217,Female,Non-Smoker,RR150,24,4.6e-4
t3217,Female,Non-Smoker,RR150,25,4.5e-4
t3217,Female,Non-Smoker,RR150,26,4.6e-4
t3217,Female,Non-Smoker,RR150,27,4.9e-4
t3217,Female,Non-Smoker,RR150,28,5.2e-4
t3217,Female,Non-Smoker,RR150,29,5.6e-4
t3217,Female,Non-Smoker,RR150,30,5.8e-4
t3217,Female,Non-Smoker,RR150,31,6.2e-4
t3217,Female,Non-Smoker,RR150,32,6.9e-4
t3217,Female,Non-Smoker,RR150,33,8e-4
t3217,Female,Non-Smoker,RR150,34,0.00093000000000000005
t3217,Female,Non-Smoker,RR150,35,0.00107
t3217,Female,Non-Smoker,RR150,36,0.00121
t3217,Female,Non-Smoker,RR150,37,0.00133
t3217,Female,Non-Smoker,RR150,38,0.00144
t3217,Female,Non-Smoker,RR150,39,0.00148
t3217,Female,Non-Smoker,RR150,40,0.0015
t3217,Female,Non-Smoker,RR150,41,0.0015
t3217,Female,Non-Smoker,RR150,42,0.00151
t3217,Female,Non-Smoker,RR150,43,0.00151
t3217,Female,Non-Smoker,RR150,44,0.00152
t3217,Female,Non-Smoker,RR150,45,0.00156
t3217,Female,Non-Smoker,RR150,46,0.0016
t3217,Female,Non-Smoker,RR150,47,0.00165
t3217,Female,Non-Smoker,RR150,48,0.00172
t3217,Female,Non-Smoker,RR150,49,0.00182
t3217,Female,Non-Smoker,RR150,50,0.00194
t3217,Female,Non-Smoker,RR150,51,0.0021
t3217,Female,Non-Smoker,RR150,52,0.00232
t3217,Female,Non-Smoker,RR150,53,0.00256
t3217,Female,Non-Smoker,RR150,54,0.00283
t3217,Female,Non-Smoker,RR150,55,0.00308
t3217,Female,Non-Smoker,RR150,56,0.00333
t3217,Female,Non-Smoker,RR150,57,0.00357
t3217,Female,Non-Smoker,RR150,58,0.00381
t3217,Female,Non-Smoker,RR150,59,0.00408
t3217,Female,Non-Smoker,RR150,60,0.0044
t3217,Female,Non-Smoker,RR150,61,0.00477
t3217,Female,Non-Smoker,RR150,62,0.00519
t3217,Female,Non-Smoker,RR150,63,0.00567
t3217,Female,Non-Smoker,RR150,64,0.00618
t3217,Female,Non-Smoker,RR150,65,0.00674
t3217,Female,Non-Smoker,RR150,66,0.00733
t3217,Female,Non-Smoker,RR150,67,0.00797
t3217,Female,Non-Smoker,RR150,68,0.00867
t3217,Female,Non-Smoker,RR150,69,0.00947
t3217,Female,Non-Smoker,RR150,70,0.0104
t3217,Female,Non-Smoker,RR150,71,0.0115
t3217,Female,Non-Smoker,RR150,72,0.01278
t3217,Female,Non-Smoker,RR150,73,0.01425
t3217,Female,Non-Smoker,RR150,74,0.01594
t3217,Female,Non-Smoker,RR150,75,0.01786
t3217,Female,Non-Smoker,RR150,76,0.02004
t3217,Female,Non-Smoker,RR150,77,0.02255
t3217,Female,Non-Smoker,RR150,78,0.02548
t3217,Female,Non-Smoker,RR150,79,0.029
t3217,Female,Non-Smoker,RR150,80,0.03313
t3217,Female,Non-Smoker,RR150,81,0.03747
t3217,Female,Non-Smoker,RR150,82,0.04192
t3217,Female,Non-Smoker,RR150,83,0.047
t3217,Female,Non-Smoker,RR150,84,0.05387
t3217,Female,Non-Smoker,RR150,85,0.06173
t3217,Female,Non-Smoker,RR150,86,0.06953
t3217,Female,Non-Smoker,RR150,87,0.07839
t3217,Female,Non-Smoker,RR150,88,0.08844
t3217,Female,Non-Smoker,RR150,89,0.09941
t3217,Female,Non-Smoker,RR150,90,0.11114
t3217,Female,Non-Smoker,RR150,91,0.12359
t3217,Female,Non-Smoker,RR150,92,0.13686
t3217,Female,Non-Smoker,RR150,93,0.15044
t3217,Female,Non-Smoker,RR150,94,0.16417
t3217,Female,Non-Smoker,RR150,95,0.18074
t3217,Female,Non-Smoker,RR150,96,0.20127
t3217,Female,Non-Smoker,RR150,97,0.22374
t3217,Female,Non-Smoker,RR150,98,0.24802
t3217,Female,Non-Smoker,RR150,99,0.27379
t3217,Female,Non-Smoker,RR150,100,0.29921
t3217,Female,Non-Smoker,RR150,101,0.32314
t3217,Female,Non-Smoker,RR150,102,0.34698
t3217,Female,Non-Smoker,RR150,103,0.37036
t3217,Female,Non-Smoker,RR150,104,0.39292
t3217,Female,Non-Smoker,RR150,105,0.4143
t3217,Female,Non-Smoker,RR150,106,0.43413
t3217,Female,Non-Smoker,RR150,107,0.45205
t3217,Female,Non-Smoker,RR150,108,0.46769
t3217,Female,Non-Smoker,RR150,109,0.48068
t3217,Female,Non-Smoker,RR150,110,0.49065
t3217,Female,Non-Smoker,RR150,111,0.49723
t3217,Female,Non-Smoker,RR150,112,0.5
t3217,Female,Non-Smoker,RR150,113,0.5
t3217,Female,Non-Smoker,RR150,114,0.5
t3217,Female,Non-Smoker,RR150,115,0.5
t3217,Female,Non-Smoker,RR150,116,0.5
t3217,Female,Non-Smoker,RR150,117,0.5
t3217,Female,Non-Smoker,RR150,118,0.5
t3217,Female,Non-Smoker,RR150,119,0.5
t3217,Female,Non-Smoker,RR150,120,0.5
t3218,Female,Non-Smoker,RR175,18,5.7e-4
t3218,Female,Non-Smoker,RR175,19,5.7e-4
t3218,Female,Non-Smoker,RR175,20,5.5e-4
t3218,Female,Non-Smoker,RR175,21,5.5e-4
t3218,Female,Non-Smoker,RR175,22,5.6e-4
t3218,Female,Non-Smoker,RR175,23,5.6e-4
t3218,Female,Non-Smoker,RR175,24,5.5e-4
t3218,Female,Non-Smoker,RR175,25,5.4e-4
t3218,Female,Non-Smoker,RR175,26,5.5e-4
t3218,Female,Non-Smoker,RR175,27,5.9e-4
t3218,Female,Non-Smoker,RR175,28,6.3e-4
t3218,Female,Non-Smoker,RR175,29,6.7e-4
t3218,Female,Non-Smoker,RR175,30,7e-4
t3218,Female,Non-Smoker,RR175,31,7.5e-4
t3218,Female,Non-Smoker,RR175,32,8.4e-4
t3218,Female,Non-Smoker,RR175,33,9.7e-4
t3218,Female,Non-Smoker,RR175,34,0.00112
t3218,Female,Non-Smoker,RR175,35,0.00129
t3218,Female,Non-Smoker,RR175,36,0.00146
t3218,Female,Non-Smoker,RR175,37,0.00161
t3218,Female,Non-Smoker,RR175,38,0.00173
t3218,Female,Non-Smoker,RR175,39,0.00178
t3218,Female,Non-Smoker,RR175,40,0.0018
t3218,Female,Non-Smoker,RR175,41,0.00181
t3218,Female,Non-Smoker,RR175,42,0.00182
t3218,Female,Non-Smoker,RR175,43,0.00182
t3218,Female,Non-Smoker,RR175,44,0.00183
t3218,Female,Non-Smoker,RR175,45,0.00187
t3218,Female,Non-Smoker,RR175,46,0.00192
t3218,Female,Non-Smoker,RR175,47,0.00197
t3218,Female,Non-Smoker,RR175,48,0.00204
t3218,Female,Non-Smoker,RR175,49,0.00215
t3218,Female,Non-Smoker,RR175,50,0.00228
t3218,Female,Non-Smoker,RR175,51,0.00246
t3218,Female,Non-Smoker,RR175,52,0.0027
t3218,Female,Non-Smoker,RR175,53,0.00297
t3218,Female,Non-Smoker,RR175,54,0.00326
t3218,Female,Non-Smoker,RR175,55,0.00354
t3218,Female,Non-Smoker,RR175,56,0.0038
t3218,Female,Non-Smoker,RR175,57,0.00405
t3218,Female,Non-Smoker,RR175,58,0.00431
t3218,Female,Non-Smoker,RR175,59,0.0046
t3218,Female,Non-Smoker,RR175,60,0.00493
t3218,Female,Non-Smoker,RR175,61,0.00532
t3218,Female,Non-Smoker,RR175,62,0.00577
t3218,Female,Non-Smoker,RR175,63,0.00627
t3218,Female,Non-Smoker,RR175,64,0.00681
t3218,Female,Non-Smoker,RR175,65,0.00738
t3218,Female,Non-Smoker,RR175,66,0.008
t3218,Female,Non-Smoker,RR175,67,0.00867
t3218,Female,Non-Smoker,RR175,68,0.0094
t3218,Female,Non-Smoker,RR175,69,0.01022
t3218,Female,Non-Smoker,RR175,70,0.01119
t3218,Female,Non-Smoker,RR175,71,0.01232
t3218,Female,Non-Smoker,RR175,72,0.01364
t3218,Female,Non-Smoker,RR175,73,0.01516
t3218,Female,Non-Smoker,RR175,74,0.0169
t3218,Female,Non-Smoker,RR175,75,0.01887
t3218,Female,Non-Smoker,RR175,76,0.02111
t3218,Female,Non-Smoker,RR175,77,0.02368
t3218,Female,Non-Smoker,RR175,78,0.02667
t3218,Female,Non-Smoker,RR175,79,0.03025
t3218,Female,Non-Smoker,RR175,80,0.03446
t3218,Female,Non-Smoker,RR175,81,0.03887
t3218,Female,Non-Smoker,RR175,82,0.04338
t3218,Female,Non-Smoker,RR175,83,0.04853
t3218,Female,Non-Smoker,RR175,84,0.05543
t3218,Female,Non-Smoker,RR175,85,0.06333
t3218,Female,Non-Smoker,RR175,86,0.07118
t3218,Female,Non-Smoker,RR175,87,0.08005
t3218,Female,Non-Smoker,RR175,88,0.0901
t3218,Female,Non-Smoker,RR175,89,0.10105
t3218,Female,Non-Smoker,RR175,90,0.1127
t3218,Female,Non-Smoker,RR175,91,0.12501
t3218,Female,Non-Smoker,RR175,92,0.13807
t3218,Female,Non-Smoker,RR175,93,0.15131
t3218,Female,Non-Smoker,RR175,94,0.16452
t3218,Female,Non-Smoker,RR175,95,0.18074
t3218,Female,Non-Smoker,RR175,96,0.20127
t3218,Female,Non-Smoker,RR175,97,0.22374
t3218,Female,Non-Smoker,RR175,98,0.24802
t3218,Female,Non-Smoker,RR175,99,0.27379
t3218,Female,Non-Smoker,RR175,100,0.29921
t3218,Female,Non-Smoker,RR175,101,0.32314
t3218,Female,Non-Smoker,RR175,102,0.34698
t3218,Female,Non-Smoker,RR175,103,0.37036
t3218,Female,Non-Smoker,RR175,104,0.39292
t3218,Female,Non-Smoker,RR175,105,0.4143
t3218,Female,Non-Smoker,RR175,106,0.43413
t3218,Female,Non-Smoker,RR175,107,0.45205
t3218,Female,Non-Smoker,RR175,108,0.46769
t3218,Female,Non-Smoker,RR175,109,0.48068
t3218,Female,Non-Smoker,RR175,110,0.49065
t3218,Female,Non-Smoker,RR175,111,0.49723
t3218,Female,Non-Smoker,RR175,112,0.5
t3218,Female,Non-Smoker,RR175,113,0.5
t3218,Female,Non-Smoker,RR175,114,0.5
t3218,Female,Non-Smoker,RR175,115,0.5
t3218,Female,Non-Smoker,RR175,116,0.5
t3218,Female,Non-Smoker,RR175,117,0.5
t3218,Female,Non-Smoker,RR175,118,0.5
t3218,Female,Non-Smoker,RR175,119,0.5
t3218,Female,Non-Smoker,RR175,120,0.5
t3229,Female,Smoker,RR75,18,2.5e-4
t3229,Female,Smoker,RR75,19,2.5e-4
t3229,Female,Smoker,RR75,20,2.5e-4
t3229,Female,Smoker,RR75,21,2.5e-4
t3229,Female,Smoker,RR75,22,2.5e-4
t3229,Female,Smoker,RR75,23,2.8e-4
t3229,Female,Smoker,RR75,24,3e-4
t3229,Female,Smoker,RR75,25,3.1e-4
t3229,Female,Smoker,RR75,26,3.1e-4
t3229,Female,Smoker,RR75,27,3.2e-4
t3229,Female,Smoker,RR75,28,3.3e-4
t3229,Female,Smoker,RR75,29,3.5e-4
t3229,Female,Smoker,RR75,30,3.8e-4
t3229,Female,Smoker,RR75,31,4.1e-4
t3229,Female,Smoker,RR75,32,4.4e-4
t3229,Female,Smoker,RR75,33,5.3e-4
t3229,Female,Smoker,RR75,34,6.3e-4
t3229,Female,Smoker,RR75,35,7.3e-4
t3229,Female,Smoker,RR75,36,8.7e-4
t3229,Female,Smoker,RR75,37,0.00101
t3229,Female,Smoker,RR75,38,0.00114
t3229,Female,Smoker,RR75,39,0.00124
t3229,Female,Smoker,RR75,40,0.00132
t3229,Female,Smoker,RR75,41,0.00139
t3229,Female,Smoker,RR75,42,0.00146
t3229,Female,Smoker,RR75,43,0.00153
t3229,Female,Smoker,RR75,44,0.00161
t3229,Female,Smoker,RR75,45,0.00172
t3229,Female,Smoker,RR75,46,0.00187
