table,gender,tobacco,relative_risk,issue_age,duration,q_sel
t3215,Female,Non-Smoker,RR110,59,9,0.00445
t3215,Female,Non-Smoker,RR110,59,10,0.00488
t3215,Female,Non-Smoker,RR110,59,11,0.00554
t3215,Female,Non-Smoker,RR110,59,12,0.00657
t3215,Female,Non-Smoker,RR110,59,13,0.00795
t3215,Female,Non-Smoker,RR110,59,14,0.00947
t3215,Female,Non-Smoker,RR110,59,15,0.01116
t3215,Female,Non-Smoker,RR110,59,16,0.013
t3215,Female,Non-Smoker,RR110,59,17,0.01495
t3215,Female,Non-Smoker,RR110,59,18,0.01702
t3215,Female,Non-Smoker,RR110,59,19,0.01969
t3215,Female,Non-Smoker,RR110,59,20,0.02282
t3215,Female,Non-Smoker,RR110,59,21,0.02621
t3215,Female,Non-Smoker,RR110,59,22,0.03018
t3215,Female,Non-Smoker,RR110,59,23,0.0344
t3215,Female,Non-Smoker,RR110,59,24,0.03876
t3215,Female,Non-Smoker,RR110,59,25,0.04375
t3215,Female,Non-Smoker,RR110,60,1,5.1e-4
t3215,Female,Non-Smoker,RR110,60,2,0.0011
t3215,Female,Non-Smoker,RR110,60,3,0.00182
t3215,Female,Non-Smoker,RR110,60,4,0.00281
t3215,Female,Non-Smoker,RR110,60,5,0.00359
t3215,Female,Non-Smoker,RR110,60,6,0.00389
t3215,Female,Non-Smoker,RR110,60,7,0.00412
t3215,Female,Non-Smoker,RR110,60,8,0.00437
t3215,Female,Non-Smoker,RR110,60,9,0.00472
t3215,Female,Non-Smoker,RR110,60,10,0.00529
t3215,Female,Non-Smoker,RR110,60,11,0.00618
t3215,Female,Non-Smoker,RR110,60,12,0.00749
t3215,Female,Non-Smoker,RR110,60,13,0.00909
t3215,Female,Non-Smoker,RR110,60,14,0.01083
t3215,Female,Non-Smoker,RR110,60,15,0.01274
t3215,Female,Non-Smoker,RR110,60,16,0.0148
t3215,Female,Non-Smoker,RR110,60,17,0.01696
t3215,Female,Non-Smoker,RR110,60,18,0.01935
t3215,Female,Non-Smoker,RR110,60,19,0.02252
t3215,Female,Non-Smoker,RR110,60,20,0.02621
t3215,Female,Non-Smoker,RR110,60,21,0.03018
t3215,Female,Non-Smoker,RR110,60,22,0.0344
t3215,Female,Non-Smoker,RR110,60,23,0.03876
t3215,Female,Non-Smoker,RR110,60,24,0.04375
t3215,Female,Non-Smoker,RR110,60,25,0.05058
t3215,Female,Non-Smoker,RR110,61,1,6.1e-4
t3215,Female,Non-Smoker,RR110,61,2,0.00119
t3215,Female,Non-Smoker,RR110,61,3,0.00216
t3215,Female,Non-Smoker,RR110,61,4,0.00304
t3215,Female,Non-Smoker,RR110,61,5,0.00385
t3215,Female,Non-Smoker,RR110,61,6,0.0041
t3215,Female,Non-Smoker,RR110,61,7,0.00431
t3215,Female,Non-Smoker,RR110,61,8,0.00461
t3215,Female,Non-Smoker,RR110,61,9,0.00509
t3215,Female,Non-Smoker,RR110,61,10,0.00588
t3215,Female,Non-Smoker,RR110,61,11,0.00705
t3215,Female,Non-Smoker,RR110,61,12,0.00862
t3215,Female,Non-Smoker,RR110,61,13,0.01044
t3215,Female,Non-Smoker,RR110,61,14,0.01239
t3215,Female,Non-Smoker,RR110,61,15,0.01449
t3215,Female,Non-Smoker,RR110,61,16,0.01679
t3215,Female,Non-Smoker,RR110,61,17,0.0193
t3215,Female,Non-Smoker,RR110,61,18,0.02236
t3215,Female,Non-Smoker,RR110,61,19,0.02607
t3215,Female,Non-Smoker,RR110,61,20,0.03018
t3215,Female,Non-Smoker,RR110,61,21,0.0344
t3215,Female,Non-Smoker,RR110,61,22,0.03876
t3215,Female,Non-Smoker,RR110,61,23,0.04375
t3215,Female,Non-Smoker,RR110,61,24,0.05058
t3215,Female,Non-Smoker,RR110,61,25,0.0584
t3215,Female,Non-Smoker,RR110,62,1,7.4e-4
t3215,Female,Non-Smoker,RR110,62,2,0.00135
t3215,Female,Non-Smoker,RR110,62,3,0.00254
t3215,Female,Non-Smoker,RR110,62,4,0.00331
t3215,Female,Non-Smoker,RR110,62,5,0.00404
t3215,Female,Non-Smoker,RR110,62,6,0.00429
t3215,Female,Non-Smoker,RR110,62,7,0.00456
t3215,Female,Non-Smoker,RR110,62,8,0.005
t3215,Female,Non-Smoker,RR110,62,9,0.00566
t3215,Female,Non-Smoker,RR110,62,10,0.00669
t3215,Female,Non-Smoker,RR110,62,11,0.00815
t3215,Female,Non-Smoker,RR110,62,12,0.00998
t3215,Female,Non-Smoker,RR110,62,13,0.01199
t3215,Female,Non-Smoker,RR110,62,14,0.01413
t3215,Female,Non-Smoker,RR110,62,15,0.01646
t3215,Female,Non-Smoker,RR110,62,16,0.01906
t3215,Female,Non-Smoker,RR110,62,17,0.02222
t3215,Female,Non-Smoker,RR110,62,18,0.02585
t3215,Female,Non-Smoker,RR110,62,19,0.03018
t3215,Female,Non-Smoker,RR110,62,20,0.0344
t3215,Female,Non-Smoker,RR110,62,21,0.03876
t3215,Female,Non-Smoker,RR110,62,22,0.04375
t3215,Female,Non-Smoker,RR110,62,23,0.05058
t3215,Female,Non-Smoker,RR110,62,24,0.0584
t3215,Female,Non-Smoker,RR110,62,25,0.06617
t3215,Female,Non-Smoker,RR110,63,1,8.6e-4
t3215,Female,Non-Smoker,RR110,63,2,0.00161
t3215,Female,Non-Smoker,RR110,63,3,0.00291
t3215,Female,Non-Smoker,RR110,63,4,0.0036
t3215,Female,Non-Smoker,RR110,63,5,0.00417
t3215,Female,Non-Smoker,RR110,63,6,0.00452
t3215,Female,Non-Smoker,RR110,63,7,0.00498
t3215,Female,Non-Smoker,RR110,63,8,0.00562
t3215,Female,Non-Smoker,RR110,63,9,0.00645
t3215,Female,Non-Smoker,RR110,63,10,0.00775
t3215,Female,Non-Smoker,RR110,63,11,0.00948
t3215,Female,Non-Smoker,RR110,63,12,0.01151
t3215,Female,Non-Smoker,RR110,63,13,0.01368
t3215,Female,Non-Smoker,RR110,63,14,0.01601
t3215,Female,Non-Smoker,RR110,63,15,0.01863
t3215,Female,Non-Smoker,RR110,63,16,0.0219
t3215,Female,Non-Smoker,RR110,63,17,0.02571
t3215,Female,Non-Smoker,RR110,63,18,0.02997
t3215,Female,Non-Smoker,RR110,63,19,0.0344
t3215,Female,Non-Smoker,RR110,63,20,0.03876
t3215,Female,Non-Smoker,RR110,63,21,0.04375
t3215,Female,Non-Smoker,RR110,63,22,0.05058
t3215,Female,Non-Smoker,RR110,63,23,0.0584
t3215,Female,Non-Smoker,RR110,63,24,0.06617
t3215,Female,Non-Smoker,RR110,63,25,0.07505
t3215,Female,Non-Smoker,RR110,64,1,9.8e-4
t3215,Female,Non-Smoker,RR110,64,2,0.00199
t3215,Female,Non-Smoker,RR110,64,3,0.00321
t3215,Female,Non-Smoker,RR110,64,4,0.00379
t3215,Female,Non-Smoker,RR110,64,5,0.00432
t3215,Female,Non-Smoker,RR110,64,6,0.0049
t3215,Female,Non-Smoker,RR110,64,7,0.0056
t3215,Female,Non-Smoker,RR110,64,8,0.00639
t3215,Female,Non-Smoker,RR110,64,9,0.00745
t3215,Female,Non-Smoker,RR110,64,10,0.00908
t3215,Female,Non-Smoker,RR110,64,11,0.01104
t3215,Female,Non-Smoker,RR110,64,12,0.01318
t3215,Female,Non-Smoker,RR110,64,13,0.01551
t3215,Female,Non-Smoker,RR110,64,14,0.01802
t3215,Female,Non-Smoker,RR110,64,15,0.02105
t3215,Female,Non-Smoker,RR110,64,16,0.02522
t3215,Female,Non-Smoker,RR110,64,17,0.02958
t3215,Female,Non-Smoker,RR110,64,18,0.0344
t3215,Female,Non-Smoker,RR110,64,19,0.03876
t3215,Female,Non-Smoker,RR110,64,20,0.04375
t3215,Female,Non-Smoker,RR110,64,21,0.05058
t3215,Female,Non-Smoker,RR110,64,22,0.0584
t3215,Female,Non-Smoker,RR110,64,23,0.06617
t3215,Female,Non-Smoker,RR110,64,24,0.07505
t3215,Female,Non-Smoker,RR110,64,25,0.08513
t3215,Female,Non-Smoker,RR110,65,1,0.00109
t3215,Female,Non-Smoker,RR110,65,2,0.00226
t3215,Female,Non-Smoker,RR110,65,3,0.00344
t3215,Female,Non-Smoker,RR110,65,4,0.00393
t3215,Female,Non-Smoker,RR110,65,5,0.00455
t3215,Female,Non-Smoker,RR110,65,6,0.00543
t3215,Female,Non-Smoker,RR110,65,7,0.00633
t3215,Female,Non-Smoker,RR110,65,8,0.00731
t3215,Female,Non-Smoker,RR110,65,9,0.0087
t3215,Female,Non-Smoker,RR110,65,10,0.01068
t3215,Female,Non-Smoker,RR110,65,11,0.01281
t3215,Female,Non-Smoker,RR110,65,12,0.01502
t3215,Female,Non-Smoker,RR110,65,13,0.01754
t3215,Female,Non-Smoker,RR110,65,14,0.02049
t3215,Female,Non-Smoker,RR110,65,15,0.024
t3215,Female,Non-Smoker,RR110,65,16,0.02879
t3215,Female,Non-Smoker,RR110,65,17,0.03404
t3215,Female,Non-Smoker,RR110,65,18,0.03876
t3215,Female,Non-Smoker,RR110,65,19,0.04375
t3215,Female,Non-Smoker,RR110,65,20,0.05058
t3215,Female,Non-Smoker,RR110,65,21,0.0584
t3215,Female,Non-Smoker,RR110,65,22,0.06617
t3215,Female,Non-Smoker,RR110,65,23,0.07505
t3215,Female,Non-Smoker,RR110,65,24,0.08513
t3215,Female,Non-Smoker,RR110,65,25,0.0962
t3215,Female,Non-Smoker,RR110,66,1,0.0012
t3215,Female,Non-Smoker,RR110,66,2,0.00237
t3215,Female,Non-Smoker,RR110,66,3,0.00361
t3215,Female,Non-Smoker,RR110,66,4,0.00406
t3215,Female,Non-Smoker,RR110,66,5,0.00487
t3215,Female,Non-Smoker,RR110,66,6,0.00603
t3215,Female,Non-Smoker,RR110,66,7,0.00714
t3215,Female,Non-Smoker,RR110,66,8,0.00843
t3215,Female,Non-Smoker,RR110,66,9,0.01019
t3215,Female,Non-Smoker,RR110,66,10,0.01251
t3215,Female,Non-Smoker,RR110,66,11,0.01483
t3215,Female,Non-Smoker,RR110,66,12,0.01723
t3215,Female,Non-Smoker,RR110,66,13,0.01982
t3215,Female,Non-Smoker,RR110,66,14,0.02325
t3215,Female,Non-Smoker,RR110,66,15,0.0272
t3215,Female,Non-Smoker,RR110,66,16,0.03257
t3215,Female,Non-Smoker,RR110,66,17,0.03876
t3215,Female,Non-Smoker,RR110,66,18,0.04375
t3215,Female,Non-Smoker,RR110,66,19,0.05058
t3215,Female,Non-Smoker,RR110,66,20,0.0584
t3215,Female,Non-Smoker,RR110,66,21,0.06617
t3215,Female,Non-Smoker,RR110,66,22,0.07505
t3215,Female,Non-Smoker,RR110,66,23,0.08513
t3215,Female,Non-Smoker,RR110,66,24,0.0962
t3215,Female,Non-Smoker,RR110,66,25,0.10812
t3215,Female,Non-Smoker,RR110,67,1,0.00134
t3215,Female,Non-Smoker,RR110,67,2,0.00246
t3215,Female,Non-Smoker,RR110,67,3,0.00376
t3215,Female,Non-Smoker,RR110,67,4,0.00428
t3215,Female,Non-Smoker,RR110,67,5,0.00535
t3215,Female,Non-Smoker,RR110,67,6,0.00674
t3215,Female,Non-Smoker,RR110,67,7,0.00812
t3215,Female,Non-Smoker,RR110,67,8,0.00975
t3215,Female,Non-Smoker,RR110,67,9,0.0119
t3215,Female,Non-Smoker,RR110,67,10,0.01458
t3215,Female,Non-Smoker,RR110,67,11,0.01714
t3215,Female,Non-Smoker,RR110,67,12,0.01972
t3215,Female,Non-Smoker,RR110,67,13,0.02277
t3215,Female,Non-Smoker,RR110,67,14,0.02656
t3215,Female,Non-Smoker,RR110,67,15,0.03049
t3215,Female,Non-Smoker,RR110,67,16,0.03688
t3215,Female,Non-Smoker,RR110,67,17,0.04375
t3215,Female,Non-Smoker,RR110,67,18,0.05058
t3215,Female,Non-Smoker,RR110,67,19,0.0584
t3215,Female,Non-Smoker,RR110,67,20,0.06617
t3215,Female,Non-Smoker,RR110,67,21,0.07505
t3215,Female,Non-Smoker,RR110,67,22,0.08513
t3215,Female,Non-Smoker,RR110,67,23,0.0962
t3215,Female,Non-Smoker,RR110,67,24,0.10812
t3215,Female,Non-Smoker,RR110,67,25,0.12086
t3215,Female,Non-Smoker,RR110,68,1,0.00148
t3215,Female,Non-Smoker,RR110,68,2,0.00256
t3215,Female,Non-Smoker,RR110,68,3,0.0039
t3215,Female,Non-Smoker,RR110,68,4,0.00465
t3215,Female,Non-Smoker,RR110,68,5,0.00597
t3215,Female,Non-Smoker,RR110,68,6,0.00759
t3215,Female,Non-Smoker,RR110,68,7,0.00925
t3215,Female,Non-Smoker,RR110,68,8,0.01123
t3215,Female,Non-Smoker,RR110,68,9,0.0138
t3215,Female,Non-Smoker,RR110,68,10,0.01689
t3215,Female,Non-Smoker,RR110,68,11,0.01961
t3215,Female,Non-Smoker,RR110,68,12,0.02268
t3215,Female,Non-Smoker,RR110,68,13,0.02642
t3215,Female,Non-Smoker,RR110,68,14,0.03039
t3215,Female,Non-Smoker,RR110,68,15,0.03531
t3215,Female,Non-Smoker,RR110,68,16,0.04282
t3215,Female,Non-Smoker,RR110,68,17,0.05058
t3215,Female,Non-Smoker,RR110,68,18,0.0584
t3215,Female,Non-Smoker,RR110,68,19,0.06617
t3215,Female,Non-Smoker,RR110,68,20,0.07505
t3215,Female,Non-Smoker,RR110,68,21,0.08513
t3215,Female,Non-Smoker,RR110,68,22,0.0962
t3215,Female,Non-Smoker,RR110,68,23,0.10812
t3215,Female,Non-Smoker,RR110,68,24,0.12086
t3215,Female,Non-Smoker,RR110,68,25,0.13455
t3215,Female,Non-Smoker,RR110,69,1,0.00164
t3215,Female,Non-Smoker,RR110,69,2,0.00267
t3215,Female,Non-Smoker,RR110,69,3,0.00407
t3215,Female,Non-Smoker,RR110,69,4,0.00511
t3215,Female,Non-Smoker,RR110,69,5,0.00673
t3215,Female,Non-Smoker,RR110,69,6,0.00855
t3215,Female,Non-Smoker,RR110,69,7,0.01048
t3215,Female,Non-Smoker,RR110,69,8,0.01285
t3215,Female,Non-Smoker,RR110,69,9,0.01591
t3215,Female,Non-Smoker,RR110,69,10,0.01944
t3215,Female,Non-Smoker,RR110,69,11,0.0226
t3215,Female,Non-Smoker,RR110,69,12,0.02628
t3215,Female,Non-Smoker,RR110,69,13,0.03029
t3215,Female,Non-Smoker,RR110,69,14,0.03516
t3215,Female,Non-Smoker,RR110,69,15,0.04228
t3215,Female,Non-Smoker,RR110,69,16,0.05054
t3215,Female,Non-Smoker,RR110,69,17,0.0584
t3215,Female,Non-Smoker,RR110,69,18,0.06617
t3215,Female,Non-Smoker,RR110,69,19,0.07505
t3215,Female,Non-Smoker,RR110,69,20,0.08513
t3215,Female,Non-Smoker,RR110,69,21,0.0962
t3215,Female,Non-Smoker,RR110,69,22,0.10812
t3215,Female,Non-Smoker,RR110,69,23,0.12086
t3215,Female,Non-Smoker,RR110,69,24,0.13455
t3215,Female,Non-Smoker,RR110,69,25,0.14879
t3215,Female,Non-Smoker,RR110,70,1,0.00182
t3215,Female,Non-Smoker,RR110,70,2,0.00281
t3215,Female,Non-Smoker,RR110,70,3,0.00428
t3215,Female,Non-Smoker,RR110,70,4,0.00565
t3215,Female,Non-Smoker,RR110,70,5,0.0076
t3215,Female,Non-Smoker,RR110,70,6,0.00958
t3215,Female,Non-Smoker,RR110,70,7,0.01178
t3215,Female,Non-Smoker,RR110,70,8,0.01461
t3215,Female,Non-Smoker,RR110,70,9,0.01823
t3215,Female,Non-Smoker,RR110,70,10,0.02227
t3215,Female,Non-Smoker,RR110,70,11,0.02614
t3215,Female,Non-Smoker,RR110,70,12,0.03005
t3215,Female,Non-Smoker,RR110,70,13,0.03493
t3215,Female,Non-Smoker,RR110,70,14,0.04147
t3215,Female,Non-Smoker,RR110,70,15,0.04999
t3215,Female,Non-Smoker,RR110,70,16,0.0584
t3215,Female,Non-Smoker,RR110,70,17,0.06617
t3215,Female,Non-Smoker,RR110,70,18,0.07505
t3215,Female,Non-Smoker,RR110,70,19,0.08513
t3215,Female,Non-Smoker,RR110,70,20,0.0962
t3215,Female,Non-Smoker,RR110,70,21,0.10812
t3215,Female,Non-Smoker,RR110,70,22,0.12086
t3215,Female,Non-Smoker,RR110,70,23,0.13455
t3215,Female,Non-Smoker,RR110,70,24,0.14879
t3215,Female,Non-Smoker,RR110,70,25,0.16351
t3215,Female,Non-Smoker,RR110,71,1,0.00202
t3215,Female,Non-Smoker,RR110,71,2,0.00299
t3215,Female,Non-Smoker,RR110,71,3,0.00455
t3215,Female,Non-Smoker,RR110,71,4,0.00637
t3215,Female,Non-Smoker,RR110,71,5,0.00853
t3215,Female,Non-Smoker,RR110,71,6,0.01065
t3215,Female,Non-Smoker,RR110,71,7,0.01317
t3215,Female,Non-Smoker,RR110,71,8,0.01652
t3215,Female,Non-Smoker,RR110,71,9,0.02079
t3215,Female,Non-Smoker,RR110,71,10,0.02545
t3215,Female,Non-Smoker,RR110,71,11,0.02987
t3215,Female,Non-Smoker,RR110,71,12,0.03402
t3215,Female,Non-Smoker,RR110,71,13,0.04025
t3215,Female,Non-Smoker,RR110,71,14,0.04824
t3215,Female,Non-Smoker,RR110,71,15,0.05764
t3215,Female,Non-Smoker,RR110,71,16,0.06617
t3215,Female,Non-Smoker,RR110,71,17,0.07505
t3215,Female,Non-Smoker,RR110,71,18,0.08513
t3215,Female,Non-Smoker,RR110,71,19,0.0962
t3215,Female,Non-Smoker,RR110,71,20,0.10812
t3215,Female,Non-Smoker,RR110,71,21,0.12086
t3215,Female,Non-Smoker,RR110,71,22,0.13455
t3215,Female,Non-Smoker,RR110,71,23,0.14879
t3215,Female,Non-Smoker,RR110,71,24,0.16351
t3215,Female,Non-Smoker,RR110,71,25,0.18074
t3215,Female,Non-Smoker,RR110,72,1,0.00224
t3215,Female,Non-Smoker,RR110,72,2,0.00322
t3215,Female,Non-Smoker,RR110,72,3,0.00491
t3215,Female,Non-Smoker,RR110,72,4,0.00724
t3215,Female,Non-Smoker,RR110,72,5,0.0095
t3215,Female,Non-Smoker,RR110,72,6,0.01176
t3215,Female,Non-Smoker,RR110,72,7,0.01465
t3215,Female,Non-Smoker,RR110,72,8,0.01861
t3215,Female,Non-Smoker,RR110,72,9,0.02366
t3215,Female,Non-Smoker,RR110,72,10,0.02902
t3215,Female,Non-Smoker,RR110,72,11,0.03383
t3215,Female,Non-Smoker,RR110,72,12,0.03886
t3215,Female,Non-Smoker,RR110,72,13,0.04635
t3215,Female,Non-Smoker,RR110,72,14,0.05575
t3215,Female,Non-Smoker,RR110,72,15,0.06586
t3215,Female,Non-Smoker,RR110,72,16,0.07505
t3215,Female,Non-Smoker,RR110,72,17,0.08513
t3215,Female,Non-Smoker,RR110,72,18,0.0962
t3215,Female,Non-Smoker,RR110,72,19,0.10812
t3215,Female,Non-Smoker,RR110,72,20,0.12086
t3215,Female,Non-Smoker,RR110,72,21,0.13455
t3215,Female,Non-Smoker,RR110,72,22,0.14879
t3215,Female,Non-Smoker,RR110,72,23,0.16351
t3215,Female,Non-Smoker,RR110,72,24,0.18074
t3215,Female,Non-Smoker,RR110,72,25,0.20127
t3215,Female,Non-Smoker,RR110,73,1,0.00253
t3215,Female,Non-Smoker,RR110,73,2,0.00352
t3215,Female,Non-Smoker,RR110,73,3,0.00537
t3215,Female,Non-Smoker,RR110,73,4,0.00818
t3215,Female,Non-Smoker,RR110,73,5,0.0105
t3215,Female,Non-Smoker,RR110,73,6,0.01292
t3215,Female,Non-Smoker,RR110,73,7,0.01625
t3215,Female,Non-Smoker,RR110,73,8,0.02095
t3215,Female,Non-Smoker,RR110,73,9,0.02691
t3215,Female,Non-Smoker,RR110,73,10,0.03292
t3215,Female,Non-Smoker,RR110,73,11,0.03814
t3215,Female,Non-Smoker,RR110,73,12,0.04448
t3215,Female,Non-Smoker,RR110,73,13,0.05328
t3215,Female,Non-Smoker,RR110,73,14,0.06407
t3215,Female,Non-Smoker,RR110,73,15,0.07505
t3215,Female,Non-Smoker,RR110,73,16,0.08513
t3215,Female,Non-Smoker,RR110,73,17,0.0962
t3215,Female,Non-Smoker,RR110,73,18,0.10812
t3215,Female,Non-Smoker,RR110,73,19,0.12086
t3215,Female,Non-Smoker,RR110,73,20,0.13455
t3215,Female,Non-Smoker,RR110,73,21,0.14879
t3215,Female,Non-Smoker,RR110,73,22,0.16351
t3215,Female,Non-Smoker,RR110,73,23,0.18074
t3215,Female,Non-Smoker,RR110,73,24,0.20127
t3215,Female,Non-Smoker,RR110,73,25,0.22374
t3215,Female,Non-Smoker,RR110,74,1,0.0029
t3215,Female,Non-Smoker,RR110,74,2,0.00386
t3215,Female,Non-Smoker,RR110,74,3,0.00597
t3215,Female,Non-Smoker,RR110,74,4,0.00918
t3215,Female,Non-Smoker,RR110,74,5,0.01155
t3215,Female,Non-Smoker,RR110,74,6,0.01417
t3215,Female,Non-Smoker,RR110,74,7,0.01805
t3215,Female,Non-Smoker,RR110,74,8,0.02363
t3215,Female,Non-Smoker,RR110,74,9,0.03052
t3215,Female,Non-Smoker,RR110,74,10,0.03723
t3215,Female,Non-Smoker,RR110,74,11,0.04286
t3215,Female,Non-Smoker,RR110,74,12,0.05043
t3215,Female,Non-Smoker,RR110,74,13,0.06055
t3215,Female,Non-Smoker,RR110,74,14,0.07305
t3215,Female,Non-Smoker,RR110,74,15,0.08513
t3215,Female,Non-Smoker,RR110,74,16,0.0962
t3215,Female,Non-Smoker,RR110,74,17,0.10812
t3215,Female,Non-Smoker,RR110,74,18,0.12086
t3215,Female,Non-Smoker,RR110,74,19,0.13455
t3215,Female,Non-Smoker,RR110,74,20,0.14879
t3215,Female,Non-Smoker,RR110,74,21,0.16351
t3215,Female,Non-Smoker,RR110,74,22,0.18074
t3215,Female,Non-Smoker,RR110,74,23,0.20127
t3215,Female,Non-Smoker,RR110,74,24,0.22374
t3215,Female,Non-Smoker,RR110,74,25,0.24802
t3215,Female,Non-Smoker,RR110,75,1,0.00333
t3215,Female,Non-Smoker,RR110,75,2,0.00428
t3215,Female,Non-Smoker,RR110,75,3,0.00672
t3215,Female,Non-Smoker,RR110,75,4,0.01024
t3215,Female,Non-Smoker,RR110,75,5,0.01265
t3215,Female,Non-Smoker,RR110,75,6,0.01559
t3215,Female,Non-Smoker,RR110,75,7,0.02015
t3215,Female,Non-Smoker,RR110,75,8,0.02668
t3215,Female,Non-Smoker,RR110,75,9,0.03464
t3215,Female,Non-Smoker,RR110,75,10,0.04209
t3215,Female,Non-Smoker,RR110,75,11,0.04877
t3215,Female,Non-Smoker,RR110,75,12,0.05797
t3215,Female,Non-Smoker,RR110,75,13,0.06966
t3215,Female,Non-Smoker,RR110,75,14,0.08343
t3215,Female,Non-Smoker,RR110,75,15,0.0962
t3215,Female,Non-Smoker,RR110,75,16,0.10812
t3215,Female,Non-Smoker,RR110,75,17,0.12086
t3215,Female,Non-Smoker,RR110,75,18,0.13455
t3215,Female,Non-Smoker,RR110,75,19,0.14879
t3215,Female,Non-Smoker,RR110,75,20,0.16351
t3215,Female,Non-Smoker,RR110,75,21,0.18074
t3215,Female,Non-Smoker,RR110,75,22,0.20127
t3215,Female,Non-Smoker,RR110,75,23,0.22374
t3215,Female,Non-Smoker,RR110,75,24,0.24802
t3215,Female,Non-Smoker,RR110,75,25,0.27379
t3215,Female,Non-Smoker,RR110,76,1,0.00379
t3215,Female,Non-Smoker,RR110,76,2,0.00479
t3215,Female,Non-Smoker,RR110,76,3,0.00763
t3215,Female,Non-Smoker,RR110,76,4,0.01137
t3215,Female,Non-Smoker,RR110,76,5,0.01388
t3215,Female,Non-Smoker,RR110,76,6,0.01724
t3215,Female,Non-Smoker,RR110,76,7,0.02257
t3215,Female,Non-Smoker,RR110,76,8,0.03024
t3215,Female,Non-Smoker,RR110,76,9,0.03938
t3215,Female,Non-Smoker,RR110,76,10,0.04755
t3215,Female,Non-Smoker,RR110,76,11,0.0566
t3215,Female,Non-Smoker,RR110,76,12,0.06766
t3215,Female,Non-Smoker,RR110,76,13,0.081
t3215,Female,Non-Smoker,RR110,76,14,0.09548
t3215,Female,Non-Smoker,RR110,76,15,0.10812
t3215,Female,Non-Smoker,RR110,76,16,0.12086
t3215,Female,Non-Smoker,RR110,76,17,0.13455
t3215,Female,Non-Smoker,RR110,76,18,0.14879
t3215,Female,Non-Smoker,RR110,76,19,0.16351
t3215,Female,Non-Smoker,RR110,76,20,0.18074
t3215,Female,Non-Smoker,RR110,76,21,0.20127
t3215,Female,Non-Smoker,RR110,76,22,0.22374
t3215,Female,Non-Smoker,RR110,76,23,0.24802
t3215,Female,Non-Smoker,RR110,76,24,0.27379
t3215,Female,Non-Smoker,RR110,76,25,0.29921
t3215,Female,Non-Smoker,RR110,77,1,0.00427
t3215,Female,Non-Smoker,RR110,77,2,0.0054
t3215,Female,Non-Smoker,RR110,77,3,0.00873
t3215,Female,Non-Smoker,RR110,77,4,0.01263
t3215,Female,Non-Smoker,RR110,77,5,0.01527
t3215,Female,Non-Smoker,RR110,77,6,0.01913
t3215,Female,Non-Smoker,RR110,77,7,0.02541
t3215,Female,Non-Smoker,RR110,77,8,0.0344
t3215,Female,Non-Smoker,RR110,77,9,0.04482
t3215,Female,Non-Smoker,RR110,77,10,0.05412
t3215,Female,Non-Smoker,RR110,77,11,0.06548
t3215,Female,Non-Smoker,RR110,77,12,0.07858
t3215,Female,Non-Smoker,RR110,77,13,0.09411
t3215,Female,Non-Smoker,RR110,77,14,0.10812
t3215,Female,Non-Smoker,RR110,77,15,0.12086
t3215,Female,Non-Smoker,RR110,77,16,0.13455
t3215,Female,Non-Smoker,RR110,77,17,0.14879
t3215,Female,Non-Smoker,RR110,77,18,0.16351
t3215,Female,Non-Smoker,RR110,77,19,0.18074
t3215,Female,Non-Smoker,RR110,77,20,0.20127
t3215,Female,Non-Smoker,RR110,77,21,0.22374
t3215,Female,Non-Smoker,RR110,77,22,0.24802
t3215,Female,Non-Smoker,RR110,77,23,0.27379
t3215,Female,Non-Smoker,RR110,77,24,0.29921
t3215,Female,Non-Smoker,RR110,77,25,0.32314
t3215,Female,Non-Smoker,RR110,78,1,0.00467
t3215,Female,Non-Smoker,RR110,78,2,0.00616
t3215,Female,Non-Smoker,RR110,78,3,0.01006
t3215,Female,Non-Smoker,RR110,78,4,0.01401
t3215,Female,Non-Smoker,RR110,78,5,0.01683
t3215,Female,Non-Smoker,RR110,78,6,0.02134
t3215,Female,Non-Smoker,RR110,78,7,0.0288
t3215,Female,Non-Smoker,RR110,78,8,0.03932
t3215,Female,Non-Smoker,RR110,78,9,0.05106
t3215,Female,Non-Smoker,RR110,78,10,0.06263
t3215,Female,Non-Smoker,RR110,78,11,0.07617
t3215,Female,Non-Smoker,RR110,78,12,0.09188
t3215,Female,Non-Smoker,RR110,78,13,0.10773
t3215,Female,Non-Smoker,RR110,78,14,0.12086
t3215,Female,Non-Smoker,RR110,78,15,0.13455
t3215,Female,Non-Smoker,RR110,78,16,0.14879
t3215,Female,Non-Smoker,RR110,78,17,0.16351
t3215,Female,Non-Smoker,RR110,78,18,0.18074
t3215,Female,Non-Smoker,RR110,78,19,0.20127
t3215,Female,Non-Smoker,RR110,78,20,0.22374
t3215,Female,Non-Smoker,RR110,78,21,0.24802
t3215,Female,Non-Smoker,RR110,78,22,0.27379
t3215,Female,Non-Smoker,RR110,78,23,0.29921
t3215,Female,Non-Smoker,RR110,78,24,0.32314
t3215,Female,Non-Smoker,RR110,78,25,0.34698
t3215,Female,Non-Smoker,RR110,79,1,0.00488
t3215,Female,Non-Smoker,RR110,79,2,0.00708
t3215,Female,Non-Smoker,RR110,79,3,0.01163
t3215,Female,Non-Smoker,RR110,79,4,0.0155
t3215,Female,Non-Smoker,RR110,79,5,0.01862
t3215,Female,Non-Smoker,RR110,79,6,0.02401
