table,gender,tobacco,relative_risk,issue_age,duration,q_sel
t3220,Female,Non-Smoker,RR60,56,22,0.01411
t3220,Female,Non-Smoker,RR60,56,23,0.01634
t3220,Female,Non-Smoker,RR60,56,24,0.01904
t3220,Female,Non-Smoker,RR60,56,25,0.02232
t3220,Female,Non-Smoker,RR60,57,1,2e-4
t3220,Female,Non-Smoker,RR60,57,2,5.5e-4
t3220,Female,Non-Smoker,RR60,57,3,7.5e-4
t3220,Female,Non-Smoker,RR60,57,4,0.00102
t3220,Female,Non-Smoker,RR60,57,5,0.00139
t3220,Female,Non-Smoker,RR60,57,6,0.00162
t3220,Female,Non-Smoker,RR60,57,7,0.00185
t3220,Female,Non-Smoker,RR60,57,8,0.00208
t3220,Female,Non-Smoker,RR60,57,9,0.00234
t3220,Female,Non-Smoker,RR60,57,10,0.00257
t3220,Female,Non-Smoker,RR60,57,11,0.00284
t3220,Female,Non-Smoker,RR60,57,12,0.00324
t3220,Female,Non-Smoker,RR60,57,13,0.00384
t3220,Female,Non-Smoker,RR60,57,14,0.00459
t3220,Female,Non-Smoker,RR60,57,15,0.00546
t3220,Female,Non-Smoker,RR60,57,16,0.00646
t3220,Female,Non-Smoker,RR60,57,17,0.00755
t3220,Female,Non-Smoker,RR60,57,18,0.0088
t3220,Female,Non-Smoker,RR60,57,19,0.01033
t3220,Female,Non-Smoker,RR60,57,20,0.01223
t3220,Female,Non-Smoker,RR60,57,21,0.01411
t3220,Female,Non-Smoker,RR60,57,22,0.01634
t3220,Female,Non-Smoker,RR60,57,23,0.01904
t3220,Female,Non-Smoker,RR60,57,24,0.02232
t3220,Female,Non-Smoker,RR60,57,25,0.0261
t3220,Female,Non-Smoker,RR60,58,1,2.1e-4
t3220,Female,Non-Smoker,RR60,58,2,5.6e-4
t3220,Female,Non-Smoker,RR60,58,3,7.8e-4
t3220,Female,Non-Smoker,RR60,58,4,0.00116
t3220,Female,Non-Smoker,RR60,58,5,0.00159
t3220,Female,Non-Smoker,RR60,58,6,0.00184
t3220,Female,Non-Smoker,RR60,58,7,0.00207
t3220,Female,Non-Smoker,RR60,58,8,0.00229
t3220,Female,Non-Smoker,RR60,58,9,0.00251
t3220,Female,Non-Smoker,RR60,58,10,0.00276
t3220,Female,Non-Smoker,RR60,58,11,0.00308
t3220,Female,Non-Smoker,RR60,58,12,0.00358
t3220,Female,Non-Smoker,RR60,58,13,0.00432
t3220,Female,Non-Smoker,RR60,58,14,0.00521
t3220,Female,Non-Smoker,RR60,58,15,0.00625
t3220,Female,Non-Smoker,RR60,58,16,0.00742
t3220,Female,Non-Smoker,RR60,58,17,0.00869
t3220,Female,Non-Smoker,RR60,58,18,0.01013
t3220,Female,Non-Smoker,RR60,58,19,0.01192
t3220,Female,Non-Smoker,RR60,58,20,0.01411
t3220,Female,Non-Smoker,RR60,58,21,0.01634
t3220,Female,Non-Smoker,RR60,58,22,0.01904
t3220,Female,Non-Smoker,RR60,58,23,0.02232
t3220,Female,Non-Smoker,RR60,58,24,0.0261
t3220,Female,Non-Smoker,RR60,58,25,0.03005
t3220,Female,Non-Smoker,RR60,59,1,2.2e-4
t3220,Female,Non-Smoker,RR60,59,2,5.8e-4
t3220,Female,Non-Smoker,RR60,59,3,8.3e-4
t3220,Female,Non-Smoker,RR60,59,4,0.00135
t3220,Female,Non-Smoker,RR60,59,5,0.00174
t3220,Female,Non-Smoker,RR60,59,6,0.00205
t3220,Female,Non-Smoker,RR60,59,7,0.00227
t3220,Female,Non-Smoker,RR60,59,8,0.00247
t3220,Female,Non-Smoker,RR60,59,9,0.00269
t3220,Female,Non-Smoker,RR60,59,10,0.00297
t3220,Female,Non-Smoker,RR60,59,11,0.00338
t3220,Female,Non-Smoker,RR60,59,12,0.00403
t3220,Female,Non-Smoker,RR60,59,13,0.00494
t3220,Female,Non-Smoker,RR60,59,14,0.00601
t3220,Female,Non-Smoker,RR60,59,15,0.00721
t3220,Female,Non-Smoker,RR60,59,16,0.00858
t3220,Female,Non-Smoker,RR60,59,17,0.01007
t3220,Female,Non-Smoker,RR60,59,18,0.01174
t3220,Female,Non-Smoker,RR60,59,19,0.01381
t3220,Female,Non-Smoker,RR60,59,20,0.01634
t3220,Female,Non-Smoker,RR60,59,21,0.01904
t3220,Female,Non-Smoker,RR60,59,22,0.02232
t3220,Female,Non-Smoker,RR60,59,23,0.0261
t3220,Female,Non-Smoker,RR60,59,24,0.03005
t3220,Female,Non-Smoker,RR60,59,25,0.03427
t3220,Female,Non-Smoker,RR60,60,1,2.6e-4
t3220,Female,Non-Smoker,RR60,60,2,6.1e-4
t3220,Female,Non-Smoker,RR60,60,3,9.5e-4
t3220,Female,Non-Smoker,RR60,60,4,0.00155
t3220,Female,Non-Smoker,RR60,60,5,0.00194
t3220,Female,Non-Smoker,RR60,60,6,0.00226
t3220,Female,Non-Smoker,RR60,60,7,0.00244
t3220,Female,Non-Smoker,RR60,60,8,0.00263
t3220,Female,Non-Smoker,RR60,60,9,0.00286
t3220,Female,Non-Smoker,RR60,60,10,0.00323
t3220,Female,Non-Smoker,RR60,60,11,0.00378
t3220,Female,Non-Smoker,RR60,60,12,0.00462
t3220,Female,Non-Smoker,RR60,60,13,0.00572
t3220,Female,Non-Smoker,RR60,60,14,0.00694
t3220,Female,Non-Smoker,RR60,60,15,0.00836
t3220,Female,Non-Smoker,RR60,60,16,0.00993
t3220,Female,Non-Smoker,RR60,60,17,0.01163
t3220,Female,Non-Smoker,RR60,60,18,0.01348
t3220,Female,Non-Smoker,RR60,60,19,0.01599
t3220,Female,Non-Smoker,RR60,60,20,0.01904
t3220,Female,Non-Smoker,RR60,60,21,0.02232
t3220,Female,Non-Smoker,RR60,60,22,0.0261
t3220,Female,Non-Smoker,RR60,60,23,0.03005
t3220,Female,Non-Smoker,RR60,60,24,0.03427
t3220,Female,Non-Smoker,RR60,60,25,0.03936
t3220,Female,Non-Smoker,RR60,61,1,3.1e-4
t3220,Female,Non-Smoker,RR60,61,2,6.4e-4
t3220,Female,Non-Smoker,RR60,61,3,0.00114
t3220,Female,Non-Smoker,RR60,61,4,0.00163
t3220,Female,Non-Smoker,RR60,61,5,0.00217
t3220,Female,Non-Smoker,RR60,61,6,0.00242
t3220,Female,Non-Smoker,RR60,61,7,0.00259
t3220,Female,Non-Smoker,RR60,61,8,0.00279
t3220,Female,Non-Smoker,RR60,61,9,0.0031
t3220,Female,Non-Smoker,RR60,61,10,0.00358
t3220,Female,Non-Smoker,RR60,61,11,0.00433
t3220,Female,Non-Smoker,RR60,61,12,0.00538
t3220,Female,Non-Smoker,RR60,61,13,0.00666
t3220,Female,Non-Smoker,RR60,61,14,0.00811
t3220,Female,Non-Smoker,RR60,61,15,0.00971
t3220,Female,Non-Smoker,RR60,61,16,0.01149
t3220,Female,Non-Smoker,RR60,61,17,0.01343
t3220,Female,Non-Smoker,RR60,61,18,0.01571
t3220,Female,Non-Smoker,RR60,61,19,0.01873
t3220,Female,Non-Smoker,RR60,61,20,0.02232
t3220,Female,Non-Smoker,RR60,61,21,0.0261
t3220,Female,Non-Smoker,RR60,61,22,0.03005
t3220,Female,Non-Smoker,RR60,61,23,0.03427
t3220,Female,Non-Smoker,RR60,61,24,0.03936
t3220,Female,Non-Smoker,RR60,61,25,0.0474
t3220,Female,Non-Smoker,RR60,62,1,3.8e-4
t3220,Female,Non-Smoker,RR60,62,2,7.2e-4
t3220,Female,Non-Smoker,RR60,62,3,0.00136
t3220,Female,Non-Smoker,RR60,62,4,0.00185
t3220,Female,Non-Smoker,RR60,62,5,0.00237
t3220,Female,Non-Smoker,RR60,62,6,0.00255
t3220,Female,Non-Smoker,RR60,62,7,0.00273
t3220,Female,Non-Smoker,RR60,62,8,0.003
t3220,Female,Non-Smoker,RR60,62,9,0.00342
t3220,Female,Non-Smoker,RR60,62,10,0.00408
t3220,Female,Non-Smoker,RR60,62,11,0.00504
t3220,Female,Non-Smoker,RR60,62,12,0.00631
t3220,Female,Non-Smoker,RR60,62,13,0.00778
t3220,Female,Non-Smoker,RR60,62,14,0.00938
t3220,Female,Non-Smoker,RR60,62,15,0.01118
t3220,Female,Non-Smoker,RR60,62,16,0.01323
t3220,Female,Non-Smoker,RR60,62,17,0.0156
t3220,Female,Non-Smoker,RR60,62,18,0.01866
t3220,Female,Non-Smoker,RR60,62,19,0.02232
t3220,Female,Non-Smoker,RR60,62,20,0.0261
t3220,Female,Non-Smoker,RR60,62,21,0.03005
t3220,Female,Non-Smoker,RR60,62,22,0.03427
t3220,Female,Non-Smoker,RR60,62,23,0.03936
t3220,Female,Non-Smoker,RR60,62,24,0.0474
t3220,Female,Non-Smoker,RR60,62,25,0.05444
t3220,Female,Non-Smoker,RR60,63,1,4.5e-4
t3220,Female,Non-Smoker,RR60,63,2,8.3e-4
t3220,Female,Non-Smoker,RR60,63,3,0.00161
t3220,Female,Non-Smoker,RR60,63,4,0.00208
t3220,Female,Non-Smoker,RR60,63,5,0.0025
t3220,Female,Non-Smoker,RR60,63,6,0.00271
t3220,Female,Non-Smoker,RR60,63,7,0.00296
t3220,Female,Non-Smoker,RR60,63,8,0.00336
t3220,Female,Non-Smoker,RR60,63,9,0.00393
t3220,Female,Non-Smoker,RR60,63,10,0.00477
t3220,Female,Non-Smoker,RR60,63,11,0.00596
t3220,Female,Non-Smoker,RR60,63,12,0.0074400000000000004
t3220,Female,Non-Smoker,RR60,63,13,0.00909
t3220,Female,Non-Smoker,RR60,63,14,0.0109
t3220,Female,Non-Smoker,RR60,63,15,0.01295
t3220,Female,Non-Smoker,RR60,63,16,0.01534
t3220,Female,Non-Smoker,RR60,63,17,0.01844
t3220,Female,Non-Smoker,RR60,63,18,0.02176
t3220,Female,Non-Smoker,RR60,63,19,0.0261
t3220,Female,Non-Smoker,RR60,63,20,0.03005
t3220,Female,Non-Smoker,RR60,63,21,0.03427
t3220,Female,Non-Smoker,RR60,63,22,0.03936
t3220,Female,Non-Smoker,RR60,63,23,0.0474
t3220,Female,Non-Smoker,RR60,63,24,0.05444
t3220,Female,Non-Smoker,RR60,63,25,0.06254
t3220,Female,Non-Smoker,RR60,64,1,5.3e-4
t3220,Female,Non-Smoker,RR60,64,2,0.00104
t3220,Female,Non-Smoker,RR60,64,3,0.00182
t3220,Female,Non-Smoker,RR60,64,4,0.00224
t3220,Female,Non-Smoker,RR60,64,5,0.00258
t3220,Female,Non-Smoker,RR60,64,6,0.0029
t3220,Female,Non-Smoker,RR60,64,7,0.00335
t3220,Female,Non-Smoker,RR60,64,8,0.00389
t3220,Female,Non-Smoker,RR60,64,9,0.00457
t3220,Female,Non-Smoker,RR60,64,10,0.00565
t3220,Female,Non-Smoker,RR60,64,11,0.00704
t3220,Female,Non-Smoker,RR60,64,12,0.00868
t3220,Female,Non-Smoker,RR60,64,13,0.01047
t3220,Female,Non-Smoker,RR60,64,14,0.01249
t3220,Female,Non-Smoker,RR60,64,15,0.01487
t3220,Female,Non-Smoker,RR60,64,16,0.0181
t3220,Female,Non-Smoker,RR60,64,17,0.02163
t3220,Female,Non-Smoker,RR60,64,18,0.0261
t3220,Female,Non-Smoker,RR60,64,19,0.03005
t3220,Female,Non-Smoker,RR60,64,20,0.03427
t3220,Female,Non-Smoker,RR60,64,21,0.03936
t3220,Female,Non-Smoker,RR60,64,22,0.0474
t3220,Female,Non-Smoker,RR60,64,23,0.05444
t3220,Female,Non-Smoker,RR60,64,24,0.06254
t3220,Female,Non-Smoker,RR60,64,25,0.07203
t3220,Female,Non-Smoker,RR60,65,1,5.9e-4
t3220,Female,Non-Smoker,RR60,65,2,0.00129
t3220,Female,Non-Smoker,RR60,65,3,0.002
t3220,Female,Non-Smoker,RR60,65,4,0.00236
t3220,Female,Non-Smoker,RR60,65,5,0.00275
t3220,Female,Non-Smoker,RR60,65,6,0.00326
t3220,Female,Non-Smoker,RR60,65,7,0.00385
t3220,Female,Non-Smoker,RR60,65,8,0.00448
t3220,Female,Non-Smoker,RR60,65,9,0.00539
t3220,Female,Non-Smoker,RR60,65,10,0.00674
t3220,Female,Non-Smoker,RR60,65,11,0.00833
t3220,Female,Non-Smoker,RR60,65,12,0.01008
t3220,Female,Non-Smoker,RR60,65,13,0.01208
t3220,Female,Non-Smoker,RR60,65,14,0.01431
t3220,Female,Non-Smoker,RR60,65,15,0.01714
t3220,Female,Non-Smoker,RR60,65,16,0.02115
t3220,Female,Non-Smoker,RR60,65,17,0.02535
t3220,Female,Non-Smoker,RR60,65,18,0.03005
t3220,Female,Non-Smoker,RR60,65,19,0.03427
t3220,Female,Non-Smoker,RR60,65,20,0.03936
t3220,Female,Non-Smoker,RR60,65,21,0.0474
t3220,Female,Non-Smoker,RR60,65,22,0.05444
t3220,Female,Non-Smoker,RR60,65,23,0.06254
t3220,Female,Non-Smoker,RR60,65,24,0.07203
t3220,Female,Non-Smoker,RR60,65,25,0.08272
t3220,Female,Non-Smoker,RR60,66,1,6.7e-4
t3220,Female,Non-Smoker,RR60,66,2,0.00138
t3220,Female,Non-Smoker,RR60,66,3,0.00214
t3220,Female,Non-Smoker,RR60,66,4,0.00246
t3220,Female,Non-Smoker,RR60,66,5,0.00294
t3220,Female,Non-Smoker,RR60,66,6,0.00366
t3220,Female,Non-Smoker,RR60,66,7,0.00438
t3220,Female,Non-Smoker,RR60,66,8,0.00523
t3220,Female,Non-Smoker,RR60,66,9,0.00641
t3220,Female,Non-Smoker,RR60,66,10,0.00805
t3220,Female,Non-Smoker,RR60,66,11,0.00981
t3220,Female,Non-Smoker,RR60,66,12,0.01167
t3220,Female,Non-Smoker,RR60,66,13,0.01389
t3220,Female,Non-Smoker,RR60,66,14,0.01673
t3220,Female,Non-Smoker,RR60,66,15,0.02006
t3220,Female,Non-Smoker,RR60,66,16,0.02445
t3220,Female,Non-Smoker,RR60,66,17,0.03005
t3220,Female,Non-Smoker,RR60,66,18,0.03427
t3220,Female,Non-Smoker,RR60,66,19,0.03936
t3220,Female,Non-Smoker,RR60,66,20,0.0474
t3220,Female,Non-Smoker,RR60,66,21,0.05444
t3220,Female,Non-Smoker,RR60,66,22,0.06254
t3220,Female,Non-Smoker,RR60,66,23,0.07203
t3220,Female,Non-Smoker,RR60,66,24,0.08272
t3220,Female,Non-Smoker,RR60,66,25,0.09455
t3220,Female,Non-Smoker,RR60,67,1,7.5e-4
t3220,Female,Non-Smoker,RR60,67,2,0.00145
t3220,Female,Non-Smoker,RR60,67,3,0.00225
t3220,Female,Non-Smoker,RR60,67,4,0.00258
t3220,Female,Non-Smoker,RR60,67,5,0.00323
t3220,Female,Non-Smoker,RR60,67,6,0.00413
t3220,Female,Non-Smoker,RR60,67,7,0.00504
t3220,Female,Non-Smoker,RR60,67,8,0.00614
t3220,Female,Non-Smoker,RR60,67,9,0.00762
t3220,Female,Non-Smoker,RR60,67,10,0.00957
t3220,Female,Non-Smoker,RR60,67,11,0.01156
t3220,Female,Non-Smoker,RR60,67,12,0.01373
t3220,Female,Non-Smoker,RR60,67,13,0.016
t3220,Female,Non-Smoker,RR60,67,14,0.01913
t3220,Female,Non-Smoker,RR60,67,15,0.02283
t3220,Female,Non-Smoker,RR60,67,16,0.02799
t3220,Female,Non-Smoker,RR60,67,17,0.03427
t3220,Female,Non-Smoker,RR60,67,18,0.03936
t3220,Female,Non-Smoker,RR60,67,19,0.0474
t3220,Female,Non-Smoker,RR60,67,20,0.05444
t3220,Female,Non-Smoker,RR60,67,21,0.06254
t3220,Female,Non-Smoker,RR60,67,22,0.07203
t3220,Female,Non-Smoker,RR60,67,23,0.08272
t3220,Female,Non-Smoker,RR60,67,24,0.09455
t3220,Female,Non-Smoker,RR60,67,25,0.10751
t3220,Female,Non-Smoker,RR60,68,1,8.3e-4
t3220,Female,Non-Smoker,RR60,68,2,0.00152
t3220,Female,Non-Smoker,RR60,68,3,0.00236
t3220,Female,Non-Smoker,RR60,68,4,0.00279
t3220,Female,Non-Smoker,RR60,68,5,0.00363
t3220,Female,Non-Smoker,RR60,68,6,0.0047
t3220,Female,Non-Smoker,RR60,68,7,0.00583
t3220,Female,Non-Smoker,RR60,68,8,0.00721
t3220,Female,Non-Smoker,RR60,68,9,0.00903
t3220,Female,Non-Smoker,RR60,68,10,0.01131
t3220,Female,Non-Smoker,RR60,68,11,0.01357
t3220,Female,Non-Smoker,RR60,68,12,0.01586
t3220,Female,Non-Smoker,RR60,68,13,0.01898
t3220,Female,Non-Smoker,RR60,68,14,0.02258
t3220,Female,Non-Smoker,RR60,68,15,0.02605
t3220,Female,Non-Smoker,RR60,68,16,0.03234
t3220,Female,Non-Smoker,RR60,68,17,0.03936
t3220,Female,Non-Smoker,RR60,68,18,0.0474
t3220,Female,Non-Smoker,RR60,68,19,0.05444
t3220,Female,Non-Smoker,RR60,68,20,0.06254
t3220,Female,Non-Smoker,RR60,68,21,0.07203
t3220,Female,Non-Smoker,RR60,68,22,0.08272
t3220,Female,Non-Smoker,RR60,68,23,0.09455
t3220,Female,Non-Smoker,RR60,68,24,0.10751
t3220,Female,Non-Smoker,RR60,68,25,0.12169
t3220,Female,Non-Smoker,RR60,69,1,0.00093000000000000005
t3220,Female,Non-Smoker,RR60,69,2,0.0016
t3220,Female,Non-Smoker,RR60,69,3,0.00249
t3220,Female,Non-Smoker,RR60,69,4,0.00312
t3220,Female,Non-Smoker,RR60,69,5,0.00413
t3220,Female,Non-Smoker,RR60,69,6,0.00538
t3220,Female,Non-Smoker,RR60,69,7,0.00673
t3220,Female,Non-Smoker,RR60,69,8,0.00841
t3220,Female,Non-Smoker,RR60,69,9,0.01062
t3220,Female,Non-Smoker,RR60,69,10,0.0133
t3220,Female,Non-Smoker,RR60,69,11,0.01571
t3220,Female,Non-Smoker,RR60,69,12,0.01881
t3220,Female,Non-Smoker,RR60,69,13,0.02232
t3220,Female,Non-Smoker,RR60,69,14,0.02594
t3220,Female,Non-Smoker,RR60,69,15,0.03151
t3220,Female,Non-Smoker,RR60,69,16,0.03882
t3220,Female,Non-Smoker,RR60,69,17,0.0474
t3220,Female,Non-Smoker,RR60,69,18,0.05444
t3220,Female,Non-Smoker,RR60,69,19,0.06254
t3220,Female,Non-Smoker,RR60,69,20,0.07203
t3220,Female,Non-Smoker,RR60,69,21,0.08272
t3220,Female,Non-Smoker,RR60,69,22,0.09455
t3220,Female,Non-Smoker,RR60,69,23,0.10751
t3220,Female,Non-Smoker,RR60,69,24,0.12169
t3220,Female,Non-Smoker,RR60,69,25,0.1373
t3220,Female,Non-Smoker,RR60,70,1,0.00104
t3220,Female,Non-Smoker,RR60,70,2,0.00169
t3220,Female,Non-Smoker,RR60,70,3,0.00263
t3220,Female,Non-Smoker,RR60,70,4,0.00345
t3220,Female,Non-Smoker,RR60,70,5,0.00473
t3220,Female,Non-Smoker,RR60,70,6,0.00614
t3220,Female,Non-Smoker,RR60,70,7,0.00772
t3220,Female,Non-Smoker,RR60,70,8,0.00975
t3220,Female,Non-Smoker,RR60,70,9,0.01241
t3220,Female,Non-Smoker,RR60,70,10,0.01555
t3220,Female,Non-Smoker,RR60,70,11,0.01864
t3220,Female,Non-Smoker,RR60,70,12,0.02206
t3220,Female,Non-Smoker,RR60,70,13,0.02584
t3220,Female,Non-Smoker,RR60,70,14,0.03114
t3220,Female,Non-Smoker,RR60,70,15,0.0385
t3220,Female,Non-Smoker,RR60,70,16,0.0474
t3220,Female,Non-Smoker,RR60,70,17,0.05444
t3220,Female,Non-Smoker,RR60,70,18,0.06254
t3220,Female,Non-Smoker,RR60,70,19,0.07203
t3220,Female,Non-Smoker,RR60,70,20,0.08272
t3220,Female,Non-Smoker,RR60,70,21,0.09455
t3220,Female,Non-Smoker,RR60,70,22,0.10751
t3220,Female,Non-Smoker,RR60,70,23,0.12169
t3220,Female,Non-Smoker,RR60,70,24,0.1373
t3220,Female,Non-Smoker,RR60,70,25,0.15362
t3220,Female,Non-Smoker,RR60,71,1,0.00117
t3220,Female,Non-Smoker,RR60,71,2,0.0018
t3220,Female,Non-Smoker,RR60,71,3,0.00281
t3220,Female,Non-Smoker,RR60,71,4,0.0039
t3220,Female,Non-Smoker,RR60,71,5,0.0054
t3220,Female,Non-Smoker,RR60,71,6,0.00695
t3220,Female,Non-Smoker,RR60,71,7,0.00878
t3220,Female,Non-Smoker,RR60,71,8,0.01123
t3220,Female,Non-Smoker,RR60,71,9,0.01443
t3220,Female,Non-Smoker,RR60,71,10,0.01806
t3220,Female,Non-Smoker,RR60,71,11,0.02176
t3220,Female,Non-Smoker,RR60,71,12,0.02542
t3220,Female,Non-Smoker,RR60,71,13,0.03058
t3220,Female,Non-Smoker,RR60,71,14,0.0372
t3220,Female,Non-Smoker,RR60,71,15,0.0455
t3220,Female,Non-Smoker,RR60,71,16,0.05444
t3220,Female,Non-Smoker,RR60,71,17,0.06254
t3220,Female,Non-Smoker,RR60,71,18,0.07203
t3220,Female,Non-Smoker,RR60,71,19,0.08272
t3220,Female,Non-Smoker,RR60,71,20,0.09455
t3220,Female,Non-Smoker,RR60,71,21,0.10751
t3220,Female,Non-Smoker,RR60,71,22,0.12169
t3220,Female,Non-Smoker,RR60,71,23,0.1373
t3220,Female,Non-Smoker,RR60,71,24,0.15362
t3220,Female,Non-Smoker,RR60,71,25,0.17179
t3220,Female,Non-Smoker,RR60,72,1,0.00131
t3220,Female,Non-Smoker,RR60,72,2,0.00195
t3220,Female,Non-Smoker,RR60,72,3,0.00304
t3220,Female,Non-Smoker,RR60,72,4,0.0045
t3220,Female,Non-Smoker,RR60,72,5,0.00613
t3220,Female,Non-Smoker,RR60,72,6,0.00781
t3220,Female,Non-Smoker,RR60,72,7,0.00995
t3220,Female,Non-Smoker,RR60,72,8,0.01289
t3220,Female,Non-Smoker,RR60,72,9,0.0167
t3220,Female,Non-Smoker,RR60,72,10,0.021
t3220,Female,Non-Smoker,RR60,72,11,0.02514
t3220,Female,Non-Smoker,RR60,72,12,0.02917
t3220,Female,Non-Smoker,RR60,72,13,0.03539
t3220,Female,Non-Smoker,RR60,72,14,0.04348
t3220,Female,Non-Smoker,RR60,72,15,0.05275
t3220,Female,Non-Smoker,RR60,72,16,0.06254
t3220,Female,Non-Smoker,RR60,72,17,0.07203
t3220,Female,Non-Smoker,RR60,72,18,0.08272
t3220,Female,Non-Smoker,RR60,72,19,0.09455
t3220,Female,Non-Smoker,RR60,72,20,0.10751
t3220,Female,Non-Smoker,RR60,72,21,0.12169
t3220,Female,Non-Smoker,RR60,72,22,0.1373
t3220,Female,Non-Smoker,RR60,72,23,0.15362
t3220,Female,Non-Smoker,RR60,72,24,0.17179
t3220,Female,Non-Smoker,RR60,72,25,0.19155
t3220,Female,Non-Smoker,RR60,73,1,0.00146
t3220,Female,Non-Smoker,RR60,73,2,0.00213
t3220,Female,Non-Smoker,RR60,73,3,0.00334
t3220,Female,Non-Smoker,RR60,73,4,0.00516
t3220,Female,Non-Smoker,RR60,73,5,0.00689
t3220,Female,Non-Smoker,RR60,73,6,0.00873
t3220,Female,Non-Smoker,RR60,73,7,0.01122
t3220,Female,Non-Smoker,RR60,73,8,0.01471
t3220,Female,Non-Smoker,RR60,73,9,0.01931
t3220,Female,Non-Smoker,RR60,73,10,0.02423
t3220,Female,Non-Smoker,RR60,73,11,0.02879
t3220,Female,Non-Smoker,RR60,73,12,0.03416
t3220,Female,Non-Smoker,RR60,73,13,0.04172
t3220,Female,Non-Smoker,RR60,73,14,0.05112
t3220,Female,Non-Smoker,RR60,73,15,0.06254
t3220,Female,Non-Smoker,RR60,73,16,0.07203
t3220,Female,Non-Smoker,RR60,73,17,0.08272
t3220,Female,Non-Smoker,RR60,73,18,0.09455
t3220,Female,Non-Smoker,RR60,73,19,0.10751
t3220,Female,Non-Smoker,RR60,73,20,0.12169
t3220,Female,Non-Smoker,RR60,73,21,0.1373
t3220,Female,Non-Smoker,RR60,73,22,0.15362
t3220,Female,Non-Smoker,RR60,73,23,0.17179
t3220,Female,Non-Smoker,RR60,73,24,0.19155
t3220,Female,Non-Smoker,RR60,73,25,0.21329
t3220,Female,Non-Smoker,RR60,74,1,0.00169
t3220,Female,Non-Smoker,RR60,74,2,0.00236
t3220,Female,Non-Smoker,RR60,74,3,0.0037200000000000002
t3220,Female,Non-Smoker,RR60,74,4,0.00588
t3220,Female,Non-Smoker,RR60,74,5,0.00769
t3220,Female,Non-Smoker,RR60,74,6,0.00972
t3220,Female,Non-Smoker,RR60,74,7,0.01262
t3220,Female,Non-Smoker,RR60,74,8,0.01685
t3220,Female,Non-Smoker,RR60,74,9,0.02226
t3220,Female,Non-Smoker,RR60,74,10,0.02784
t3220,Female,Non-Smoker,RR60,74,11,0.0329
t3220,Female,Non-Smoker,RR60,74,12,0.03935
t3220,Female,Non-Smoker,RR60,74,13,0.04814
t3220,Female,Non-Smoker,RR60,74,14,0.05907
t3220,Female,Non-Smoker,RR60,74,15,0.07203
t3220,Female,Non-Smoker,RR60,74,16,0.08272
t3220,Female,Non-Smoker,RR60,74,17,0.09455
t3220,Female,Non-Smoker,RR60,74,18,0.10751
t3220,Female,Non-Smoker,RR60,74,19,0.12169
t3220,Female,Non-Smoker,RR60,74,20,0.1373
t3220,Female,Non-Smoker,RR60,74,21,0.15362
t3220,Female,Non-Smoker,RR60,74,22,0.17179
t3220,Female,Non-Smoker,RR60,74,23,0.19155
t3220,Female,Non-Smoker,RR60,74,24,0.21329
t3220,Female,Non-Smoker,RR60,74,25,0.23702
t3220,Female,Non-Smoker,RR60,75,1,0.00195
t3220,Female,Non-Smoker,RR60,75,2,0.00262
t3220,Female,Non-Smoker,RR60,75,3,0.0042
t3220,Female,Non-Smoker,RR60,75,4,0.00666
t3220,Female,Non-Smoker,RR60,75,5,0.00855
t3220,Female,Non-Smoker,RR60,75,6,0.01082
t3220,Female,Non-Smoker,RR60,75,7,0.0143
t3220,Female,Non-Smoker,RR60,75,8,0.01934
t3220,Female,Non-Smoker,RR60,75,9,0.02569
t3220,Female,Non-Smoker,RR60,75,10,0.03205
t3220,Female,Non-Smoker,RR60,75,11,0.03759
t3220,Female,Non-Smoker,RR60,75,12,0.04536
t3220,Female,Non-Smoker,RR60,75,13,0.05559
t3220,Female,Non-Smoker,RR60,75,14,0.06846
t3220,Female,Non-Smoker,RR60,75,15,0.08272
t3220,Female,Non-Smoker,RR60,75,16,0.09455
t3220,Female,Non-Smoker,RR60,75,17,0.10751
t3220,Female,Non-Smoker,RR60,75,18,0.12169
t3220,Female,Non-Smoker,RR60,75,19,0.1373
t3220,Female,Non-Smoker,RR60,75,20,0.15362
t3220,Female,Non-Smoker,RR60,75,21,0.17179
t3220,Female,Non-Smoker,RR60,75,22,0.19155
t3220,Female,Non-Smoker,RR60,75,23,0.21329
t3220,Female,Non-Smoker,RR60,75,24,0.23702
t3220,Female,Non-Smoker,RR60,75,25,0.26244
t3220,Female,Non-Smoker,RR60,76,1,0.00225
t3220,Female,Non-Smoker,RR60,76,2,0.00295
t3220,Female,Non-Smoker,RR60,76,3,0.00481
t3220,Female,Non-Smoker,RR60,76,4,0.0075
t3220,Female,Non-Smoker,RR60,76,5,0.00945
t3220,Female,Non-Smoker,RR60,76,6,0.01203
t3220,Female,Non-Smoker,RR60,76,7,0.01607
t3220,Female,Non-Smoker,RR60,76,8,0.02196
t3220,Female,Non-Smoker,RR60,76,9,0.02929
t3220,Female,Non-Smoker,RR60,76,10,0.03636
t3220,Female,Non-Smoker,RR60,76,11,0.04352
t3220,Female,Non-Smoker,RR60,76,12,0.05316
t3220,Female,Non-Smoker,RR60,76,13,0.06521
t3220,Female,Non-Smoker,RR60,76,14,0.07901
t3220,Female,Non-Smoker,RR60,76,15,0.09455
t3220,Female,Non-Smoker,RR60,76,16,0.10751
t3220,Female,Non-Smoker,RR60,76,17,0.12169
t3220,Female,Non-Smoker,RR60,76,18,0.1373
