table,gender,tobacco,relative_risk,attained_age,q_ult
t3224,Female,Non-Smoker,RR100,29,3.3e-4
t3224,Female,Non-Smoker,RR100,30,3.4e-4
t3224,Female,Non-Smoker,RR100,31,3.6e-4
t3224,Female,Non-Smoker,RR100,32,4e-4
t3224,Female,Non-Smoker,RR100,33,4.6e-4
t3224,Female,Non-Smoker,RR100,34,5.2e-4
t3224,Female,Non-Smoker,RR100,35,5.9e-4
t3224,Female,Non-Smoker,RR100,36,6.7e-4
t3224,Female,Non-Smoker,RR100,37,7.5e-4
t3224,Female,Non-Smoker,RR100,38,8.2e-4
t3224,Female,Non-Smoker,RR100,39,8.5e-4
t3224,Female,Non-Smoker,RR100,40,8.6e-4
t3224,Female,Non-Smoker,RR100,41,8.7e-4
t3224,Female,Non-Smoker,RR100,42,8.7e-4
t3224,Female,Non-Smoker,RR100,43,8.8e-4
t3224,Female,Non-Smoker,RR100,44,8.8e-4
t3224,Female,Non-Smoker,RR100,45,8.9e-4
t3224,Female,Non-Smoker,RR100,46,9.2e-4
t3224,Female,Non-Smoker,RR100,47,9.6e-4
t3224,Female,Non-Smoker,RR100,48,0.00101
t3224,Female,Non-Smoker,RR100,49,0.00109
t3224,Female,Non-Smoker,RR100,50,0.00117
t3224,Female,Non-Smoker,RR100,51,0.00128
t3224,Female,Non-Smoker,RR100,52,0.00142
t3224,Female,Non-Smoker,RR100,53,0.0016
t3224,Female,Non-Smoker,RR100,54,0.0018
t3224,Female,Non-Smoker,RR100,55,0.002
t3224,Female,Non-Smoker,RR100,56,0.0022
t3224,Female,Non-Smoker,RR100,57,0.00239
t3224,Female,Non-Smoker,RR100,58,0.00259
t3224,Female,Non-Smoker,RR100,59,0.00279
t3224,Female,Non-Smoker,RR100,60,0.00303
t3224,Female,Non-Smoker,RR100,61,0.0033
t3224,Female,Non-Smoker,RR100,62,0.00362
t3224,Female,Non-Smoker,RR100,63,0.00398
t3224,Female,Non-Smoker,RR100,64,0.00439
t3224,Female,Non-Smoker,RR100,65,0.00483
t3224,Female,Non-Smoker,RR100,66,0.0053
t3224,Female,Non-Smoker,RR100,67,0.00581
t3224,Female,Non-Smoker,RR100,68,0.00637
t3224,Female,Non-Smoker,RR100,69,0.00699
t3224,Female,Non-Smoker,RR100,70,0.00773
t3224,Female,Non-Smoker,RR100,71,0.0086
t3224,Female,Non-Smoker,RR100,72,0.00963
t3224,Female,Non-Smoker,RR100,73,0.01082
t3224,Female,Non-Smoker,RR100,74,0.01222
t3224,Female,Non-Smoker,RR100,75,0.01384
t3224,Female,Non-Smoker,RR100,76,0.01568
t3224,Female,Non-Smoker,RR100,77,0.01782
t3224,Female,Non-Smoker,RR100,78,0.02032
t3224,Female,Non-Smoker,RR100,79,0.0233
t3224,Female,Non-Smoker,RR100,80,0.02691
t3224,Female,Non-Smoker,RR100,81,0.03106
t3224,Female,Non-Smoker,RR100,82,0.03515
t3224,Female,Non-Smoker,RR100,83,0.03961
t3224,Female,Non-Smoker,RR100,84,0.04497
t3224,Female,Non-Smoker,RR100,85,0.05319
t3224,Female,Non-Smoker,RR100,86,0.06047
t3224,Female,Non-Smoker,RR100,87,0.06864
t3224,Female,Non-Smoker,RR100,88,0.07821
t3224,Female,Non-Smoker,RR100,89,0.08884
t3224,Female,Non-Smoker,RR100,90,0.10049
t3224,Female,Non-Smoker,RR100,91,0.11292
t3224,Female,Non-Smoker,RR100,92,0.12641
t3224,Female,Non-Smoker,RR100,93,0.14096
t3224,Female,Non-Smoker,RR100,94,0.1558
t3224,Female,Non-Smoker,RR100,95,0.17179
t3224,Female,Non-Smoker,RR100,96,0.19155
t3224,Female,Non-Smoker,RR100,97,0.21329
t3224,Female,Non-Smoker,RR100,98,0.23702
t3224,Female,Non-Smoker,RR100,99,0.26244
t3224,Female,Non-Smoker,RR100,100,0.28919
t3224,Female,Non-Smoker,RR100,101,0.3133
t3224,Female,Non-Smoker,RR100,102,0.33747
t3224,Female,Non-Smoker,RR100,103,0.36133
t3224,Female,Non-Smoker,RR100,104,0.3845
t3224,Female,Non-Smoker,RR100,105,0.4066
t3224,Female,Non-Smoker,RR100,106,0.42726
t3224,Female,Non-Smoker,RR100,107,0.44611
t3224,Female,Non-Smoker,RR100,108,0.46277
t3224,Female,Non-Smoker,RR100,109,0.47686
t3224,Female,Non-Smoker,RR100,110,0.488
t3224,Female,Non-Smoker,RR100,111,0.49583
t3224,Female,Non-Smoker,RR100,112,0.5
t3224,Female,Non-Smoker,RR100,113,0.5
t3224,Female,Non-Smoker,RR100,114,0.5
t3224,Female,Non-Smoker,RR100,115,0.5
t3224,Female,Non-Smoker,RR100,116,0.5
t3224,Female,Non-Smoker,RR100,117,0.5
t3224,Female,Non-Smoker,RR100,118,0.5
t3224,Female,Non-Smoker,RR100,119,0.5
t3224,Female,Non-Smoker,RR100,120,0.5
t3225,Female,Non-Smoker,RR110,18,3e-4
t3225,Female,Non-Smoker,RR110,19,3e-4
t3225,Female,Non-Smoker,RR110,20,3e-4
t3225,Female,Non-Smoker,RR110,21,3e-4
t3225,Female,Non-Smoker,RR110,22,3.1e-4
t3225,Female,Non-Smoker,RR110,23,3.1e-4
t3225,Female,Non-Smoker,RR110,24,3.1e-4
t3225,Female,Non-Smoker,RR110,25,3.1e-4
t3225,Female,Non-Smoker,RR110,26,3.1e-4
t3225,Female,Non-Smoker,RR110,27,3.2e-4
t3225,Female,Non-Smoker,RR110,28,3.4e-4
t3225,Female,Non-Smoker,RR110,29,3.6e-4
t3225,Female,Non-Smoker,RR110,30,3.8e-4
t3225,Female,Non-Smoker,RR110,31,4.1e-4
t3225,Female,Non-Smoker,RR110,32,4.5e-4
t3225,Female,Non-Smoker,RR110,33,5.1e-4
t3225,Female,Non-Smoker,RR110,34,5.8e-4
t3225,Female,Non-Smoker,RR110,35,6.6e-4
t3225,Female,Non-Smoker,RR110,36,7.5e-4
t3225,Female,Non-Smoker,RR110,37,8.3e-4
t3225,Female,Non-Smoker,RR110,38,9.1e-4
t3225,Female,Non-Smoker,RR110,39,9.4e-4
t3225,Female,Non-Smoker,RR110,40,9.6e-4
t3225,Female,Non-Smoker,RR110,41,9.7e-4
t3225,Female,Non-Smoker,RR110,42,9.7e-4
t3225,Female,Non-Smoker,RR110,43,9.8e-4
t3225,Female,Non-Smoker,RR110,44,9.8e-4
t3225,Female,Non-Smoker,RR110,45,9.9e-4
t3225,Female,Non-Smoker,RR110,46,0.00102
t3225,Female,Non-Smoker,RR110,47,0.00107
t3225,Female,Non-Smoker,RR110,48,0.00113
t3225,Female,Non-Smoker,RR110,49,0.00121
t3225,Female,Non-Smoker,RR110,50,0.00131
t3225,Female,Non-Smoker,RR110,51,0.00142
t3225,Female,Non-Smoker,RR110,52,0.00158
t3225,Female,Non-Smoker,RR110,53,0.00178
t3225,Female,Non-Smoker,RR110,54,0.002
t3225,Female,Non-Smoker,RR110,55,0.00222
t3225,Female,Non-Smoker,RR110,56,0.00244
t3225,Female,Non-Smoker,RR110,57,0.00264
t3225,Female,Non-Smoker,RR110,58,0.00285
t3225,Female,Non-Smoker,RR110,59,0.00308
t3225,Female,Non-Smoker,RR110,60,0.00332
t3225,Female,Non-Smoker,RR110,61,0.00362
t3225,Female,Non-Smoker,RR110,62,0.00396
t3225,Female,Non-Smoker,RR110,63,0.00434
t3225,Female,Non-Smoker,RR110,64,0.00477
t3225,Female,Non-Smoker,RR110,65,0.00523
t3225,Female,Non-Smoker,RR110,66,0.00573
t3225,Female,Non-Smoker,RR110,67,0.00626
t3225,Female,Non-Smoker,RR110,68,0.00685
t3225,Female,Non-Smoker,RR110,69,0.0075
t3225,Female,Non-Smoker,RR110,70,0.00827
t3225,Female,Non-Smoker,RR110,71,0.00918
t3225,Female,Non-Smoker,RR110,72,0.01025
t3225,Female,Non-Smoker,RR110,73,0.0115
t3225,Female,Non-Smoker,RR110,74,0.01295
t3225,Female,Non-Smoker,RR110,75,0.01463
t3225,Female,Non-Smoker,RR110,76,0.01653
t3225,Female,Non-Smoker,RR110,77,0.01874
t3225,Female,Non-Smoker,RR110,78,0.02131
t3225,Female,Non-Smoker,RR110,79,0.02437
t3225,Female,Non-Smoker,RR110,80,0.02809
t3225,Female,Non-Smoker,RR110,81,0.03234
t3225,Female,Non-Smoker,RR110,82,0.03652
t3225,Female,Non-Smoker,RR110,83,0.04108
t3225,Female,Non-Smoker,RR110,84,0.04654
t3225,Female,Non-Smoker,RR110,85,0.05481
t3225,Female,Non-Smoker,RR110,86,0.0622
t3225,Female,Non-Smoker,RR110,87,0.07041
t3225,Female,Non-Smoker,RR110,88,0.08003
t3225,Female,Non-Smoker,RR110,89,0.09067
t3225,Female,Non-Smoker,RR110,90,0.1023
t3225,Female,Non-Smoker,RR110,91,0.11461
t3225,Female,Non-Smoker,RR110,92,0.12792
t3225,Female,Non-Smoker,RR110,93,0.14216
t3225,Female,Non-Smoker,RR110,94,0.15653
t3225,Female,Non-Smoker,RR110,95,0.17179
t3225,Female,Non-Smoker,RR110,96,0.19155
t3225,Female,Non-Smoker,RR110,97,0.21329
t3225,Female,Non-Smoker,RR110,98,0.23702
t3225,Female,Non-Smoker,RR110,99,0.26244
t3225,Female,Non-Smoker,RR110,100,0.28919
t3225,Female,Non-Smoker,RR110,101,0.3133
t3225,Female,Non-Smoker,RR110,102,0.33747
t3225,Female,Non-Smoker,RR110,103,0.36133
t3225,Female,Non-Smoker,RR110,104,0.3845
t3225,Female,Non-Smoker,RR110,105,0.4066
t3225,Female,Non-Smoker,RR110,106,0.42726
t3225,Female,Non-Smoker,RR110,107,0.44611
t3225,Female,Non-Smoker,RR110,108,0.46277
t3225,Female,Non-Smoker,RR110,109,0.47686
t3225,Female,Non-Smoker,RR110,110,0.488
t3225,Female,Non-Smoker,RR110,111,0.49583
t3225,Female,Non-Smoker,RR110,112,0.5
t3225,Female,Non-Smoker,RR110,113,0.5
t3225,Female,Non-Smoker,RR110,114,0.5
t3225,Female,Non-Smoker,RR110,115,0.5
t3225,Female,Non-Smoker,RR110,116,0.5
t3225,Female,Non-Smoker,RR110,117,0.5
t3225,Female,Non-Smoker,RR110,118,0.5
t3225,Female,Non-Smoker,RR110,119,0.5
t3225,Female,Non-Smoker,RR110,120,0.5
t3226,Female,Non-Smoker,RR125,18,3.7e-4
t3226,Female,Non-Smoker,RR125,19,3.7e-4
t3226,Female,Non-Smoker,RR125,20,3.7e-4
t3226,Female,Non-Smoker,RR125,21,3.7e-4
t3226,Female,Non-Smoker,RR125,22,3.7e-4
t3226,Female,Non-Smoker,RR125,23,3.7e-4
t3226,Female,Non-Smoker,RR125,24,3.7e-4
t3226,Female,Non-Smoker,RR125,25,3.7e-4
t3226,Female,Non-Smoker,RR125,26,3.7e-4
t3226,Female,Non-Smoker,RR125,27,3.9e-4
t3226,Female,Non-Smoker,RR125,28,4.1e-4
t3226,Female,Non-Smoker,RR125,29,4.4e-4
t3226,Female,Non-Smoker,RR125,30,4.6e-4
t3226,Female,Non-Smoker,RR125,31,4.9e-4
t3226,Female,Non-Smoker,RR125,32,5.4e-4
t3226,Female,Non-Smoker,RR125,33,6.2e-4
t3226,Female,Non-Smoker,RR125,34,7e-4
t3226,Female,Non-Smoker,RR125,35,8e-4
t3226,Female,Non-Smoker,RR125,36,9e-4
t3226,Female,Non-Smoker,RR125,37,0.00101
t3226,Female,Non-Smoker,RR125,38,0.0011
t3226,Female,Non-Smoker,RR125,39,0.00114
t3226,Female,Non-Smoker,RR125,40,0.00116
t3226,Female,Non-Smoker,RR125,41,0.00117
t3226,Female,Non-Smoker,RR125,42,0.00118
t3226,Female,Non-Smoker,RR125,43,0.00118
t3226,Female,Non-Smoker,RR125,44,0.00119
t3226,Female,Non-Smoker,RR125,45,0.00119
t3226,Female,Non-Smoker,RR125,46,0.00124
t3226,Female,Non-Smoker,RR125,47,0.00128
t3226,Female,Non-Smoker,RR125,48,0.00134
t3226,Female,Non-Smoker,RR125,49,0.00142
t3226,Female,Non-Smoker,RR125,50,0.00152
t3226,Female,Non-Smoker,RR125,51,0.00165
t3226,Female,Non-Smoker,RR125,52,0.00182
t3226,Female,Non-Smoker,RR125,53,0.00203
t3226,Female,Non-Smoker,RR125,54,0.00227
t3226,Female,Non-Smoker,RR125,55,0.00251
t3226,Female,Non-Smoker,RR125,56,0.00274
t3226,Female,Non-Smoker,RR125,57,0.00297
t3226,Female,Non-Smoker,RR125,58,0.0032
t3226,Female,Non-Smoker,RR125,59,0.00344
t3226,Female,Non-Smoker,RR125,60,0.0037200000000000002
t3226,Female,Non-Smoker,RR125,61,0.00405
t3226,Female,Non-Smoker,RR125,62,0.00443
t3226,Female,Non-Smoker,RR125,63,0.00486
t3226,Female,Non-Smoker,RR125,64,0.00534
t3226,Female,Non-Smoker,RR125,65,0.00586
t3226,Female,Non-Smoker,RR125,66,0.00641
t3226,Female,Non-Smoker,RR125,67,0.00701
t3226,Female,Non-Smoker,RR125,68,0.00766
t3226,Female,Non-Smoker,RR125,69,0.00839
t3226,Female,Non-Smoker,RR125,70,0.00923
t3226,Female,Non-Smoker,RR125,71,0.01022
t3226,Female,Non-Smoker,RR125,72,0.01139
t3226,Female,Non-Smoker,RR125,73,0.01273
t3226,Female,Non-Smoker,RR125,74,0.01428
t3226,Female,Non-Smoker,RR125,75,0.01606
t3226,Female,Non-Smoker,RR125,76,0.01806
t3226,Female,Non-Smoker,RR125,77,0.02037
t3226,Female,Non-Smoker,RR125,78,0.02303
t3226,Female,Non-Smoker,RR125,79,0.02617
t3226,Female,Non-Smoker,RR125,80,0.02999
t3226,Female,Non-Smoker,RR125,81,0.03435
t3226,Female,Non-Smoker,RR125,82,0.03858
t3226,Female,Non-Smoker,RR125,83,0.04319
t3226,Female,Non-Smoker,RR125,84,0.04871
t3226,Female,Non-Smoker,RR125,85,0.05695
t3226,Female,Non-Smoker,RR125,86,0.06439
t3226,Female,Non-Smoker,RR125,87,0.07257
t3226,Female,Non-Smoker,RR125,88,0.08218
t3226,Female,Non-Smoker,RR125,89,0.09275
t3226,Female,Non-Smoker,RR125,90,0.1043
t3226,Female,Non-Smoker,RR125,91,0.11643
t3226,Female,Non-Smoker,RR125,92,0.12954
t3226,Female,Non-Smoker,RR125,93,0.14343
t3226,Female,Non-Smoker,RR125,94,0.1573
t3226,Female,Non-Smoker,RR125,95,0.17179
t3226,Female,Non-Smoker,RR125,96,0.19155
t3226,Female,Non-Smoker,RR125,97,0.21329
t3226,Female,Non-Smoker,RR125,98,0.23702
t3226,Female,Non-Smoker,RR125,99,0.26244
t3226,Female,Non-Smoker,RR125,100,0.28919
t3226,Female,Non-Smoker,RR125,101,0.3133
t3226,Female,Non-Smoker,RR125,102,0.33747
t3226,Female,Non-Smoker,RR125,103,0.36133
t3226,Female,Non-Smoker,RR125,104,0.3845
t3226,Female,Non-Smoker,RR125,105,0.4066
t3226,Female,Non-Smoker,RR125,106,0.42726
t3226,Female,Non-Smoker,RR125,107,0.44611
t3226,Female,Non-Smoker,RR125,108,0.46277
t3226,Female,Non-Smoker,RR125,109,0.47686
t3226,Female,Non-Smoker,RR125,110,0.488
t3226,Female,Non-Smoker,RR125,111,0.49583
t3226,Female,Non-Smoker,RR125,112,0.5
t3226,Female,Non-Smoker,RR125,113,0.5
t3226,Female,Non-Smoker,RR125,114,0.5
t3226,Female,Non-Smoker,RR125,115,0.5
t3226,Female,Non-Smoker,RR125,116,0.5
t3226,Female,Non-Smoker,RR125,117,0.5
t3226,Female,Non-Smoker,RR125,118,0.5
t3226,Female,Non-Smoker,RR125,119,0.5
t3226,Female,Non-Smoker,RR125,120,0.5
t3227,Female,Non-Smoker,RR150,18,4.7e-4
t3227,Female,Non-Smoker,RR150,19,4.7e-4
t3227,Female,Non-Smoker,RR150,20,4.7e-4
t3227,Female,Non-Smoker,RR150,21,4.7e-4
t3227,Female,Non-Smoker,RR150,22,4.7e-4
t3227,Female,Non-Smoker,RR150,23,4.7e-4
t3227,Female,Non-Smoker,RR150,24,4.7e-4
t3227,Female,Non-Smoker,RR150,25,4.7e-4
t3227,Female,Non-Smoker,RR150,26,4.8e-4
t3227,Female,Non-Smoker,RR150,27,5e-4
t3227,Female,Non-Smoker,RR150,28,5.3e-4
t3227,Female,Non-Smoker,RR150,29,5.6e-4
t3227,Female,Non-Smoker,RR150,30,5.9e-4
t3227,Female,Non-Smoker,RR150,31,6.3e-4
t3227,Female,Non-Smoker,RR150,32,6.9e-4
t3227,Female,Non-Smoker,RR150,33,7.9e-4
t3227,Female,Non-Smoker,RR150,34,9e-4
t3227,Female,Non-Smoker,RR150,35,0.00102
t3227,Female,Non-Smoker,RR150,36,0.00115
t3227,Female,Non-Smoker,RR150,37,0.00129
t3227,Female,Non-Smoker,RR150,38,0.00141
t3227,Female,Non-Smoker,RR150,39,0.00146
t3227,Female,Non-Smoker,RR150,40,0.00149
t3227,Female,Non-Smoker,RR150,41,0.0015
t3227,Female,Non-Smoker,RR150,42,0.00151
t3227,Female,Non-Smoker,RR150,43,0.00151
t3227,Female,Non-Smoker,RR150,44,0.00152
t3227,Female,Non-Smoker,RR150,45,0.00153
t3227,Female,Non-Smoker,RR150,46,0.00158
t3227,Female,Non-Smoker,RR150,47,0.00162
t3227,Female,Non-Smoker,RR150,48,0.00168
t3227,Female,Non-Smoker,RR150,49,0.00176
t3227,Female,Non-Smoker,RR150,50,0.00187
t3227,Female,Non-Smoker,RR150,51,0.00201
t3227,Female,Non-Smoker,RR150,52,0.0022
t3227,Female,Non-Smoker,RR150,53,0.00243
t3227,Female,Non-Smoker,RR150,54,0.00269
t3227,Female,Non-Smoker,RR150,55,0.00296
t3227,Female,Non-Smoker,RR150,56,0.00321
t3227,Female,Non-Smoker,RR150,57,0.00345
t3227,Female,Non-Smoker,RR150,58,0.00369
t3227,Female,Non-Smoker,RR150,59,0.00394
t3227,Female,Non-Smoker,RR150,60,0.00423
t3227,Female,Non-Smoker,RR150,61,0.00457
t3227,Female,Non-Smoker,RR150,62,0.00497
t3227,Female,Non-Smoker,RR150,63,0.00542
t3227,Female,Non-Smoker,RR150,64,0.00592
t3227,Female,Non-Smoker,RR150,65,0.00645
t3227,Female,Non-Smoker,RR150,66,0.00702
t3227,Female,Non-Smoker,RR150,67,0.00764
t3227,Female,Non-Smoker,RR150,68,0.0083
t3227,Female,Non-Smoker,RR150,69,0.00904
t3227,Female,Non-Smoker,RR150,70,0.0099
t3227,Female,Non-Smoker,RR150,71,0.01091
t3227,Female,Non-Smoker,RR150,72,0.0121
t3227,Female,Non-Smoker,RR150,73,0.01347
t3227,Female,Non-Smoker,RR150,74,0.01505
t3227,Female,Non-Smoker,RR150,75,0.01685
t3227,Female,Non-Smoker,RR150,76,0.01888
t3227,Female,Non-Smoker,RR150,77,0.02122
t3227,Female,Non-Smoker,RR150,78,0.02391
t3227,Female,Non-Smoker,RR150,79,0.02709
t3227,Female,Non-Smoker,RR150,80,0.03096
t3227,Female,Non-Smoker,RR150,81,0.03537
t3227,Female,Non-Smoker,RR150,82,0.03964
t3227,Female,Non-Smoker,RR150,83,0.04429
t3227,Female,Non-Smoker,RR150,84,0.04985
t3227,Female,Non-Smoker,RR150,85,0.0581
t3227,Female,Non-Smoker,RR150,86,0.06558
t3227,Female,Non-Smoker,RR150,87,0.07377
t3227,Female,Non-Smoker,RR150,88,0.08339
t3227,Female,Non-Smoker,RR150,89,0.09394
t3227,Female,Non-Smoker,RR150,90,0.10545
t3227,Female,Non-Smoker,RR150,91,0.1175
t3227,Female,Non-Smoker,RR150,92,0.13049
t3227,Female,Non-Smoker,RR150,93,0.14418
t3227,Female,Non-Smoker,RR150,94,0.15776
t3227,Female,Non-Smoker,RR150,95,0.17179
t3227,Female,Non-Smoker,RR150,96,0.19155
t3227,Female,Non-Smoker,RR150,97,0.21329
t3227,Female,Non-Smoker,RR150,98,0.23702
t3227,Female,Non-Smoker,RR150,99,0.26244
t3227,Female,Non-Smoker,RR150,100,0.28919
t3227,Female,Non-Smoker,RR150,101,0.3133
t3227,Female,Non-Smoker,RR150,102,0.33747
t3227,Female,Non-Smoker,RR150,103,0.36133
t3227,Female,Non-Smoker,RR150,104,0.3845
t3227,Female,Non-Smoker,RR150,105,0.4066
t3227,Female,Non-Smoker,RR150,106,0.42726
t3227,Female,Non-Smoker,RR150,107,0.44611
t3227,Female,Non-Smoker,RR150,108,0.46277
t3227,Female,Non-Smoker,RR150,109,0.47686
t3227,Female,Non-Smoker,RR150,110,0.488
t3227,Female,Non-Smoker,RR150,111,0.49583
t3227,Female,Non-Smoker,RR150,112,0.5
t3227,Female,Non-Smoker,RR150,113,0.5
t3227,Female,Non-Smoker,RR150,114,0.5
t3227,Female,Non-Smoker,RR150,115,0.5
t3227,Female,Non-Smoker,RR150,116,0.5
t3227,Female,Non-Smoker,RR150,117,0.5
t3227,Female,Non-Smoker,RR150,118,0.5
t3227,Female,Non-Smoker,RR150,119,0.5
t3227,Female,Non-Smoker,RR150,120,0.5
t3228,Female,Non-Smoker,RR175,18,5.7e-4
t3228,Female,Non-Smoker,RR175,19,5.7e-4
t3228,Female,Non-Smoker,RR175,20,5.7e-4
t3228,Female,Non-Smoker,RR175,21,5.7e-4
t3228,Female,Non-Smoker,RR175,22,5.7e-4
t3228,Female,Non-Smoker,RR175,23,5.7e-4
t3228,Female,Non-Smoker,RR175,24,5.7e-4
t3228,Female,Non-Smoker,RR175,25,5.7e-4
t3228,Female,Non-Smoker,RR175,26,5.7e-4
t3228,Female,Non-Smoker,RR175,27,6e-4
t3228,Female,Non-Smoker,RR175,28,6.4e-4
t3228,Female,Non-Smoker,RR175,29,6.8e-4
t3228,Female,Non-Smoker,RR175,30,7.1e-4
t3228,Female,Non-Smoker,RR175,31,7.6e-4
t3228,Female,Non-Smoker,RR175,32,8.3e-4
t3228,Female,Non-Smoker,RR175,33,9.5e-4
t3228,Female,Non-Smoker,RR175,34,0.00108
t3228,Female,Non-Smoker,RR175,35,0.00123
t3228,Female,Non-Smoker,RR175,36,0.00139
t3228,Female,Non-Smoker,RR175,37,0.00155
t3228,Female,Non-Smoker,RR175,38,0.0017
t3228,Female,Non-Smoker,RR175,39,0.00176
t3228,Female,Non-Smoker,RR175,40,0.00179
t3228,Female,Non-Smoker,RR175,41,0.00181
t3228,Female,Non-Smoker,RR175,42,0.00181
t3228,Female,Non-Smoker,RR175,43,0.00182
t3228,Female,Non-Smoker,RR175,44,0.00183
t3228,Female,Non-Smoker,RR175,45,0.00184
t3228,Female,Non-Smoker,RR175,46,0.00191
t3228,Female,Non-Smoker,RR175,47,0.00194
t3228,Female,Non-Smoker,RR175,48,0.002
t3228,Female,Non-Smoker,RR175,49,0.00209
t3228,Female,Non-Smoker,RR175,50,0.00221
t3228,Female,Non-Smoker,RR175,51,0.00236
t3228,Female,Non-Smoker,RR175,52,0.00257
t3228,Female,Non-Smoker,RR175,53,0.00283
t3228,Female,Non-Smoker,RR175,54,0.00311
t3228,Female,Non-Smoker,RR175,55,0.0034
t3228,Female,Non-Smoker,RR175,56,0.00367
t3228,Female,Non-Smoker,RR175,57,0.00393
t3228,Female,Non-Smoker,RR175,58,0.00418
t3228,Female,Non-Smoker,RR175,59,0.00445
t3228,Female,Non-Smoker,RR175,60,0.00475
t3228,Female,Non-Smoker,RR175,61,0.00511
t3228,Female,Non-Smoker,RR175,62,0.00553
t3228,Female,Non-Smoker,RR175,63,0.006
t3228,Female,Non-Smoker,RR175,64,0.00653
t3228,Female,Non-Smoker,RR175,65,0.00709
t3228,Female,Non-Smoker,RR175,66,0.00768
t3228,Female,Non-Smoker,RR175,67,0.00833
t3228,Female,Non-Smoker,RR175,68,0.00901
t3228,Female,Non-Smoker,RR175,69,0.00978
t3228,Female,Non-Smoker,RR175,70,0.01067
t3228,Female,Non-Smoker,RR175,71,0.01171
t3228,Female,Non-Smoker,RR175,72,0.01294
t3228,Female,Non-Smoker,RR175,73,0.01435
t3228,Female,Non-Smoker,RR175,74,0.01598
t3228,Female,Non-Smoker,RR175,75,0.01784
t3228,Female,Non-Smoker,RR175,76,0.01992
t3228,Female,Non-Smoker,RR175,77,0.02232
t3228,Female,Non-Smoker,RR175,78,0.02506
t3228,Female,Non-Smoker,RR175,79,0.02831
t3228,Female,Non-Smoker,RR175,80,0.03225
t3228,Female,Non-Smoker,RR175,81,0.03674
t3228,Female,Non-Smoker,RR175,82,0.04108
t3228,Female,Non-Smoker,RR175,83,0.04578
t3228,Female,Non-Smoker,RR175,84,0.05141
t3228,Female,Non-Smoker,RR175,85,0.05967
t3228,Female,Non-Smoker,RR175,86,0.06722
t3228,Female,Non-Smoker,RR175,87,0.07542
t3228,Female,Non-Smoker,RR175,88,0.08506
t3228,Female,Non-Smoker,RR175,89,0.0956
t3228,Female,Non-Smoker,RR175,90,0.10707
t3228,Female,Non-Smoker,RR175,91,0.119
t3228,Female,Non-Smoker,RR175,92,0.13183
t3228,Female,Non-Smoker,RR175,93,0.14525
t3228,Female,Non-Smoker,RR175,94,0.15841
t3228,Female,Non-Smoker,RR175,95,0.17179
t3228,Female,Non-Smoker,RR175,96,0.19155
t3228,Female,Non-Smoker,RR175,97,0.21329
t3228,Female,Non-Smoker,RR175,98,0.23702
t3228,Female,Non-Smoker,RR175,99,0.26244
t3228,Female,Non-Smoker,RR175,100,0.28919
t3228,Female,Non-Smoker,RR175,101,0.3133
t3228,Female,Non-Smoker,RR175,102,0.33747
t3228,Female,Non-Smoker,RR175,103,0.36133
t3228,Female,Non-Smoker,RR175,104,0.3845
t3228,Female,Non-Smoker,RR175,105,0.4066
t3228,Female,Non-Smoker,RR175,106,0.42726
t3228,Female,Non-Smoker,RR175,107,0.44611
t3228,Female,Non-Smoker,RR175,108,0.46277
t3228,Female,Non-Smoker,RR175,109,0.47686
t3228,Female,Non-Smoker,RR175,110,0.488
t3228,Female,Non-Smoker,RR175,111,0.49583
t3228,Female,Non-Smoker,RR175,112,0.5
t3228,Female,Non-Smoker,RR175,113,0.5
t3228,Female,Non-Smoker,RR175,114,0.5
t3228,Female,Non-Smoker,RR175,115,0.5
t3228,Female,Non-Smoker,RR175,116,0.5
t3228,Female,Non-Smoker,RR175,117,0.5
t3228,Female,Non-Smoker,RR175,118,0.5
t3228,Female,Non-Smoker,RR175,119,0.5
t3228,Female,Non-Smoker,RR175,120,0.5
t3233,Female,Smoker,RR75,18,2.5e-4
t3233,Female,Smoker,RR75,19,2.5e-4
t3233,Female,Smoker,RR75,20,2.5e-4
t3233,Female,Smoker,RR75,21,2.5e-4
t3233,Female,Smoker,RR75,22,2.5e-4
t3233,Female,Smoker,RR75,23,2.7e-4
t3233,Female,Smoker,RR75,24,3e-4
t3233,Female,Smoker,RR75,25,3.2e-4
t3233,Female,Smoker,RR75,26,3.2e-4
t3233,Female,Smoker,RR75,27,3.2e-4
t3233,Female,Smoker,RR75,28,3.2e-4
t3233,Female,Smoker,RR75,29,3.4e-4
t3233,Female,Smoker,RR75,30,3.7e-4
t3233,Female,Smoker,RR75,31,4e-4
t3233,Female,Smoker,RR75,32,4.2e-4
t3233,Female,Smoker,RR75,33,4.6e-4
t3233,Female,Smoker,RR75,34,6.1e-4
t3233,Female,Smoker,RR75,35,6.8e-4
t3233,Female,Smoker,RR75,36,8e-4
t3233,Female,Smoker,RR75,37,9.6e-4
t3233,Female,Smoker,RR75,38,0.00109
t3233,Female,Smoker,RR75,39,0.00119
t3233,Female,Smoker,RR75,40,0.00128
t3233,Female,Smoker,RR75,41,0.00136
t3233,Female,Smoker,RR75,42,0.00142
t3233,Female,Smoker,RR75,43,0.00149
t3233,Female,Smoker,RR75,44,0.00157
t3233,Female,Smoker,RR75,45,0.00165
t3233,Female,Smoker,RR75,46,0.00179
t3233,Female,Smoker,RR75,47,0.00195
