table,gender_blend,issue_age,duration,q_sel
t3277,20% Male,88,2,0.03417
t3277,20% Male,88,3,0.0578
t3277,20% Male,88,4,0.08398
t3277,20% Male,88,5,0.12746
t3277,20% Male,88,6,0.17676
t3277,20% Male,88,7,0.1934
t3277,20% Male,88,8,0.21063
t3277,20% Male,88,9,0.23206
t3277,20% Male,88,10,0.25541
t3277,20% Male,88,11,0.2808
t3277,20% Male,88,12,0.30799
t3277,20% Male,88,13,0.33601
t3277,20% Male,88,14,0.36083
t3277,20% Male,88,15,0.38542
t3277,20% Male,88,16,0.40936
t3277,20% Male,88,17,0.43223
t3277,20% Male,88,18,0.45362
t3277,20% Male,88,19,0.47317
t3277,20% Male,88,20,0.49915
t3277,20% Male,88,21,0.52655
t3277,20% Male,88,22,0.55546
t3277,20% Male,88,23,0.58596
t3277,20% Male,88,24,0.61813
t3277,20% Male,88,25,0.65207
t3277,20% Male,89,1,0.01862
t3277,20% Male,89,2,0.03992
t3277,20% Male,89,3,0.06841
t3277,20% Male,89,4,0.10780000000000001
t3277,20% Male,89,5,0.16326
t3277,20% Male,89,6,0.1934
t3277,20% Male,89,7,0.21063
t3277,20% Male,89,8,0.23206
t3277,20% Male,89,9,0.25541
t3277,20% Male,89,10,0.28079
t3277,20% Male,89,11,0.30781
t3277,20% Male,89,12,0.33601
t3277,20% Male,89,13,0.36083
t3277,20% Male,89,14,0.38542
t3277,20% Male,89,15,0.40936
t3277,20% Male,89,16,0.43223
t3277,20% Male,89,17,0.45362
t3277,20% Male,89,18,0.47317
t3277,20% Male,89,19,0.49915
t3277,20% Male,89,20,0.52655
t3277,20% Male,89,21,0.55546
t3277,20% Male,89,22,0.58596
t3277,20% Male,89,23,0.61813
t3277,20% Male,89,24,0.65207
t3277,20% Male,89,25,0.68787
t3277,20% Male,90,1,0.02081
t3277,20% Male,90,2,0.04658
t3277,20% Male,90,3,0.08632
t3277,20% Male,90,4,0.14216
t3277,20% Male,90,5,0.1934
t3277,20% Male,90,6,0.21063
t3277,20% Male,90,7,0.23206
t3277,20% Male,90,8,0.25541
t3277,20% Male,90,9,0.28079
t3277,20% Male,90,10,0.3078
t3277,20% Male,90,11,0.33601
t3277,20% Male,90,12,0.36083
t3277,20% Male,90,13,0.38542
t3277,20% Male,90,14,0.40936
t3277,20% Male,90,15,0.43223
t3277,20% Male,90,16,0.45362
t3277,20% Male,90,17,0.47317
t3277,20% Male,90,18,0.49915
t3277,20% Male,90,19,0.52655
t3277,20% Male,90,20,0.55546
t3277,20% Male,90,21,0.58596
t3277,20% Male,90,22,0.61813
t3277,20% Male,90,23,0.65207
t3277,20% Male,90,24,0.68787
t3277,20% Male,90,25,0.72564
t3277,20% Male,91,1,0.02602
t3277,20% Male,91,2,0.06146
t3277,20% Male,91,3,0.13068
t3277,20% Male,91,4,0.1934
t3277,20% Male,91,5,0.21063
t3277,20% Male,91,6,0.23206
t3277,20% Male,91,7,0.25541
t3277,20% Male,91,8,0.28079
t3277,20% Male,91,9,0.3078
t3277,20% Male,91,10,0.33601
t3277,20% Male,91,11,0.36083
t3277,20% Male,91,12,0.38542
t3277,20% Male,91,13,0.40936
t3277,20% Male,91,14,0.43223
t3277,20% Male,91,15,0.45362
t3277,20% Male,91,16,0.47317
t3277,20% Male,91,17,0.49915
t3277,20% Male,91,18,0.52655
t3277,20% Male,91,19,0.55546
t3277,20% Male,91,20,0.58596
t3277,20% Male,91,21,0.61813
t3277,20% Male,91,22,0.65207
t3277,20% Male,91,23,0.68787
t3277,20% Male,91,24,0.72564
t3277,20% Male,91,25,0.76548
t3277,20% Male,92,1,0.0366
t3277,20% Male,92,2,0.09332
t3277,20% Male,92,3,0.1934
t3277,20% Male,92,4,0.21063
t3277,20% Male,92,5,0.23206
t3277,20% Male,92,6,0.25541
t3277,20% Male,92,7,0.28079
t3277,20% Male,92,8,0.3078
t3277,20% Male,92,9,0.33601
t3277,20% Male,92,10,0.36083
t3277,20% Male,92,11,0.38542
t3277,20% Male,92,12,0.40936
t3277,20% Male,92,13,0.43223
t3277,20% Male,92,14,0.45362
t3277,20% Male,92,15,0.47317
t3277,20% Male,92,16,0.49915
t3277,20% Male,92,17,0.52655
t3277,20% Male,92,18,0.55546
t3277,20% Male,92,19,0.58596
t3277,20% Male,92,20,0.61813
t3277,20% Male,92,21,0.65207
t3277,20% Male,92,22,0.68787
t3277,20% Male,92,23,0.72564
t3277,20% Male,92,24,0.76548
t3277,20% Male,92,25,0.80751
t3277,20% Male,93,1,0.05407
t3277,20% Male,93,2,0.13653
t3277,20% Male,93,3,0.21063
t3277,20% Male,93,4,0.23206
t3277,20% Male,93,5,0.25541
t3277,20% Male,93,6,0.28079
t3277,20% Male,93,7,0.3078
t3277,20% Male,93,8,0.33601
t3277,20% Male,93,9,0.36083
t3277,20% Male,93,10,0.38542
t3277,20% Male,93,11,0.40936
t3277,20% Male,93,12,0.43223
t3277,20% Male,93,13,0.45362
t3277,20% Male,93,14,0.47317
t3277,20% Male,93,15,0.49915
t3277,20% Male,93,16,0.52655
t3277,20% Male,93,17,0.55546
t3277,20% Male,93,18,0.58596
t3277,20% Male,93,19,0.61813
t3277,20% Male,93,20,0.65207
t3277,20% Male,93,21,0.68787
t3277,20% Male,93,22,0.72564
t3277,20% Male,93,23,0.76548
t3277,20% Male,93,24,0.80751
t3277,20% Male,93,25,0.85184
t3277,20% Male,94,1,0.07965
t3277,20% Male,94,2,0.16291
t3277,20% Male,94,3,0.23206
t3277,20% Male,94,4,0.25541
t3277,20% Male,94,5,0.28079
t3277,20% Male,94,6,0.3078
t3277,20% Male,94,7,0.33601
t3277,20% Male,94,8,0.36083
t3277,20% Male,94,9,0.38542
t3277,20% Male,94,10,0.40936
t3277,20% Male,94,11,0.43223
t3277,20% Male,94,12,0.45362
t3277,20% Male,94,13,0.47317
t3277,20% Male,94,14,0.49915
t3277,20% Male,94,15,0.52655
t3277,20% Male,94,16,0.55546
t3277,20% Male,94,17,0.58596
t3277,20% Male,94,18,0.61813
t3277,20% Male,94,19,0.65207
t3277,20% Male,94,20,0.68787
t3277,20% Male,94,21,0.72564
t3277,20% Male,94,22,0.76548
t3277,20% Male,94,23,0.80751
t3277,20% Male,94,24,0.85184
t3277,20% Male,94,25,0.89862
t3277,20% Male,95,1,0.11518
t3277,20% Male,95,2,0.23206
t3277,20% Male,95,3,0.25541
t3277,20% Male,95,4,0.28079
t3277,20% Male,95,5,0.3078
t3277,20% Male,95,6,0.33601
t3277,20% Male,95,7,0.36083
t3277,20% Male,95,8,0.38542
t3277,20% Male,95,9,0.40936
t3277,20% Male,95,10,0.43223
t3277,20% Male,95,11,0.45362
t3277,20% Male,95,12,0.47317
t3277,20% Male,95,13,0.49915
t3277,20% Male,95,14,0.52655
t3277,20% Male,95,15,0.55546
t3277,20% Male,95,16,0.58596
t3277,20% Male,95,17,0.61813
t3277,20% Male,95,18,0.65207
t3277,20% Male,95,19,0.68787
t3277,20% Male,95,20,0.72564
t3277,20% Male,95,21,0.76548
t3277,20% Male,95,22,0.80751
t3277,20% Male,95,23,0.85184
t3277,20% Male,95,24,0.89862
t3277,20% Male,95,25,0.94795
t3278,40% Male,0,1,2.9e-4
t3278,40% Male,0,2,1.7e-4
t3278,40% Male,0,3,1.2e-4
t3278,40% Male,0,4,1e-4
t3278,40% Male,0,5,9e-5
t3278,40% Male,0,6,9e-5
t3278,40% Male,0,7,9e-5
t3278,40% Male,0,8,9e-5
t3278,40% Male,0,9,8e-5
t3278,40% Male,0,10,8e-5
t3278,40% Male,0,11,9e-5
t3278,40% Male,0,12,9e-5
t3278,40% Male,0,13,1e-4
t3278,40% Male,0,14,1.1e-4
t3278,40% Male,0,15,1.6e-4
t3278,40% Male,0,16,2.5e-4
t3278,40% Male,0,17,3.6e-4
t3278,40% Male,0,18,4.7e-4
t3278,40% Male,0,19,5.3e-4
t3278,40% Male,0,20,5.4e-4
t3278,40% Male,0,21,5.6e-4
t3278,40% Male,0,22,5.7e-4
t3278,40% Male,0,23,5.8e-4
t3278,40% Male,0,24,6.1e-4
t3278,40% Male,0,25,6.4e-4
t3278,40% Male,1,1,1.7e-4
t3278,40% Male,1,2,1.2e-4
t3278,40% Male,1,3,1e-4
t3278,40% Male,1,4,9e-5
t3278,40% Male,1,5,9e-5
t3278,40% Male,1,6,9e-5
t3278,40% Male,1,7,9e-5
t3278,40% Male,1,8,8e-5
t3278,40% Male,1,9,8e-5
t3278,40% Male,1,10,9e-5
t3278,40% Male,1,11,9e-5
t3278,40% Male,1,12,1e-4
t3278,40% Male,1,13,1.1e-4
t3278,40% Male,1,14,1.6e-4
t3278,40% Male,1,15,2.5e-4
t3278,40% Male,1,16,3.6e-4
t3278,40% Male,1,17,4.7e-4
t3278,40% Male,1,18,5.3e-4
t3278,40% Male,1,19,5.4e-4
t3278,40% Male,1,20,5.6e-4
t3278,40% Male,1,21,5.7e-4
t3278,40% Male,1,22,5.8e-4
t3278,40% Male,1,23,6.1e-4
t3278,40% Male,1,24,6.4e-4
t3278,40% Male,1,25,6.7e-4
t3278,40% Male,2,1,1.2e-4
t3278,40% Male,2,2,1e-4
t3278,40% Male,2,3,9e-5
t3278,40% Male,2,4,9e-5
t3278,40% Male,2,5,9e-5
t3278,40% Male,2,6,9e-5
t3278,40% Male,2,7,8e-5
t3278,40% Male,2,8,8e-5
t3278,40% Male,2,9,9e-5
t3278,40% Male,2,10,9e-5
t3278,40% Male,2,11,1e-4
t3278,40% Male,2,12,1.1e-4
t3278,40% Male,2,13,1.6e-4
t3278,40% Male,2,14,2.5e-4
t3278,40% Male,2,15,3.6e-4
t3278,40% Male,2,16,4.7e-4
t3278,40% Male,2,17,5.3e-4
t3278,40% Male,2,18,5.4e-4
t3278,40% Male,2,19,5.6e-4
t3278,40% Male,2,20,5.7e-4
t3278,40% Male,2,21,5.8e-4
t3278,40% Male,2,22,6.1e-4
t3278,40% Male,2,23,6.4e-4
t3278,40% Male,2,24,6.7e-4
t3278,40% Male,2,25,6.7e-4
t3278,40% Male,3,1,1e-4
t3278,40% Male,3,2,9e-5
t3278,40% Male,3,3,9e-5
t3278,40% Male,3,4,9e-5
t3278,40% Male,3,5,9e-5
t3278,40% Male,3,6,8e-5
t3278,40% Male,3,7,8e-5
t3278,40% Male,3,8,9e-5
t3278,40% Male,3,9,9e-5
t3278,40% Male,3,10,1e-4
t3278,40% Male,3,11,1.1e-4
t3278,40% Male,3,12,1.6e-4
t3278,40% Male,3,13,2.5e-4
t3278,40% Male,3,14,3.6e-4
t3278,40% Male,3,15,4.7e-4
t3278,40% Male,3,16,5.3e-4
t3278,40% Male,3,17,5.4e-4
t3278,40% Male,3,18,5.6e-4
t3278,40% Male,3,19,5.7e-4
t3278,40% Male,3,20,5.8e-4
t3278,40% Male,3,21,6.1e-4
t3278,40% Male,3,22,6.4e-4
t3278,40% Male,3,23,6.7e-4
t3278,40% Male,3,24,6.7e-4
t3278,40% Male,3,25,6.6e-4
t3278,40% Male,4,1,9e-5
t3278,40% Male,4,2,9e-5
t3278,40% Male,4,3,9e-5
t3278,40% Male,4,4,9e-5
t3278,40% Male,4,5,8e-5
t3278,40% Male,4,6,8e-5
t3278,40% Male,4,7,9e-5
t3278,40% Male,4,8,9e-5
t3278,40% Male,4,9,1e-4
t3278,40% Male,4,10,1.1e-4
t3278,40% Male,4,11,1.6e-4
t3278,40% Male,4,12,2.5e-4
t3278,40% Male,4,13,3.6e-4
t3278,40% Male,4,14,4.7e-4
t3278,40% Male,4,15,5.3e-4
t3278,40% Male,4,16,5.4e-4
t3278,40% Male,4,17,5.6e-4
t3278,40% Male,4,18,5.7e-4
t3278,40% Male,4,19,5.8e-4
t3278,40% Male,4,20,6.1e-4
t3278,40% Male,4,21,6.4e-4
t3278,40% Male,4,22,6.7e-4
t3278,40% Male,4,23,6.7e-4
t3278,40% Male,4,24,6.6e-4
t3278,40% Male,4,25,6.6e-4
t3278,40% Male,5,1,9e-5
t3278,40% Male,5,2,9e-5
t3278,40% Male,5,3,9e-5
t3278,40% Male,5,4,8e-5
t3278,40% Male,5,5,8e-5
t3278,40% Male,5,6,9e-5
t3278,40% Male,5,7,9e-5
t3278,40% Male,5,8,1e-4
t3278,40% Male,5,9,1.1e-4
t3278,40% Male,5,10,1.6e-4
t3278,40% Male,5,11,2.5e-4
t3278,40% Male,5,12,3.6e-4
t3278,40% Male,5,13,4.7e-4
t3278,40% Male,5,14,5.3e-4
t3278,40% Male,5,15,5.4e-4
t3278,40% Male,5,16,5.6e-4
t3278,40% Male,5,17,5.7e-4
t3278,40% Male,5,18,5.8e-4
t3278,40% Male,5,19,6.1e-4
t3278,40% Male,5,20,6.4e-4
t3278,40% Male,5,21,6.7e-4
t3278,40% Male,5,22,6.7e-4
t3278,40% Male,5,23,6.6e-4
t3278,40% Male,5,24,6.6e-4
t3278,40% Male,5,25,6.6e-4
t3278,40% Male,6,1,9e-5
t3278,40% Male,6,2,9e-5
t3278,40% Male,6,3,8e-5
t3278,40% Male,6,4,8e-5
t3278,40% Male,6,5,9e-5
t3278,40% Male,6,6,9e-5
t3278,40% Male,6,7,1e-4
t3278,40% Male,6,8,1.1e-4
t3278,40% Male,6,9,1.6e-4
t3278,40% Male,6,10,2.5e-4
t3278,40% Male,6,11,3.6e-4
t3278,40% Male,6,12,4.7e-4
t3278,40% Male,6,13,5.3e-4
t3278,40% Male,6,14,5.4e-4
t3278,40% Male,6,15,5.6e-4
t3278,40% Male,6,16,5.7e-4
t3278,40% Male,6,17,5.8e-4
t3278,40% Male,6,18,6.1e-4
t3278,40% Male,6,19,6.4e-4
t3278,40% Male,6,20,6.7e-4
t3278,40% Male,6,21,6.7e-4
t3278,40% Male,6,22,6.6e-4
t3278,40% Male,6,23,6.6e-4
t3278,40% Male,6,24,6.6e-4
t3278,40% Male,6,25,6.9e-4
t3278,40% Male,7,1,9e-5
t3278,40% Male,7,2,8e-5
t3278,40% Male,7,3,8e-5
t3278,40% Male,7,4,9e-5
t3278,40% Male,7,5,9e-5
t3278,40% Male,7,6,1e-4
t3278,40% Male,7,7,1.1e-4
t3278,40% Male,7,8,1.6e-4
t3278,40% Male,7,9,2.5e-4
t3278,40% Male,7,10,3.6e-4
t3278,40% Male,7,11,4.7e-4
t3278,40% Male,7,12,5.3e-4
t3278,40% Male,7,13,5.4e-4
t3278,40% Male,7,14,5.6e-4
t3278,40% Male,7,15,5.7e-4
t3278,40% Male,7,16,5.8e-4
t3278,40% Male,7,17,6.1e-4
t3278,40% Male,7,18,6.4e-4
t3278,40% Male,7,19,6.7e-4
t3278,40% Male,7,20,6.7e-4
t3278,40% Male,7,21,6.6e-4
t3278,40% Male,7,22,6.6e-4
t3278,40% Male,7,23,6.6e-4
t3278,40% Male,7,24,6.9e-4
t3278,40% Male,7,25,7.2e-4
t3278,40% Male,8,1,8e-5
t3278,40% Male,8,2,8e-5
t3278,40% Male,8,3,9e-5
t3278,40% Male,8,4,9e-5
t3278,40% Male,8,5,1e-4
t3278,40% Male,8,6,1.1e-4
t3278,40% Male,8,7,1.6e-4
t3278,40% Male,8,8,2.5e-4
t3278,40% Male,8,9,3.6e-4
t3278,40% Male,8,10,4.7e-4
t3278,40% Male,8,11,5.3e-4
t3278,40% Male,8,12,5.4e-4
t3278,40% Male,8,13,5.6e-4
t3278,40% Male,8,14,5.7e-4
t3278,40% Male,8,15,5.8e-4
t3278,40% Male,8,16,6.1e-4
t3278,40% Male,8,17,6.4e-4
t3278,40% Male,8,18,6.7e-4
t3278,40% Male,8,19,6.7e-4
t3278,40% Male,8,20,6.6e-4
t3278,40% Male,8,21,6.6e-4
t3278,40% Male,8,22,6.6e-4
t3278,40% Male,8,23,6.9e-4
t3278,40% Male,8,24,7.2e-4
t3278,40% Male,8,25,7.7e-4
t3278,40% Male,9,1,8e-5
t3278,40% Male,9,2,9e-5
t3278,40% Male,9,3,9e-5
t3278,40% Male,9,4,1e-4
t3278,40% Male,9,5,1.1e-4
t3278,40% Male,9,6,1.6e-4
t3278,40% Male,9,7,2.5e-4
t3278,40% Male,9,8,3.6e-4
t3278,40% Male,9,9,4.7e-4
t3278,40% Male,9,10,5.3e-4
t3278,40% Male,9,11,5.4e-4
t3278,40% Male,9,12,5.6e-4
t3278,40% Male,9,13,5.7e-4
t3278,40% Male,9,14,5.8e-4
t3278,40% Male,9,15,6.1e-4
t3278,40% Male,9,16,6.4e-4
t3278,40% Male,9,17,6.7e-4
t3278,40% Male,9,18,6.7e-4
t3278,40% Male,9,19,6.6e-4
t3278,40% Male,9,20,6.6e-4
t3278,40% Male,9,21,6.6e-4
t3278,40% Male,9,22,6.9e-4
t3278,40% Male,9,23,7.2e-4
t3278,40% Male,9,24,7.7e-4
t3278,40% Male,9,25,8.3e-4
t3278,40% Male,10,1,9e-5
t3278,40% Male,10,2,9e-5
t3278,40% Male,10,3,1e-4
t3278,40% Male,10,4,1.1e-4
t3278,40% Male,10,5,1.6e-4
t3278,40% Male,10,6,2.5e-4
t3278,40% Male,10,7,3.6e-4
t3278,40% Male,10,8,4.7e-4
t3278,40% Male,10,9,5.3e-4
t3278,40% Male,10,10,5.4e-4
t3278,40% Male,10,11,5.6e-4
t3278,40% Male,10,12,5.7e-4
t3278,40% Male,10,13,5.8e-4
t3278,40% Male,10,14,6.1e-4
t3278,40% Male,10,15,6.4e-4
t3278,40% Male,10,16,6.7e-4
t3278,40% Male,10,17,6.7e-4
t3278,40% Male,10,18,6.6e-4
t3278,40% Male,10,19,6.6e-4
t3278,40% Male,10,20,6.6e-4
t3278,40% Male,10,21,6.9e-4
t3278,40% Male,10,22,7.2e-4
t3278,40% Male,10,23,7.7e-4
t3278,40% Male,10,24,8.3e-4
t3278,40% Male,10,25,9e-4
t3278,40% Male,11,1,9e-5
t3278,40% Male,11,2,1e-4
t3278,40% Male,11,3,1.1e-4
t3278,40% Male,11,4,1.6e-4
t3278,40% Male,11,5,2.5e-4
t3278,40% Male,11,6,3.6e-4
t3278,40% Male,11,7,4.7e-4
t3278,40% Male,11,8,5.3e-4
t3278,40% Male,11,9,5.4e-4
t3278,40% Male,11,10,5.6e-4
t3278,40% Male,11,11,5.7e-4
t3278,40% Male,11,12,5.8e-4
t3278,40% Male,11,13,6.1e-4
t3278,40% Male,11,14,6.4e-4
t3278,40% Male,11,15,6.7e-4
t3278,40% Male,11,16,6.7e-4
t3278,40% Male,11,17,6.6e-4
t3278,40% Male,11,18,6.6e-4
t3278,40% Male,11,19,6.6e-4
t3278,40% Male,11,20,6.9e-4
t3278,40% Male,11,21,7.2e-4
t3278,40% Male,11,22,7.7e-4
t3278,40% Male,11,23,8.3e-4
t3278,40% Male,11,24,9e-4
t3278,40% Male,11,25,9.8e-4
t3278,40% Male,12,1,1e-4
t3278,40% Male,12,2,1.1e-4
t3278,40% Male,12,3,1.6e-4
t3278,40% Male,12,4,2.5e-4
t3278,40% Male,12,5,3.6e-4
t3278,40% Male,12,6,4.7e-4
t3278,40% Male,12,7,5.3e-4
t3278,40% Male,12,8,5.4e-4
t3278,40% Male,12,9,5.6e-4
t3278,40% Male,12,10,5.7e-4
t3278,40% Male,12,11,5.8e-4
t3278,40% Male,12,12,6.1e-4
t3278,40% Male,12,13,6.4e-4
t3278,40% Male,12,14,6.7e-4
t3278,40% Male,12,15,6.7e-4
t3278,40% Male,12,16,6.6e-4
t3278,40% Male,12,17,6.6e-4
t3278,40% Male,12,18,6.6e-4
t3278,40% Male,12,19,6.9e-4
t3278,40% Male,12,20,7.2e-4
t3278,40% Male,12,21,7.7e-4
t3278,40% Male,12,22,8.3e-4
t3278,40% Male,12,23,9e-4
t3278,40% Male,12,24,9.8e-4
t3278,40% Male,12,25,0.00109
t3278,40% Male,13,1,1.1e-4
t3278,40% Male,13,2,1.6e-4
t3278,40% Male,13,3,2.5e-4
t3278,40% Male,13,4,3.6e-4
t3278,40% Male,13,5,4.7e-4
t3278,40% Male,13,6,5.3e-4
t3278,40% Male,13,7,5.4e-4
t3278,40% Male,13,8,5.6e-4
t3278,40% Male,13,9,5.7e-4
t3278,40% Male,13,10,5.8e-4
t3278,40% Male,13,11,6.1e-4
t3278,40% Male,13,12,6.4e-4
t3278,40% Male,13,13,6.7e-4
t3278,40% Male,13,14,6.7e-4
t3278,40% Male,13,15,6.6e-4
t3278,40% Male,13,16,6.6e-4
t3278,40% Male,13,17,6.6e-4
t3278,40% Male,13,18,6.9e-4
t3278,40% Male,13,19,7.2e-4
t3278,40% Male,13,20,7.7e-4
t3278,40% Male,13,21,8.3e-4
t3278,40% Male,13,22,9e-4
t3278,40% Male,13,23,9.8e-4
t3278,40% Male,13,24,0.00109
t3278,40% Male,13,25,0.00119
t3278,40% Male,14,1,1.6e-4
t3278,40% Male,14,2,2.5e-4
t3278,40% Male,14,3,3.6e-4
t3278,40% Male,14,4,4.7e-4
t3278,40% Male,14,5,5.3e-4
t3278,40% Male,14,6,5.4e-4
t3278,40% Male,14,7,5.6e-4
t3278,40% Male,14,8,5.7e-4
t3278,40% Male,14,9,5.8e-4
t3278,40% Male,14,10,6.1e-4
t3278,40% Male,14,11,6.4e-4
t3278,40% Male,14,12,6.7e-4
t3278,40% Male,14,13,6.7e-4
t3278,40% Male,14,14,6.6e-4
t3278,40% Male,14,15,6.6e-4
t3278,40% Male,14,16,6.6e-4
t3278,40% Male,14,17,6.9e-4
t3278,40% Male,14,18,7.2e-4
t3278,40% Male,14,19,7.7e-4
t3278,40% Male,14,20,8.3e-4
t3278,40% Male,14,21,9e-4
t3278,40% Male,14,22,9.8e-4
t3278,40% Male,14,23,0.00109
t3278,40% Male,14,24,0.00119
t3278,40% Male,14,25,0.0013
t3278,40% Male,15,1,2.5e-4
t3278,40% Male,15,2,3.6e-4
t3278,40% Male,15,3,4.7e-4
t3278,40% Male,15,4,5.3e-4
t3278,40% Male,15,5,5.4e-4
t3278,40% Male,15,6,5.6e-4
t3278,40% Male,15,7,5.7e-4
t3278,40% Male,15,8,5.8e-4
t3278,40% Male,15,9,6.1e-4
t3278,40% Male,15,10,6.4e-4
t3278,40% Male,15,11,6.7e-4
t3278,40% Male,15,12,6.7e-4
t3278,40% Male,15,13,6.6e-4
t3278,40% Male,15,14,6.6e-4
t3278,40% Male,15,15,6.6e-4
t3278,40% Male,15,16,6.9e-4
t3278,40% Male,15,17,7.2e-4
t3278,40% Male,15,18,7.7e-4
t3278,40% Male,15,19,8.3e-4
t3278,40% Male,15,20,9e-4
t3278,40% Male,15,21,9.8e-4
t3278,40% Male,15,22,0.00109
t3278,40% Male,15,23,0.00119
t3278,40% Male,15,24,0.0013
t3278,40% Male,15,25,0.00141
t3278,40% Male,16,1,3.6e-4
t3278,40% Male,16,2,4.7e-4
t3278,40% Male,16,3,5.3e-4
t3278,40% Male,16,4,5.4e-4
t3278,40% Male,16,5,5.6e-4
t3278,40% Male,16,6,5.7e-4
t3278,40% Male,16,7,5.8e-4
t3278,40% Male,16,8,6.1e-4
t3278,40% Male,16,9,6.4e-4
t3278,40% Male,16,10,6.7e-4
t3278,40% Male,16,11,6.7e-4
t3278,40% Male,16,12,6.6e-4
t3278,40% Male,16,13,6.6e-4
t3278,40% Male,16,14,6.6e-4
t3278,40% Male,16,15,6.9e-4
t3278,40% Male,16,16,7.2e-4
t3278,40% Male,16,17,7.7e-4
t3278,40% Male,16,18,8.3e-4
t3278,40% Male,16,19,9e-4
t3278,40% Male,16,20,9.8e-4
t3278,40% Male,16,21,0.00109
t3278,40% Male,16,22,0.00119
t3278,40% Male,16,23,0.0013
t3278,40% Male,16,24,0.00141
t3278,40% Male,16,25,0.00151
t3278,40% Male,17,1,4.7e-4
t3278,40% Male,17,2,5.3e-4
t3278,40% Male,17,3,5.4e-4
t3278,40% Male,17,4,5.6e-4
t3278,40% Male,17,5,5.7e-4
t3278,40% Male,17,6,5.8e-4
t3278,40% Male,17,7,6.1e-4
t3278,40% Male,17,8,6.4e-4
t3278,40% Male,17,9,6.7e-4
t3278,40% Male,17,10,6.7e-4
t3278,40% Male,17,11,6.6e-4
t3278,40% Male,17,12,6.6e-4
t3278,40% Male,17,13,6.6e-4
t3278,40% Male,17,14,6.9e-4
t3278,40% Male,17,15,7.2e-4
t3278,40% Male,17,16,7.7e-4
t3278,40% Male,17,17,8.3e-4
t3278,40% Male,17,18,9e-4
t3278,40% Male,17,19,9.8e-4
t3278,40% Male,17,20,0.00109
t3278,40% Male,17,21,0.00119
t3278,40% Male,17,22,0.0013
t3278,40% Male,17,23,0.00141
t3278,40% Male,17,24,0.00151
t3278,40% Male,17,25,0.0016
t3278,40% Male,18,1,5.3e-4
t3278,40% Male,18,2,5.4e-4
t3278,40% Male,18,3,5.5e-4
t3278,40% Male,18,4,5.7e-4
t3278,40% Male,18,5,5.7e-4
t3278,40% Male,18,6,5.8e-4
t3278,40% Male,18,7,5.9e-4
t3278,40% Male,18,8,6e-4
t3278,40% Male,18,9,5.7e-4
t3278,40% Male,18,10,5.7e-4
t3278,40% Male,18,11,5.6e-4
t3278,40% Male,18,12,5.6e-4
t3278,40% Male,18,13,5.7e-4
t3278,40% Male,18,14,6e-4
t3278,40% Male,18,15,6.4e-4
t3278,40% Male,18,16,7.1e-4
t3278,40% Male,18,17,8e-4
t3278,40% Male,18,18,8.9e-4
t3278,40% Male,18,19,0.001
t3278,40% Male,18,20,0.00111
t3278,40% Male,18,21,0.00122
t3278,40% Male,18,22,0.00133
t3278,40% Male,18,23,0.00143
t3278,40% Male,18,24,0.00154
t3278,40% Male,18,25,0.00164
t3278,40% Male,19,1,5.1e-4
t3278,40% Male,19,2,5.2e-4
t3278,40% Male,19,3,5.2e-4
t3278,40% Male,19,4,5.1e-4
t3278,40% Male,19,5,5.2e-4
t3278,40% Male,19,6,5.5e-4
t3278,40% Male,19,7,5.5e-4
t3278,40% Male,19,8,5.4e-4
t3278,40% Male,19,9,5.3e-4
t3278,40% Male,19,10,5.2e-4
t3278,40% Male,19,11,5.3e-4
t3278,40% Male,19,12,5.5e-4
t3278,40% Male,19,13,5.7e-4
t3278,40% Male,19,14,6e-4
t3278,40% Male,19,15,6.6e-4
t3278,40% Male,19,16,7.5e-4
t3278,40% Male,19,17,8.5e-4
t3278,40% Male,19,18,9.6e-4
t3278,40% Male,19,19,0.00107
t3278,40% Male,19,20,0.00119
t3278,40% Male,19,21,0.0013
t3278,40% Male,19,22,0.0014
t3278,40% Male,19,23,0.00151
t3278,40% Male,19,24,0.0016
t3278,40% Male,19,25,0.0017
t3278,40% Male,20,1,4.5e-4
t3278,40% Male,20,2,4.6e-4
t3278,40% Male,20,3,4.9e-4
t3278,40% Male,20,4,4.9e-4
t3278,40% Male,20,5,5e-4
t3278,40% Male,20,6,5e-4
t3278,40% Male,20,7,4.9e-4
t3278,40% Male,20,8,4.9e-4
t3278,40% Male,20,9,4.9e-4
t3278,40% Male,20,10,5.1e-4
t3278,40% Male,20,11,5.2e-4
t3278,40% Male,20,12,5.4e-4
t3278,40% Male,20,13,5.7e-4
t3278,40% Male,20,14,6.2e-4
t3278,40% Male,20,15,7.1e-4
t3278,40% Male,20,16,7.9e-4
t3278,40% Male,20,17,9e-4
t3278,40% Male,20,18,0.00103
t3278,40% Male,20,19,0.00116
t3278,40% Male,20,20,0.00128
t3278,40% Male,20,21,0.00139
t3278,40% Male,20,22,0.00149
t3278,40% Male,20,23,0.00158
t3278,40% Male,20,24,0.00167
t3278,40% Male,20,25,0.00176
t3278,40% Male,21,1,3.9e-4
t3278,40% Male,21,2,4.3e-4
t3278,40% Male,21,3,4.3e-4
t3278,40% Male,21,4,4.4e-4
t3278,40% Male,21,5,4.5e-4
t3278,40% Male,21,6,4.5e-4
t3278,40% Male,21,7,4.5e-4
t3278,40% Male,21,8,4.6e-4
t3278,40% Male,21,9,4.7e-4
