table,gender_blend,tobacco,attained_age,q_ult
t3329,20% Male,Smoker,84,0.09451
t3329,20% Male,Smoker,85,0.10331
t3329,20% Male,Smoker,86,0.11629
t3329,20% Male,Smoker,87,0.12837
t3329,20% Male,Smoker,88,0.14158
t3329,20% Male,Smoker,89,0.15558
t3329,20% Male,Smoker,90,0.17015
t3329,20% Male,Smoker,91,0.18473
t3329,20% Male,Smoker,92,0.19958
t3329,20% Male,Smoker,93,0.21455
t3329,20% Male,Smoker,94,0.22831
t3329,20% Male,Smoker,95,0.2419
t3329,20% Male,Smoker,96,0.25927
t3329,20% Male,Smoker,97,0.2776
t3329,20% Male,Smoker,98,0.29685
t3329,20% Male,Smoker,99,0.31649
t3329,20% Male,Smoker,100,0.33601
t3329,20% Male,Smoker,101,0.36083
t3329,20% Male,Smoker,102,0.38542
t3329,20% Male,Smoker,103,0.40936
t3329,20% Male,Smoker,104,0.43223
t3329,20% Male,Smoker,105,0.45362
t3329,20% Male,Smoker,106,0.47317
t3329,20% Male,Smoker,107,0.49915
t3329,20% Male,Smoker,108,0.52655
t3329,20% Male,Smoker,109,0.55546
t3329,20% Male,Smoker,110,0.58596
t3329,20% Male,Smoker,111,0.61813
t3329,20% Male,Smoker,112,0.65207
t3329,20% Male,Smoker,113,0.68787
t3329,20% Male,Smoker,114,0.72564
t3329,20% Male,Smoker,115,0.76548
t3329,20% Male,Smoker,116,0.80751
t3329,20% Male,Smoker,117,0.85184
t3329,20% Male,Smoker,118,0.89862
t3329,20% Male,Smoker,119,0.94795
t3329,20% Male,Smoker,120,1
t3330,40% Male,Smoker,18,5.3e-4
t3330,40% Male,Smoker,19,5.4e-4
t3330,40% Male,Smoker,20,5.6e-4
t3330,40% Male,Smoker,21,5.7e-4
t3330,40% Male,Smoker,22,5.8e-4
t3330,40% Male,Smoker,23,6.1e-4
t3330,40% Male,Smoker,24,6.4e-4
t3330,40% Male,Smoker,25,6.7e-4
t3330,40% Male,Smoker,26,6.7e-4
t3330,40% Male,Smoker,27,6.6e-4
t3330,40% Male,Smoker,28,6.6e-4
t3330,40% Male,Smoker,29,6.6e-4
t3330,40% Male,Smoker,30,6.9e-4
t3330,40% Male,Smoker,31,7.2e-4
t3330,40% Male,Smoker,32,7.7e-4
t3330,40% Male,Smoker,33,8.3e-4
t3330,40% Male,Smoker,34,9.8e-4
t3330,40% Male,Smoker,35,0.00107
t3330,40% Male,Smoker,36,0.00122
t3330,40% Male,Smoker,37,0.00139
t3330,40% Male,Smoker,38,0.00155
t3330,40% Male,Smoker,39,0.00172
t3330,40% Male,Smoker,40,0.0019
t3330,40% Male,Smoker,41,0.00207
t3330,40% Male,Smoker,42,0.00224
t3330,40% Male,Smoker,43,0.0024
t3330,40% Male,Smoker,44,0.00254
t3330,40% Male,Smoker,45,0.00267
t3330,40% Male,Smoker,46,0.00289
t3330,40% Male,Smoker,47,0.00311
t3330,40% Male,Smoker,48,0.00337
t3330,40% Male,Smoker,49,0.00365
t3330,40% Male,Smoker,50,0.00397
t3330,40% Male,Smoker,51,0.00433
t3330,40% Male,Smoker,52,0.00473
t3330,40% Male,Smoker,53,0.00518
t3330,40% Male,Smoker,54,0.00567
t3330,40% Male,Smoker,55,0.00623
t3330,40% Male,Smoker,56,0.00686
t3330,40% Male,Smoker,57,0.00757
t3330,40% Male,Smoker,58,0.00838
t3330,40% Male,Smoker,59,0.00928
t3330,40% Male,Smoker,60,0.0103
t3330,40% Male,Smoker,61,0.01145
t3330,40% Male,Smoker,62,0.01273
t3330,40% Male,Smoker,63,0.01415
t3330,40% Male,Smoker,64,0.01569
t3330,40% Male,Smoker,65,0.01739
t3330,40% Male,Smoker,66,0.01921
t3330,40% Male,Smoker,67,0.02113
t3330,40% Male,Smoker,68,0.02316
t3330,40% Male,Smoker,69,0.02532
t3330,40% Male,Smoker,70,0.02772
t3330,40% Male,Smoker,71,0.03042
t3330,40% Male,Smoker,72,0.03324
t3330,40% Male,Smoker,73,0.03634
t3330,40% Male,Smoker,74,0.03964
t3330,40% Male,Smoker,75,0.04315
t3330,40% Male,Smoker,76,0.04683
t3330,40% Male,Smoker,77,0.05073
t3330,40% Male,Smoker,78,0.05484
t3330,40% Male,Smoker,79,0.05929
t3330,40% Male,Smoker,80,0.06475
t3330,40% Male,Smoker,81,0.07113
t3330,40% Male,Smoker,82,0.07813
t3330,40% Male,Smoker,83,0.08688
t3330,40% Male,Smoker,84,0.09619
t3330,40% Male,Smoker,85,0.10544
t3330,40% Male,Smoker,86,0.11818
t3330,40% Male,Smoker,87,0.13059
t3330,40% Male,Smoker,88,0.14419
t3330,40% Male,Smoker,89,0.15853
t3330,40% Male,Smoker,90,0.17343
t3330,40% Male,Smoker,91,0.18831
t3330,40% Male,Smoker,92,0.20326
t3330,40% Male,Smoker,93,0.21818
t3330,40% Male,Smoker,94,0.23186
t3330,40% Male,Smoker,95,0.24495
t3330,40% Male,Smoker,96,0.26198
t3330,40% Male,Smoker,97,0.2801
t3330,40% Male,Smoker,98,0.29948
t3330,40% Male,Smoker,99,0.3196
t3330,40% Male,Smoker,100,0.34003
t3330,40% Male,Smoker,101,0.36424
t3330,40% Male,Smoker,102,0.38827
t3330,40% Male,Smoker,103,0.41168
t3330,40% Male,Smoker,104,0.43408
t3330,40% Male,Smoker,105,0.45506
t3330,40% Male,Smoker,106,0.47423
t3330,40% Male,Smoker,107,0.50019
t3330,40% Male,Smoker,108,0.52757
t3330,40% Male,Smoker,109,0.55644
t3330,40% Male,Smoker,110,0.5869
t3330,40% Male,Smoker,111,0.61902
t3330,40% Male,Smoker,112,0.65291
t3330,40% Male,Smoker,113,0.68864
t3330,40% Male,Smoker,114,0.72634
t3330,40% Male,Smoker,115,0.7661
t3330,40% Male,Smoker,116,0.80803
t3330,40% Male,Smoker,117,0.85225
t3330,40% Male,Smoker,118,0.89891
t3330,40% Male,Smoker,119,0.9481
t3330,40% Male,Smoker,120,1
t3331,50% Male,Smoker,18,5.8e-4
t3331,50% Male,Smoker,19,6e-4
t3331,50% Male,Smoker,20,6.2e-4
t3331,50% Male,Smoker,21,6.3e-4
t3331,50% Male,Smoker,22,6.5e-4
t3331,50% Male,Smoker,23,6.7e-4
t3331,50% Male,Smoker,24,7.1e-4
t3331,50% Male,Smoker,25,7.3e-4
t3331,50% Male,Smoker,26,7.3e-4
t3331,50% Male,Smoker,27,7.2e-4
t3331,50% Male,Smoker,28,7.2e-4
t3331,50% Male,Smoker,29,7.2e-4
t3331,50% Male,Smoker,30,7.4e-4
t3331,50% Male,Smoker,31,7.8e-4
t3331,50% Male,Smoker,32,8.3e-4
t3331,50% Male,Smoker,33,8.9e-4
t3331,50% Male,Smoker,34,0.00103
t3331,50% Male,Smoker,35,0.00112
t3331,50% Male,Smoker,36,0.00127
t3331,50% Male,Smoker,37,0.00143
t3331,50% Male,Smoker,38,0.00159
t3331,50% Male,Smoker,39,0.00177
t3331,50% Male,Smoker,40,0.00196
t3331,50% Male,Smoker,41,0.00215
t3331,50% Male,Smoker,42,0.00233
t3331,50% Male,Smoker,43,0.00251
t3331,50% Male,Smoker,44,0.00265
t3331,50% Male,Smoker,45,0.00279
t3331,50% Male,Smoker,46,0.003
t3331,50% Male,Smoker,47,0.00323
t3331,50% Male,Smoker,48,0.00349
t3331,50% Male,Smoker,49,0.00377
t3331,50% Male,Smoker,50,0.00408
t3331,50% Male,Smoker,51,0.00445
t3331,50% Male,Smoker,52,0.00485
t3331,50% Male,Smoker,53,0.0053
t3331,50% Male,Smoker,54,0.0058
t3331,50% Male,Smoker,55,0.00636
t3331,50% Male,Smoker,56,0.007
t3331,50% Male,Smoker,57,0.00772
t3331,50% Male,Smoker,58,0.00854
t3331,50% Male,Smoker,59,0.00946
t3331,50% Male,Smoker,60,0.0105
t3331,50% Male,Smoker,61,0.01167
t3331,50% Male,Smoker,62,0.01299
t3331,50% Male,Smoker,63,0.01445
t3331,50% Male,Smoker,64,0.01603
t3331,50% Male,Smoker,65,0.01779
t3331,50% Male,Smoker,66,0.01965
t3331,50% Male,Smoker,67,0.02163
t3331,50% Male,Smoker,68,0.02372
t3331,50% Male,Smoker,69,0.02594
t3331,50% Male,Smoker,70,0.02842
t3331,50% Male,Smoker,71,0.03121
t3331,50% Male,Smoker,72,0.03417
t3331,50% Male,Smoker,73,0.03742
t3331,50% Male,Smoker,74,0.04087
t3331,50% Male,Smoker,75,0.04452
t3331,50% Male,Smoker,76,0.04829
t3331,50% Male,Smoker,77,0.05225
t3331,50% Male,Smoker,78,0.05637
t3331,50% Male,Smoker,79,0.06081
t3331,50% Male,Smoker,80,0.06615
t3331,50% Male,Smoker,81,0.07233
t3331,50% Male,Smoker,82,0.07905
t3331,50% Male,Smoker,83,0.08772
t3331,50% Male,Smoker,84,0.09703
t3331,50% Male,Smoker,85,0.10651
t3331,50% Male,Smoker,86,0.11913
t3331,50% Male,Smoker,87,0.13171
t3331,50% Male,Smoker,88,0.14549
t3331,50% Male,Smoker,89,0.16001
t3331,50% Male,Smoker,90,0.17507
t3331,50% Male,Smoker,91,0.1901
t3331,50% Male,Smoker,92,0.20511
t3331,50% Male,Smoker,93,0.21999
t3331,50% Male,Smoker,94,0.23364
t3331,50% Male,Smoker,95,0.24648
t3331,50% Male,Smoker,96,0.26333
t3331,50% Male,Smoker,97,0.28136
t3331,50% Male,Smoker,98,0.30079
t3331,50% Male,Smoker,99,0.32116
t3331,50% Male,Smoker,100,0.34204
t3331,50% Male,Smoker,101,0.36595
t3331,50% Male,Smoker,102,0.38969
t3331,50% Male,Smoker,103,0.41285
t3331,50% Male,Smoker,104,0.43501
t3331,50% Male,Smoker,105,0.45578
t3331,50% Male,Smoker,106,0.47477
t3331,50% Male,Smoker,107,0.50072
t3331,50% Male,Smoker,108,0.52808
t3331,50% Male,Smoker,109,0.55694
t3331,50% Male,Smoker,110,0.58737
t3331,50% Male,Smoker,111,0.61947
t3331,50% Male,Smoker,112,0.65333
t3331,50% Male,Smoker,113,0.68903
t3331,50% Male,Smoker,114,0.72669
t3331,50% Male,Smoker,115,0.76641
t3331,50% Male,Smoker,116,0.80829
t3331,50% Male,Smoker,117,0.85246
t3331,50% Male,Smoker,118,0.89905
t3331,50% Male,Smoker,119,0.94818
t3331,50% Male,Smoker,120,1
t3332,60% Male,Smoker,18,6.3e-4
t3332,60% Male,Smoker,19,6.5e-4
t3332,60% Male,Smoker,20,6.7e-4
t3332,60% Male,Smoker,21,6.9e-4
t3332,60% Male,Smoker,22,7.1e-4
t3332,60% Male,Smoker,23,7.3e-4
t3332,60% Male,Smoker,24,7.7e-4
t3332,60% Male,Smoker,25,7.9e-4
t3332,60% Male,Smoker,26,7.9e-4
t3332,60% Male,Smoker,27,7.8e-4
t3332,60% Male,Smoker,28,7.7e-4
t3332,60% Male,Smoker,29,7.8e-4
t3332,60% Male,Smoker,30,7.9e-4
t3332,60% Male,Smoker,31,8.3e-4
t3332,60% Male,Smoker,32,8.8e-4
t3332,60% Male,Smoker,33,9.5e-4
t3332,60% Male,Smoker,34,0.00108
t3332,60% Male,Smoker,35,0.00117
t3332,60% Male,Smoker,36,0.00131
t3332,60% Male,Smoker,37,0.00146
t3332,60% Male,Smoker,38,0.00162
t3332,60% Male,Smoker,39,0.00182
t3332,60% Male,Smoker,40,0.00201
t3332,60% Male,Smoker,41,0.00222
t3332,60% Male,Smoker,42,0.00242
t3332,60% Male,Smoker,43,0.00261
t3332,60% Male,Smoker,44,0.00276
t3332,60% Male,Smoker,45,0.0029
t3332,60% Male,Smoker,46,0.00311
t3332,60% Male,Smoker,47,0.00334
t3332,60% Male,Smoker,48,0.0036
t3332,60% Male,Smoker,49,0.00388
t3332,60% Male,Smoker,50,0.00419
t3332,60% Male,Smoker,51,0.00457
t3332,60% Male,Smoker,52,0.00497
t3332,60% Male,Smoker,53,0.00542
t3332,60% Male,Smoker,54,0.00593
t3332,60% Male,Smoker,55,0.00649
t3332,60% Male,Smoker,56,0.00714
t3332,60% Male,Smoker,57,0.00787
t3332,60% Male,Smoker,58,0.0087
t3332,60% Male,Smoker,59,0.00963
t3332,60% Male,Smoker,60,0.01069
t3332,60% Male,Smoker,61,0.01189
t3332,60% Male,Smoker,62,0.01325
t3332,60% Male,Smoker,63,0.01474
t3332,60% Male,Smoker,64,0.01637
t3332,60% Male,Smoker,65,0.01818
t3332,60% Male,Smoker,66,0.02009
t3332,60% Male,Smoker,67,0.02213
t3332,60% Male,Smoker,68,0.02427
t3332,60% Male,Smoker,69,0.02656
t3332,60% Male,Smoker,70,0.02911
t3332,60% Male,Smoker,71,0.032
t3332,60% Male,Smoker,72,0.03509
t3332,60% Male,Smoker,73,0.03849
t3332,60% Male,Smoker,74,0.0421
t3332,60% Male,Smoker,75,0.04588
t3332,60% Male,Smoker,76,0.04975
t3332,60% Male,Smoker,77,0.05376
t3332,60% Male,Smoker,78,0.05789
t3332,60% Male,Smoker,79,0.06232
t3332,60% Male,Smoker,80,0.06754
t3332,60% Male,Smoker,81,0.07352
t3332,60% Male,Smoker,82,0.07997
t3332,60% Male,Smoker,83,0.08856
t3332,60% Male,Smoker,84,0.09786
t3332,60% Male,Smoker,85,0.10757
t3332,60% Male,Smoker,86,0.12008
t3332,60% Male,Smoker,87,0.13282
t3332,60% Male,Smoker,88,0.14679
t3332,60% Male,Smoker,89,0.16149
t3332,60% Male,Smoker,90,0.17671
t3332,60% Male,Smoker,91,0.19189
t3332,60% Male,Smoker,92,0.20695
t3332,60% Male,Smoker,93,0.2218
t3332,60% Male,Smoker,94,0.23541
t3332,60% Male,Smoker,95,0.248
t3332,60% Male,Smoker,96,0.26468
t3332,60% Male,Smoker,97,0.28261
t3332,60% Male,Smoker,98,0.3021
t3332,60% Male,Smoker,99,0.32272
t3332,60% Male,Smoker,100,0.34405
t3332,60% Male,Smoker,101,0.36765
t3332,60% Male,Smoker,102,0.39111
t3332,60% Male,Smoker,103,0.41401
t3332,60% Male,Smoker,104,0.43594
t3332,60% Male,Smoker,105,0.45649
t3332,60% Male,Smoker,106,0.4753
t3332,60% Male,Smoker,107,0.50124
t3332,60% Male,Smoker,108,0.52858
t3332,60% Male,Smoker,109,0.55743
t3332,60% Male,Smoker,110,0.58784
t3332,60% Male,Smoker,111,0.61992
t3332,60% Male,Smoker,112,0.65374
t3332,60% Male,Smoker,113,0.68942
t3332,60% Male,Smoker,114,0.72703
t3332,60% Male,Smoker,115,0.76671
t3332,60% Male,Smoker,116,0.80854
t3332,60% Male,Smoker,117,0.85266
t3332,60% Male,Smoker,118,0.89919
t3332,60% Male,Smoker,119,0.94826
t3332,60% Male,Smoker,120,1
t3333,80% Male,Smoker,18,7.3e-4
t3333,80% Male,Smoker,19,7.5e-4
t3333,80% Male,Smoker,20,7.9e-4
t3333,80% Male,Smoker,21,8.1e-4
t3333,80% Male,Smoker,22,8.3e-4
t3333,80% Male,Smoker,23,8.6e-4
t3333,80% Male,Smoker,24,8.9e-4
t3333,80% Male,Smoker,25,9.2e-4
t3333,80% Male,Smoker,26,9.2e-4
t3333,80% Male,Smoker,27,9.1e-4
t3333,80% Male,Smoker,28,8.9e-4
t3333,80% Male,Smoker,29,8.9e-4
t3333,80% Male,Smoker,30,9e-4
t3333,80% Male,Smoker,31,0.00093000000000000005
t3333,80% Male,Smoker,32,0.001
t3333,80% Male,Smoker,33,0.00107
t3333,80% Male,Smoker,34,0.00118
t3333,80% Male,Smoker,35,0.00127
t3333,80% Male,Smoker,36,0.00141
t3333,80% Male,Smoker,37,0.00154
t3333,80% Male,Smoker,38,0.0017
t3333,80% Male,Smoker,39,0.00191
t3333,80% Male,Smoker,40,0.00213
t3333,80% Male,Smoker,41,0.00237
t3333,80% Male,Smoker,42,0.00261
t3333,80% Male,Smoker,43,0.00282
t3333,80% Male,Smoker,44,0.00299
t3333,80% Male,Smoker,45,0.00312
t3333,80% Male,Smoker,46,0.00334
t3333,80% Male,Smoker,47,0.00356
t3333,80% Male,Smoker,48,0.00382
t3333,80% Male,Smoker,49,0.0041
t3333,80% Male,Smoker,50,0.00442
t3333,80% Male,Smoker,51,0.0048
t3333,80% Male,Smoker,52,0.0052
t3333,80% Male,Smoker,53,0.00567
t3333,80% Male,Smoker,54,0.00618
t3333,80% Male,Smoker,55,0.00676
t3333,80% Male,Smoker,56,0.00743
t3333,80% Male,Smoker,57,0.00817
t3333,80% Male,Smoker,58,0.00903
t3333,80% Male,Smoker,59,0.00999
t3333,80% Male,Smoker,60,0.01109
t3333,80% Male,Smoker,61,0.01234
t3333,80% Male,Smoker,62,0.01376
t3333,80% Male,Smoker,63,0.01534
t3333,80% Male,Smoker,64,0.01705
t3333,80% Male,Smoker,65,0.01896
t3333,80% Male,Smoker,66,0.02098
t3333,80% Male,Smoker,67,0.02312
t3333,80% Male,Smoker,68,0.02537
t3333,80% Male,Smoker,69,0.02779
t3333,80% Male,Smoker,70,0.03049
t3333,80% Male,Smoker,71,0.03357
t3333,80% Male,Smoker,72,0.03695
t3333,80% Male,Smoker,73,0.04065
t3333,80% Male,Smoker,74,0.04457
t3333,80% Male,Smoker,75,0.0486
t3333,80% Male,Smoker,76,0.05267
t3333,80% Male,Smoker,77,0.05678
t3333,80% Male,Smoker,78,0.06094
t3333,80% Male,Smoker,79,0.06536
t3333,80% Male,Smoker,80,0.07032
t3333,80% Male,Smoker,81,0.07592
t3333,80% Male,Smoker,82,0.08181
t3333,80% Male,Smoker,83,0.09023
t3333,80% Male,Smoker,84,0.09954
t3333,80% Male,Smoker,85,0.1097
t3333,80% Male,Smoker,86,0.12197
t3333,80% Male,Smoker,87,0.13504
t3333,80% Male,Smoker,88,0.1494
t3333,80% Male,Smoker,89,0.16444
t3333,80% Male,Smoker,90,0.17999
t3333,80% Male,Smoker,91,0.19547
t3333,80% Male,Smoker,92,0.21063
t3333,80% Male,Smoker,93,0.22543
t3333,80% Male,Smoker,94,0.23896
t3333,80% Male,Smoker,95,0.25105
t3333,80% Male,Smoker,96,0.26739
t3333,80% Male,Smoker,97,0.28511
t3333,80% Male,Smoker,98,0.30473
t3333,80% Male,Smoker,99,0.32583
t3333,80% Male,Smoker,100,0.34807
t3333,80% Male,Smoker,101,0.37106
t3333,80% Male,Smoker,102,0.39396
t3333,80% Male,Smoker,103,0.41633
t3333,80% Male,Smoker,104,0.43779
t3333,80% Male,Smoker,105,0.45793
t3333,80% Male,Smoker,106,0.47636
t3333,80% Male,Smoker,107,0.50228
t3333,80% Male,Smoker,108,0.5296
t3333,80% Male,Smoker,109,0.55841
t3333,80% Male,Smoker,110,0.58878
t3333,80% Male,Smoker,111,0.62081
t3333,80% Male,Smoker,112,0.65458
t3333,80% Male,Smoker,113,0.69019
t3333,80% Male,Smoker,114,0.72773
t3333,80% Male,Smoker,115,0.76733
t3333,80% Male,Smoker,116,0.80906
t3333,80% Male,Smoker,117,0.85307
t3333,80% Male,Smoker,118,0.89948
t3333,80% Male,Smoker,119,0.94841
t3333,80% Male,Smoker,120,1
